投球数,球種,球速,結果,投手,打者,スコア,アウトカウント
2,カーブ,120km/h,遊ゴロ  [ボテボテ],髙橋 光成,渡邊 佳明,0-1,●●
1,フォーク,140km/h,ボール,髙橋 光成,辰己 涼介,0-1,●●●
2,カットボール,141km/h,ボール,髙橋 光成,辰己 涼介,0-1,●●●
3,フォーク,143km/h,見逃し,髙橋 光成,辰己 涼介,0-1,●●●
4,カットボール,144km/h,二ゴロ,髙橋 光成,辰己 涼介,0-1,●●●
1,カットボール,134km/h,ボール,早川 隆久,柘植 世那,0-1,
2,スライダー,131km/h,見逃し,早川 隆久,柘植 世那,0-1,
3,チェンジアップ,131km/h,左安,早川 隆久,柘植 世那,0-1,
1,ストレート,143km/h,三犠打,早川 隆久,愛斗,0-1,●
1,チェンジアップ,131km/h,空振り  [ファウルチップ],早川 隆久,金子 侑司,0-1,●●
2,ストレート,144km/h,ボール,早川 隆久,金子 侑司,0-1,●●
3,スライダー,133km/h,ボール,早川 隆久,金子 侑司,0-1,●●
4,スライダー,133km/h,空振り,早川 隆久,金子 侑司,0-1,●●
5,チェンジアップ,132km/h,空三振  [ハーフスイング],早川 隆久,金子 侑司,0-1,●●
1,スライダー,132km/h,見逃し,早川 隆久,源田 壮亮,0-1,●●●
2,ストレート,145km/h,ファウル,早川 隆久,源田 壮亮,0-1,●●●
3,ストレート,146km/h,ボール  [ワンバウンド],早川 隆久,源田 壮亮,0-1,●●●
4,スライダー,128km/h,ボール,早川 隆久,源田 壮亮,0-1,●●●
5,チェンジアップ,133km/h,中飛,早川 隆久,源田 壮亮,0-1,●●●
1,ストレート,144km/h,ボール,髙橋 光成,炭谷 銀仁朗,0-1,
2,カットボール,140km/h,見逃し,髙橋 光成,炭谷 銀仁朗,0-1,
3,ストレート,146km/h,右安,髙橋 光成,炭谷 銀仁朗,0-1,
1,フォーク,140km/h,ボール,髙橋 光成,西川 遥輝,0-1,●●
2,ストレート,146km/h,見逃し,髙橋 光成,西川 遥輝,0-1,●●
3,カットボール,144km/h,ボール,髙橋 光成,西川 遥輝,0-1,●●
4,フォーク,142km/h,ボール,髙橋 光成,西川 遥輝,0-1,●●
5,ストレート,146km/h,見逃し,髙橋 光成,西川 遥輝,0-1,●●
6,ストレート,149km/h,空三振  [ハーフスイング、ランエンドヒット、リプレー検証後判定変わらず],髙橋 光成,西川 遥輝,0-1,●●
1,カーブ,121km/h,ボール  [セーフティバント、バント構え],髙橋 光成,小深田 大翔,0-1,●●●
2,縦スライダー,128km/h,見逃し,髙橋 光成,小深田 大翔,0-1,●●●
3,ストレート,148km/h,ファウル,髙橋 光成,小深田 大翔,0-1,●●●
4,ストレート,148km/h,左飛,髙橋 光成,小深田 大翔,0-1,●●●
1,チェンジアップ,130km/h,空振り,早川 隆久,外崎 修汰,0-1,●
2,スライダー,133km/h,ボール,早川 隆久,外崎 修汰,0-1,●
3,スライダー,130km/h,ボール,早川 隆久,外崎 修汰,0-1,●
4,チェンジアップ,132km/h,空振り,早川 隆久,外崎 修汰,0-1,●
5,スライダー,128km/h,ボール  [ワンバウンド],早川 隆久,外崎 修汰,0-1,●
6,スライダー,132km/h,ファウル,早川 隆久,外崎 修汰,0-1,●
7,ストレート,146km/h,三ゴロ,早川 隆久,外崎 修汰,0-1,●
1,ストレート,145km/h,ボール,早川 隆久,オグレディ,0-1,●●
2,カーブ,118km/h,一ゴロ,早川 隆久,オグレディ,0-1,●●
1,カットボール,134km/h,空振り  [ハーフスイング],早川 隆久,山川 穂高,0-1,●●●
2,ストレート,146km/h,見逃し,早川 隆久,山川 穂高,0-1,●●●
3,チェンジアップ,135km/h,空三振,早川 隆久,山川 穂高,0-1,●●●
1,縦スライダー,129km/h,ボール,髙橋 光成,浅村 栄斗,0-1,
2,縦スライダー,130km/h,ボール,髙橋 光成,浅村 栄斗,0-1,
3,ストレート,144km/h,見逃し,髙橋 光成,浅村 栄斗,0-1,
4,縦スライダー,131km/h,ボール,髙橋 光成,浅村 栄斗,0-1,
5,カットボール,144km/h,四球,髙橋 光成,浅村 栄斗,0-1,
1,縦スライダー,128km/h,ボール  [セーフティバント、バント構え],髙橋 光成,島内 宏明,0-1,●●
2,ストレート,145km/h,ボール,髙橋 光成,島内 宏明,0-1,●●
3,ストレート,146km/h,見逃し,髙橋 光成,島内 宏明,0-1,●●
4,カットボール,144km/h,二併打,髙橋 光成,島内 宏明,0-1,●●
1,カットボール,142km/h,右飛,髙橋 光成,マルモレホス,0-1,●●●
1,チェンジアップ,131km/h,ボール,早川 隆久,呉 念庭,0-1,
2,チェンジアップ,129km/h,ボール,早川 隆久,呉 念庭,0-1,
3,カットボール,134km/h,見逃し,早川 隆久,呉 念庭,0-1,
4,スライダー,133km/h,ボール  [ハーフスイング],早川 隆久,呉 念庭,0-1,
5,チェンジアップ,135km/h,四球,早川 隆久,呉 念庭,0-1,
1,ストレート,143km/h,ボール,早川 隆久,中村 剛也,0-1,●
2,ストレート,145km/h,見逃し,早川 隆久,中村 剛也,0-1,●
3,スライダー,131km/h,空振り,早川 隆久,中村 剛也,0-1,●
4,チェンジアップ,132km/h,空三振,早川 隆久,中村 剛也,0-1,●
1,ストレート,142km/h,空振り,早川 隆久,柘植 世那,0-1,●
2,ストレート,142km/h,空振り  [ランエンドヒット、リプレー検証後判定変わらず],早川 隆久,柘植 世那,0-1,●
1,ストレート,142km/h,空振り,早川 隆久,柘植 世那,0-1,●●
2,ストレート,142km/h,空振り  [ランエンドヒット、リプレー検証後判定変わらず],早川 隆久,柘植 世那,0-1,●●
3,ストレート,143km/h,ファウル,早川 隆久,柘植 世那,0-1,●●
4,スライダー,126km/h,ファウル,早川 隆久,柘植 世那,0-1,●●
5,ストレート,145km/h,ファウル,早川 隆久,柘植 世那,0-1,●●
6,ストレート,144km/h,ボール,早川 隆久,柘植 世那,0-1,●●
7,チェンジアップ,-,二ゴロ,早川 隆久,柘植 世那,0-1,●●
1,ストレート,144km/h,左飛,早川 隆久,愛斗,0-1,●●●
1,カーブ,-,ボール  [ワンバウンド],髙橋 光成,銀次,0-1,●
2,カットボール,141km/h,見逃し,髙橋 光成,銀次,0-1,●
3,ストレート,147km/h,左飛,髙橋 光成,銀次,0-1,●
1,縦スライダー,126km/h,ボール,髙橋 光成,鈴木 大地,0-1,●●
2,縦スライダー,128km/h,空振り,髙橋 光成,鈴木 大地,0-1,●●
3,フォーク,141km/h,空振り,髙橋 光成,鈴木 大地,0-1,●●
4,フォーク,137km/h,空三振  [ワンバウンド、振り逃げを狙うもアウト],髙橋 光成,鈴木 大地,0-1,●●
1,カットボール,142km/h,左２,髙橋 光成,辰己 涼介,0-1,●●
1,カットボール,143km/h,遊ゴロ  [引っかけ],髙橋 光成,炭谷 銀仁朗,0-1,●●●
1,ストレート,149km/h,見逃し,西口 直人,金子 侑司,0-1,
2,ストレート,150km/h,空振り,西口 直人,金子 侑司,0-1,
3,ストレート,-,左安,西口 直人,金子 侑司,0-1,
1,ストレート,144km/h,三犠打  [ライン際、素手で捕球],西口 直人,源田 壮亮,0-1,●
1,ストレート,149km/h,ボール,西口 直人,外崎 修汰,0-1,●
2,カットボール,142km/h,ボール,西口 直人,外崎 修汰,0-1,●
3,カットボール,141km/h,空振り,西口 直人,外崎 修汰,0-1,●
4,ストレート,152km/h,見逃し,西口 直人,外崎 修汰,0-1,●
5,カットボール,143km/h,ファウル,西口 直人,外崎 修汰,0-1,●
6,ストレート,152km/h,ボール,西口 直人,外崎 修汰,0-1,●
7,ストレート,-,ファウル,西口 直人,外崎 修汰,0-1,●
8,ストレート,152km/h,ファウル,西口 直人,外崎 修汰,0-1,●
9,チェンジアップ,129km/h,ファウル,西口 直人,外崎 修汰,0-1,●
10,カットボール,142km/h,四球,西口 直人,外崎 修汰,0-1,●
1,チェンジアップ,125km/h,見逃し,西口 直人,オグレディ,0-1,●
2,ストレート,151km/h,ボール,西口 直人,オグレディ,0-1,●
3,ストレート,150km/h,ボール,西口 直人,オグレディ,0-1,●
4,ストレート,151km/h,ボール,西口 直人,オグレディ,0-1,●
5,ストレート,150km/h,四球,西口 直人,オグレディ,0-1,●
1,カットボール,143km/h,ボール  [ワンバウンド],西口 直人,山川 穂高,0-2,●
2,ストレート,150km/h,死球,西口 直人,山川 穂高,0-2,●
1,カーブ,115km/h,ボール  [ワンバウンド、捕手後逸阻止],津留﨑 大成,呉 念庭,0-2,●●
2,ストレート,145km/h,三邪飛,津留﨑 大成,呉 念庭,0-2,●●
1,カットボール,138km/h,ボール,津留﨑 大成,山田 遥楓,0-3,●●
2,カットボール,137km/h,ボール  [ワンバウンド],津留﨑 大成,山田 遥楓,0-3,●●
3,ストレート,144km/h,遊安  [バットの先、打者ガッツポーズ],津留﨑 大成,山田 遥楓,0-3,●●
1,ストレート,146km/h,ボール,津留﨑 大成,柘植 世那,0-3,●●●
2,ストレート,145km/h,中飛,津留﨑 大成,柘植 世那,0-3,●●●
1,ストレート,155km/h,三飛,平良 海馬,西川 遥輝,0-3,●
1,ストレート,156km/h,ボール,平良 海馬,小深田 大翔,0-3,●●
2,スライダー,134km/h,見逃し,平良 海馬,小深田 大翔,0-3,●●
3,フォーク,137km/h,ボール,平良 海馬,小深田 大翔,0-3,●●
4,ストレート,156km/h,二ゴロ  [詰り],平良 海馬,小深田 大翔,0-3,●●
1,ストレート,158km/h,ボール,平良 海馬,浅村 栄斗,0-3,●●●
2,スライダー,137km/h,ボール,平良 海馬,浅村 栄斗,0-3,●●●
3,ストレート,156km/h,見逃し,平良 海馬,浅村 栄斗,0-3,●●●
4,ストレート,158km/h,ボール,平良 海馬,浅村 栄斗,0-3,●●●
5,ストレート,157km/h,ファウル,平良 海馬,浅村 栄斗,0-3,●●●
6,ストレート,157km/h,見三振  [一塁へ歩きかける、判定不服],平良 海馬,浅村 栄斗,0-3,●●●
1,ストレート,-,二ゴロ,山﨑 福也,髙部 瑛斗,0-0,●
1,ストレート,138km/h,見逃し,山﨑 福也,中村 奨吾,0-0,●
2,スライダー,124km/h,ボール  [ワンバウンド],山﨑 福也,中村 奨吾,0-0,●
3,チェンジアップ,126km/h,ボール,山﨑 福也,中村 奨吾,0-0,●
4,ストレート,142km/h,中安,山﨑 福也,中村 奨吾,0-0,●
1,ストレート,142km/h,ボール,山﨑 福也,レアード,0-0,●●
2,スライダー,121km/h,空振り  [ハーフスイング],山﨑 福也,レアード,0-0,●●
3,チェンジアップ,123km/h,ファウル,山﨑 福也,レアード,0-0,●●
4,フォーク,132km/h,空三振,山﨑 福也,レアード,0-0,●●
1,ストレート,144km/h,見逃し,山﨑 福也,山口 航輝,0-0,●●●
2,チェンジアップ,122km/h,投ゴロ,山﨑 福也,山口 航輝,0-0,●●●
1,ストレート,140km/h,ボール  [ワンバウンド],ロメロ,佐野 皓大,0-0,●
2,ストレート,144km/h,右飛,ロメロ,佐野 皓大,0-0,●
1,ストレート,141km/h,見逃し,ロメロ,福田 周平,0-0,●●
2,スライダー,-,ファウル  [セーフティバント、バントファウル],ロメロ,福田 周平,0-0,●●
3,スライダー,132km/h,二ゴロ,ロメロ,福田 周平,0-0,●●
1,スライダー,128km/h,見逃し,ロメロ,紅林 弘太郎,0-0,●●●
2,チェンジアップ,-,ボール  [ハーフスイング],ロメロ,紅林 弘太郎,0-0,●●●
3,ストレート,145km/h,ファウル,ロメロ,紅林 弘太郎,0-0,●●●
4,ストレート,148km/h,ボール,ロメロ,紅林 弘太郎,0-0,●●●
5,スライダー,133km/h,中飛,ロメロ,紅林 弘太郎,0-0,●●●
1,ストレート,139km/h,ボール,山﨑 福也,菅野 剛士,0-0,
2,ストレート,140km/h,見逃し,山﨑 福也,菅野 剛士,0-0,
3,スライダー,119km/h,見逃し,山﨑 福也,菅野 剛士,0-0,
4,スライダー,126km/h,ボール  [ワンバウンド],山﨑 福也,菅野 剛士,0-0,
5,ストレート,141km/h,右２,山﨑 福也,菅野 剛士,0-0,
1,スライダー,119km/h,捕犠打,山﨑 福也,岡 大海,0-0,●
1,スライダー,126km/h,見逃し,山﨑 福也,佐藤 都志也,1-0,●●
2,ストレート,141km/h,ボール,山﨑 福也,佐藤 都志也,1-0,●●
3,スライダー,125km/h,ボール,山﨑 福也,佐藤 都志也,1-0,●●
4,スライダー,124km/h,見逃し,山﨑 福也,佐藤 都志也,1-0,●●
5,チェンジアップ,127km/h,ファウル,山﨑 福也,佐藤 都志也,1-0,●●
6,スライダー,127km/h,ファウル,山﨑 福也,佐藤 都志也,1-0,●●
7,ストレート,144km/h,左犠飛,山﨑 福也,佐藤 都志也,1-0,●●
1,ストレート,142km/h,ボール,山﨑 福也,エチェバリア,1-0,●●●
2,スライダー,119km/h,ファウル  [自打球],山﨑 福也,エチェバリア,1-0,●●●
3,ストレート,142km/h,ファウル  [止めたバットに当たる],山﨑 福也,エチェバリア,1-0,●●●
4,チェンジアップ,124km/h,ファウル,山﨑 福也,エチェバリア,1-0,●●●
5,チェンジアップ,125km/h,空三振,山﨑 福也,エチェバリア,1-0,●●●
1,スライダー,129km/h,見逃し,ロメロ,吉田 正尚,1-0,●
2,スライダー,127km/h,ボール  [ワンバウンド],ロメロ,吉田 正尚,1-0,●
3,スライダー,128km/h,ボール,ロメロ,吉田 正尚,1-0,●
4,スライダー,132km/h,見逃し,ロメロ,吉田 正尚,1-0,●
5,ストレート,149km/h,投ゴロ,ロメロ,吉田 正尚,1-0,●
1,チェンジアップ,130km/h,空振り,ロメロ,頓宮 裕真,1-0,●
2,チェンジアップ,135km/h,空振り,ロメロ,頓宮 裕真,1-0,●
3,ストレート,149km/h,ボール,ロメロ,頓宮 裕真,1-0,●
4,スライダー,130km/h,ファウル,ロメロ,頓宮 裕真,1-0,●
5,スライダー,132km/h,ファウル,ロメロ,頓宮 裕真,1-0,●
6,ストレート,148km/h,ボール  [高めのつり球を要求],ロメロ,頓宮 裕真,1-0,●
7,ストレート,150km/h,ボール,ロメロ,頓宮 裕真,1-0,●
8,ストレート,148km/h,左２,ロメロ,頓宮 裕真,1-0,●
1,チェンジアップ,135km/h,見逃し,ロメロ,安達 了一,1-0,●●
2,ストレート,148km/h,右飛,ロメロ,安達 了一,1-0,●●
1,スライダー,135km/h,見逃し,ロメロ,バレラ,1-0,●●●
2,スライダー,133km/h,ボール,ロメロ,バレラ,1-0,●●●
3,スライダー,135km/h,見逃し,ロメロ,バレラ,1-0,●●●
4,チェンジアップ,138km/h,二ゴロ  [バットの先],ロメロ,バレラ,1-0,●●●
1,カットボール,127km/h,ボール,山﨑 福也,平沢 大河,1-0,●
2,スライダー,123km/h,ファウル,山﨑 福也,平沢 大河,1-0,●
3,ストレート,140km/h,ファウル,山﨑 福也,平沢 大河,1-0,●
4,カットボール,129km/h,ファウル  [自打球],山﨑 福也,平沢 大河,1-0,●
5,ストレート,138km/h,ボール,山﨑 福也,平沢 大河,1-0,●
6,スライダー,121km/h,空三振,山﨑 福也,平沢 大河,1-0,●
1,ストレート,139km/h,ボール,山﨑 福也,髙部 瑛斗,1-0,●●
2,スライダー,116km/h,空振り,山﨑 福也,髙部 瑛斗,1-0,●●
3,ストレート,140km/h,ボール  [セーフティバント、バント構え],山﨑 福也,髙部 瑛斗,1-0,●●
4,スライダー,114km/h,空振り,山﨑 福也,髙部 瑛斗,1-0,●●
5,ストレート,142km/h,見三振  [全く反応できず],山﨑 福也,髙部 瑛斗,1-0,●●
1,スライダー,117km/h,ボール,山﨑 福也,中村 奨吾,1-0,●●
2,ストレート,141km/h,見逃し,山﨑 福也,中村 奨吾,1-0,●●
3,ストレート,142km/h,ボール,山﨑 福也,中村 奨吾,1-0,●●
4,ストレート,139km/h,見逃し,山﨑 福也,中村 奨吾,1-0,●●
5,スライダー,123km/h,左安,山﨑 福也,中村 奨吾,1-0,●●
1,チェンジアップ,122km/h,見逃し,山﨑 福也,レアード,1-0,●●●
2,ストレート,143km/h,見逃し,山﨑 福也,レアード,1-0,●●●
3,フォーク,126km/h,ボール  [ワンバウンド],山﨑 福也,レアード,1-0,●●●
4,フォーク,128km/h,ファウル,山﨑 福也,レアード,1-0,●●●
5,スライダー,127km/h,ファウル  [ランエンドヒット],山﨑 福也,レアード,1-0,●●●
6,ストレート,145km/h,ファウル  [ランエンドヒット],山﨑 福也,レアード,1-0,●●●
7,カーブ,97km/h,右飛,山﨑 福也,レアード,1-0,●●●
1,ストレート,144km/h,ボール,ロメロ,ラベロ,1-0,
2,ストレート,143km/h,ファウル,ロメロ,ラベロ,1-0,
3,ストレート,147km/h,ボール,ロメロ,ラベロ,1-0,
4,スライダー,131km/h,ファウル,ロメロ,ラベロ,1-0,
5,ストレート,150km/h,ファウル,ロメロ,ラベロ,1-0,
6,スライダー,133km/h,ボール  [ワンバウンド],ロメロ,ラベロ,1-0,
7,スライダー,132km/h,四球  [ワンバウンド],ロメロ,ラベロ,1-0,
1,ストレート,148km/h,ボール,ロメロ,伏見 寅威,1-0,●
2,ストレート,147km/h,三犠打  [セーフティバント],ロメロ,伏見 寅威,1-0,●
1,スライダー,134km/h,左安,ロメロ,佐野 皓大,1-0,●
1,ストレート,147km/h,見逃し,ロメロ,福田 周平,1-0,●●●
2,スライダー,137km/h,二併打  [ランエンドヒット、逆シングル、グラブトス],ロメロ,福田 周平,1-0,●●●
1,スライダー,119km/h,見逃し,山﨑 福也,山口 航輝,2-0,
2,スライダー,120km/h,ボール  [ワンバウンド],山﨑 福也,山口 航輝,2-0,
3,チェンジアップ,121km/h,ボール,山﨑 福也,山口 航輝,2-0,
4,チェンジアップ,123km/h,見逃し,山﨑 福也,山口 航輝,2-0,
5,ストレート,138km/h,ファウル,山﨑 福也,山口 航輝,2-0,
6,ストレート,-,中本  [バックスクリーン],山﨑 福也,山口 航輝,2-0,
1,スライダー,128km/h,見逃し,山﨑 福也,菅野 剛士,2-0,●
2,ストレート,140km/h,見逃し,山﨑 福也,菅野 剛士,2-0,●
3,スライダー,124km/h,投ゴロ,山﨑 福也,菅野 剛士,2-0,●
1,スライダー,118km/h,ボール,山﨑 福也,岡 大海,3-0,●
2,スライダー,117km/h,見逃し,山﨑 福也,岡 大海,3-0,●
3,ストレート,140km/h,見逃し,山﨑 福也,岡 大海,3-0,●
4,フォーク,132km/h,ボール  [ワンバウンド、ハーフスイング],山﨑 福也,岡 大海,3-0,●
5,ストレート,140km/h,左本  [ポール際],山﨑 福也,岡 大海,3-0,●
1,カットボール,132km/h,一ゴロ,山﨑 福也,佐藤 都志也,3-0,●●
1,ストレート,141km/h,ボール,山﨑 福也,エチェバリア,3-0,●●●
2,チェンジアップ,127km/h,遊直,山﨑 福也,エチェバリア,3-0,●●●
1,ストレート,144km/h,見逃し,ロメロ,紅林 弘太郎,3-0,●
2,チェンジアップ,132km/h,ファウル,ロメロ,紅林 弘太郎,3-0,●
3,ストレート,150km/h,ボール,ロメロ,紅林 弘太郎,3-0,●
4,チェンジアップ,136km/h,ボール,ロメロ,紅林 弘太郎,3-0,●
5,スライダー,133km/h,中飛,ロメロ,紅林 弘太郎,3-0,●
1,ストレート,149km/h,見逃し,ロメロ,吉田 正尚,3-0,●●
2,スライダー,130km/h,ボール,ロメロ,吉田 正尚,3-0,●●
3,スライダー,135km/h,見逃し,ロメロ,吉田 正尚,3-0,●●
4,スライダー,129km/h,ボール,ロメロ,吉田 正尚,3-0,●●
5,スライダー,131km/h,二ゴロ  [逆シングル],ロメロ,吉田 正尚,3-0,●●
1,ストレート,149km/h,ボール,ロメロ,頓宮 裕真,3-0,●●●
2,ストレート,149km/h,ボール,ロメロ,頓宮 裕真,3-0,●●●
3,スライダー,133km/h,見逃し,ロメロ,頓宮 裕真,3-0,●●●
4,スライダー,127km/h,空振り,ロメロ,頓宮 裕真,3-0,●●●
5,ストレート,152km/h,ファウル,ロメロ,頓宮 裕真,3-0,●●●
6,スライダー,134km/h,投ゴロ,ロメロ,頓宮 裕真,3-0,●●●
1,スライダー,119km/h,見逃し,山﨑 福也,平沢 大河,3-0,●
2,スライダー,-,ボール,山﨑 福也,平沢 大河,3-0,●
3,スライダー,119km/h,中飛,山﨑 福也,平沢 大河,3-0,●
1,ストレート,139km/h,中安,山﨑 福也,髙部 瑛斗,3-0,●
1,ストレート,142km/h,見逃し,山﨑 福也,中村 奨吾,3-0,●●
2,チェンジアップ,122km/h,ファウル,山﨑 福也,中村 奨吾,3-0,●●
3,ストレート,141km/h,二ゴロ  [併殺崩れ],山﨑 福也,中村 奨吾,3-0,●●
1,ストレート,139km/h,投ゴロ  [バットの先],山﨑 福也,レアード,3-0,●●●
1,ストレート,145km/h,ボール,ロメロ,安達 了一,3-0,●
2,ストレート,144km/h,見逃し  [セーフティバント、バント構え],ロメロ,安達 了一,3-0,●
3,スライダー,132km/h,ボール,ロメロ,安達 了一,3-0,●
4,ストレート,148km/h,中飛,ロメロ,安達 了一,3-0,●
1,ストレート,147km/h,見逃し  [セーフティバント、バント構え],ロメロ,バレラ,3-0,●●
2,チェンジアップ,136km/h,ボール,ロメロ,バレラ,3-0,●●
3,チェンジアップ,129km/h,ボール,ロメロ,バレラ,3-0,●●
4,スライダー,134km/h,ファウル,ロメロ,バレラ,3-0,●●
5,ストレート,151km/h,ファウル,ロメロ,バレラ,3-0,●●
6,スライダー,133km/h,ファウル,ロメロ,バレラ,3-0,●●
7,ストレート,152km/h,ファウル,ロメロ,バレラ,3-0,●●
8,ストレート,149km/h,ファウル,ロメロ,バレラ,3-0,●●
9,スライダー,130km/h,ボール  [ワンバウンド],ロメロ,バレラ,3-0,●●
10,ストレート,151km/h,中飛,ロメロ,バレラ,3-0,●●
1,ストレート,147km/h,ファウル,ロメロ,ラベロ,3-0,●●
2,チェンジアップ,137km/h,ボール,ロメロ,ラベロ,3-0,●●
3,スライダー,131km/h,ボール,ロメロ,ラベロ,3-0,●●
4,スライダー,133km/h,右安,ロメロ,ラベロ,3-0,●●
1,ストレート,152km/h,ボール,ロメロ,伏見 寅威,3-0,●●●
2,ストレート,145km/h,右邪飛,ロメロ,伏見 寅威,3-0,●●●
1,スライダー,118km/h,見逃し,山﨑 福也,山口 航輝,3-0,●
2,スライダー,-,ボール,山﨑 福也,山口 航輝,3-0,●
3,ストレート,139km/h,ボール,山﨑 福也,山口 航輝,3-0,●
4,チェンジアップ,120km/h,見逃し,山﨑 福也,山口 航輝,3-0,●
5,スライダー,129km/h,ボール  [ワンバウンド],山﨑 福也,山口 航輝,3-0,●
6,チェンジアップ,123km/h,右飛,山﨑 福也,山口 航輝,3-0,●
1,ストレート,141km/h,ファウル,山﨑 福也,菅野 剛士,3-0,●●
2,カーブ,99km/h,ボール,山﨑 福也,菅野 剛士,3-0,●●
3,スライダー,127km/h,ファウル,山﨑 福也,菅野 剛士,3-0,●●
4,スライダー,118km/h,ボール,山﨑 福也,菅野 剛士,3-0,●●
5,ストレート,142km/h,ファウル,山﨑 福也,菅野 剛士,3-0,●●
6,スライダー,122km/h,空三振,山﨑 福也,菅野 剛士,3-0,●●
1,スライダー,115km/h,ファウル,山﨑 福也,岡 大海,3-0,●●●
2,ストレート,141km/h,ボール,山﨑 福也,岡 大海,3-0,●●●
3,スライダー,121km/h,ボール  [ワンバウンド],山﨑 福也,岡 大海,3-0,●●●
4,チェンジアップ,122km/h,見逃し,山﨑 福也,岡 大海,3-0,●●●
5,ストレート,141km/h,投ゴロ,山﨑 福也,岡 大海,3-0,●●●
1,スライダー,130km/h,ファウル,ロメロ,佐野 皓大,3-0,●
2,ストレート,143km/h,三ゴロ,ロメロ,佐野 皓大,3-0,●
1,ストレート,145km/h,ファウル,ロメロ,福田 周平,3-0,●●
2,ストレート,145km/h,二ゴロ  [好プレイ、スライディングキャッチ],ロメロ,福田 周平,3-0,●●
1,ストレート,147km/h,見逃し,ロメロ,紅林 弘太郎,3-0,●●●
2,チェンジアップ,-,ボール,ロメロ,紅林 弘太郎,3-0,●●●
3,チェンジアップ,135km/h,ボール,ロメロ,紅林 弘太郎,3-0,●●●
4,スライダー,132km/h,左飛,ロメロ,紅林 弘太郎,3-0,●●●
1,カットボール,136km/h,空振り,山﨑 福也,佐藤 都志也,3-0,●
2,スライダー,126km/h,見逃し,山﨑 福也,佐藤 都志也,3-0,●
3,チェンジアップ,123km/h,ファウル,山﨑 福也,佐藤 都志也,3-0,●
4,カーブ,101km/h,ボール  [ワンバウンド],山﨑 福也,佐藤 都志也,3-0,●
5,チェンジアップ,121km/h,空三振,山﨑 福也,佐藤 都志也,3-0,●
1,スライダー,116km/h,ボール,山﨑 福也,エチェバリア,3-0,●●
2,スライダー,115km/h,ボール,山﨑 福也,エチェバリア,3-0,●●
3,チェンジアップ,121km/h,中飛,山﨑 福也,エチェバリア,3-0,●●
1,ストレート,136km/h,ファウル,山﨑 福也,平沢 大河,3-0,●●●
2,ストレート,138km/h,投直  [好プレイ],山﨑 福也,平沢 大河,3-0,●●●
1,ストレート,144km/h,見逃し,ロメロ,吉田 正尚,3-0,
2,ストレート,-,見逃し,ロメロ,吉田 正尚,3-0,
3,スライダー,130km/h,ボール  [ワンバウンド],ロメロ,吉田 正尚,3-0,
4,スライダー,133km/h,ボール,ロメロ,吉田 正尚,3-0,
5,スライダー,134km/h,右安,ロメロ,吉田 正尚,3-0,
1,ストレート,148km/h,空振り,ロメロ,頓宮 裕真,3-0,●
2,ストレート,149km/h,見逃し,ロメロ,頓宮 裕真,3-0,●
3,ストレート,151km/h,ボール,ロメロ,頓宮 裕真,3-0,●
4,ストレート,152km/h,ファウル,ロメロ,頓宮 裕真,3-0,●
5,ストレート,141km/h,ボール,ロメロ,頓宮 裕真,3-0,●
6,ストレート,152km/h,二直  [好プレイ、ダイビングキャッチ],ロメロ,頓宮 裕真,3-0,●
1,スライダー,139km/h,見逃し,ロメロ,安達 了一,3-0,●
1,スライダー,139km/h,見逃し,ロメロ,安達 了一,3-0,●
2,ストレート,150km/h,中安,ロメロ,安達 了一,3-0,●
1,ストレート,148km/h,見逃し,東條 大樹,杉本 裕太郎,3-0,●●
2,ストレート,148km/h,見逃し,東條 大樹,杉本 裕太郎,3-0,●●
3,スライダー,132km/h,ボール,東條 大樹,杉本 裕太郎,3-0,●●
4,スライダー,128km/h,見三振  [全く反応できず],東條 大樹,杉本 裕太郎,3-0,●●
1,スライダー,121km/h,ボール,東條 大樹,西野 真弘,3-0,●●●
2,スライダー,126km/h,見逃し,東條 大樹,西野 真弘,3-0,●●●
3,ストレート,144km/h,中飛,東條 大樹,西野 真弘,3-0,●●●
1,スライダー,-,中安,山﨑 福也,髙部 瑛斗,3-0,
1,ストレート,137km/h,見逃し,山﨑 福也,中村 奨吾,3-0,
2,ストレート,140km/h,ボール,山﨑 福也,中村 奨吾,3-0,
3,スライダー,116km/h,ボール,山﨑 福也,中村 奨吾,3-0,
1,ストレート,137km/h,見逃し,山﨑 福也,中村 奨吾,3-0,●
2,ストレート,140km/h,ボール,山﨑 福也,中村 奨吾,3-0,●
3,スライダー,116km/h,ボール,山﨑 福也,中村 奨吾,3-0,●
4,カーブ,102km/h,見逃し,山﨑 福也,中村 奨吾,3-0,●
5,チェンジアップ,124km/h,ボール,山﨑 福也,中村 奨吾,3-0,●
6,スライダー,124km/h,ファウル,山﨑 福也,中村 奨吾,3-0,●
7,チェンジアップ,123km/h,ファウル,山﨑 福也,中村 奨吾,3-0,●
8,ストレート,135km/h,ファウル,山﨑 福也,中村 奨吾,3-0,●
9,スライダー,120km/h,二ゴロ  [右打ち],山﨑 福也,中村 奨吾,3-0,●
1,ストレート,139km/h,右犠飛,山﨑 福也,レアード,4-0,●●
1,ストレート,141km/h,ボール,山﨑 福也,山口 航輝,4-0,●●
2,チェンジアップ,120km/h,中安,山﨑 福也,山口 航輝,4-0,●●
1,スライダー,121km/h,ボール,山﨑 福也,藤原 恭大,4-0,●●
