投球数,球種,球速,結果,投手,打者,スコア,アウトカウント
1,ストレート,154km/h,ファウル,千賀 滉大,髙部 瑛斗,0-0,
2,ストレート,154km/h,ファウル,千賀 滉大,髙部 瑛斗,0-0,
3,スライダー,134km/h,ボール  [ワンバウンド],千賀 滉大,髙部 瑛斗,0-0,
4,フォーク,138km/h,投安  [強襲],千賀 滉大,髙部 瑛斗,0-0,
1,ストレート,152km/h,ファウル  [バントファウル],千賀 滉大,藤原 恭大,0-0,
2,スライダー,133km/h,空振り  [バント空振り、投球が打者に当たる],千賀 滉大,藤原 恭大,0-0,
3,フォーク,137km/h,ファウル,千賀 滉大,藤原 恭大,0-0,
4,フォーク,136km/h,ボール  [ワンバウンド],千賀 滉大,藤原 恭大,0-0,
5,フォーク,139km/h,ボール  [ワンバウンド],千賀 滉大,藤原 恭大,0-0,
1,ストレート,152km/h,ファウル  [バントファウル],千賀 滉大,藤原 恭大,0-0,●
2,スライダー,133km/h,空振り  [バント空振り、投球が打者に当たる],千賀 滉大,藤原 恭大,0-0,●
3,フォーク,137km/h,ファウル,千賀 滉大,藤原 恭大,0-0,●
4,フォーク,136km/h,ボール  [ワンバウンド],千賀 滉大,藤原 恭大,0-0,●
5,フォーク,139km/h,ボール  [ワンバウンド],千賀 滉大,藤原 恭大,0-0,●
6,ストレート,154km/h,ファウル,千賀 滉大,藤原 恭大,0-0,●
7,スライダー,136km/h,一ゴロ,千賀 滉大,藤原 恭大,0-0,●
1,ストレート,157km/h,空振り,千賀 滉大,中村 奨吾,0-0,●●
2,フォーク,137km/h,空振り,千賀 滉大,中村 奨吾,0-0,●●
3,フォーク,138km/h,空三振,千賀 滉大,中村 奨吾,0-0,●●
1,ストレート,157km/h,ボール,千賀 滉大,レアード,0-0,●●
2,ストレート,157km/h,ファウル,千賀 滉大,レアード,0-0,●●
3,フォーク,137km/h,空振り  [ワンバウンド],千賀 滉大,レアード,0-0,●●
4,ストレート,158km/h,死球,千賀 滉大,レアード,0-0,●●
1,ストレート,154km/h,ボール,千賀 滉大,佐藤 都志也,0-0,●●●
2,スライダー,133km/h,見逃し,千賀 滉大,佐藤 都志也,0-0,●●●
3,スライダー,134km/h,見逃し,千賀 滉大,佐藤 都志也,0-0,●●●
4,ストレート,155km/h,ボール,千賀 滉大,佐藤 都志也,0-0,●●●
5,ストレート,153km/h,遊ゴロ,千賀 滉大,佐藤 都志也,0-0,●●●
1,ストレート,143km/h,ファウル,二木 康太,柳町 達,0-0,●
2,ストレート,145km/h,見逃し,二木 康太,柳町 達,0-0,●
3,ストレート,143km/h,ボール,二木 康太,柳町 達,0-0,●
4,フォーク,134km/h,空三振  [ワンバウンド],二木 康太,柳町 達,0-0,●
1,ストレート,144km/h,中３  [フェンス直撃],二木 康太,野村 勇,0-0,●
1,ストレート,147km/h,ボール,二木 康太,中村 晃,0-1,●
2,ストレート,146km/h,見逃し,二木 康太,中村 晃,0-1,●
3,ストレート,147km/h,ボール,二木 康太,中村 晃,0-1,●
4,フォーク,135km/h,ボール  [ワンバウンド],二木 康太,中村 晃,0-1,●
5,ストレート,142km/h,右安  [内野前進],二木 康太,中村 晃,0-1,●
1,スライダー,124km/h,ボール,二木 康太,グラシアル,0-1,●
2,ストレート,147km/h,見逃し,二木 康太,グラシアル,0-1,●
3,フォーク,133km/h,ボール  [ワンバウンド],二木 康太,グラシアル,0-1,●
1,スライダー,124km/h,ボール,二木 康太,グラシアル,0-1,●●
2,ストレート,147km/h,見逃し,二木 康太,グラシアル,0-1,●●
3,フォーク,133km/h,ボール  [ワンバウンド],二木 康太,グラシアル,0-1,●●
4,ストレート,143km/h,中飛,二木 康太,グラシアル,0-1,●●
1,ストレート,147km/h,遊安  [送球できず],二木 康太,牧原 大成,0-1,●●
1,ストレート,147km/h,空振り,二木 康太,上林 誠知,0-1,●●
2,ストレート,146km/h,ボール,二木 康太,上林 誠知,0-1,●●
3,カーブ,104km/h,ボール,二木 康太,上林 誠知,0-1,●●
4,ストレート,146km/h,ファウル,二木 康太,上林 誠知,0-1,●●
5,ストレート,143km/h,ボール  [ランエンドヒット、送球できず],二木 康太,上林 誠知,0-1,●●
1,ストレート,147km/h,空振り,二木 康太,上林 誠知,0-1,●●
2,ストレート,146km/h,ボール,二木 康太,上林 誠知,0-1,●●
3,カーブ,104km/h,ボール,二木 康太,上林 誠知,0-1,●●
4,ストレート,146km/h,ファウル,二木 康太,上林 誠知,0-1,●●
5,ストレート,143km/h,ボール  [ランエンドヒット、送球できず],二木 康太,上林 誠知,0-1,●●
6,ストレート,144km/h,ファウル,二木 康太,上林 誠知,0-1,●●
7,フォーク,137km/h,四球  [ワンバウンド],二木 康太,上林 誠知,0-1,●●
1,ストレート,143km/h,ボール,二木 康太,真砂 勇介,0-2,●●
2,ストレート,145km/h,見逃し,二木 康太,真砂 勇介,0-2,●●
3,スライダー,129km/h,空振り,二木 康太,真砂 勇介,0-2,●●
1,ストレート,143km/h,ボール,二木 康太,真砂 勇介,0-2,●●●
2,ストレート,145km/h,見逃し,二木 康太,真砂 勇介,0-2,●●●
3,スライダー,129km/h,空振り,二木 康太,真砂 勇介,0-2,●●●
4,スライダー,122km/h,ボール,二木 康太,真砂 勇介,0-2,●●●
5,ストレート,147km/h,ファウル,二木 康太,真砂 勇介,0-2,●●●
6,フォーク,132km/h,ボール,二木 康太,真砂 勇介,0-2,●●●
7,スライダー,126km/h,ファウル,二木 康太,真砂 勇介,0-2,●●●
8,ストレート,145km/h,ファウル,二木 康太,真砂 勇介,0-2,●●●
9,スライダー,127km/h,遊ゴロ,二木 康太,真砂 勇介,0-2,●●●
1,ストレート,153km/h,ボール,千賀 滉大,マーティン,0-2,●
2,ストレート,153km/h,見逃し  [セーフティバント、バント構え],千賀 滉大,マーティン,0-2,●
3,フォーク,137km/h,ボール  [ワンバウンド],千賀 滉大,マーティン,0-2,●
4,ストレート,152km/h,ボール,千賀 滉大,マーティン,0-2,●
5,シンカー,147km/h,ファウル,千賀 滉大,マーティン,0-2,●
6,ストレート,155km/h,左飛,千賀 滉大,マーティン,0-2,●
1,スライダー,136km/h,ボール,千賀 滉大,山口 航輝,0-2,●●
2,ストレート,156km/h,ファウル,千賀 滉大,山口 航輝,0-2,●●
3,ストレート,156km/h,ファウル,千賀 滉大,山口 航輝,0-2,●●
4,ストレート,157km/h,見三振,千賀 滉大,山口 航輝,0-2,●●
1,スライダー,136km/h,ボール,千賀 滉大,安田 尚憲,0-2,●●
2,ストレート,155km/h,ボール  [ワンバウンド],千賀 滉大,安田 尚憲,0-2,●●
3,ストレート,154km/h,ボール,千賀 滉大,安田 尚憲,0-2,●●
4,ストレート,152km/h,四球,千賀 滉大,安田 尚憲,0-2,●●
1,フォーク,140km/h,見逃し,千賀 滉大,エチェバリア,0-2,●●●
2,スライダー,145km/h,ボール,千賀 滉大,エチェバリア,0-2,●●●
3,カットボール,146km/h,遊ゴロ,千賀 滉大,エチェバリア,0-2,●●●
1,スライダー,123km/h,見逃し,二木 康太,ガルビス,0-2,●
2,ストレート,141km/h,ボール,二木 康太,ガルビス,0-2,●
3,スライダー,126km/h,ファウル,二木 康太,ガルビス,0-2,●
4,フォーク,134km/h,ボール  [ワンバウンド],二木 康太,ガルビス,0-2,●
5,フォーク,133km/h,空三振,二木 康太,ガルビス,0-2,●
1,カーブ,105km/h,ボール,二木 康太,甲斐 拓也,0-2,●●
2,スライダー,125km/h,空振り,二木 康太,甲斐 拓也,0-2,●●
3,スライダー,127km/h,空振り,二木 康太,甲斐 拓也,0-2,●●
4,ストレート,144km/h,見三振  [全く反応できず],二木 康太,甲斐 拓也,0-2,●●
1,カーブ,105km/h,ボール,二木 康太,柳町 達,0-2,●●●
2,カーブ,107km/h,見逃し,二木 康太,柳町 達,0-2,●●●
3,フォーク,132km/h,見逃し,二木 康太,柳町 達,0-2,●●●
4,フォーク,131km/h,ボール  [ワンバウンド、ハーフスイング],二木 康太,柳町 達,0-2,●●●
5,フォーク,132km/h,ボール  [ワンバウンド],二木 康太,柳町 達,0-2,●●●
6,ストレート,143km/h,ファウル,二木 康太,柳町 達,0-2,●●●
7,ストレート,143km/h,見三振,二木 康太,柳町 達,0-2,●●●
1,スライダー,136km/h,遊飛,千賀 滉大,髙部 瑛斗,0-2,●
1,ストレート,156km/h,ボール,千賀 滉大,藤原 恭大,0-2,●●
2,ストレート,156km/h,ファウル,千賀 滉大,藤原 恭大,0-2,●●
3,ストレート,156km/h,ファウル,千賀 滉大,藤原 恭大,0-2,●●
4,カーブ,126km/h,見三振,千賀 滉大,藤原 恭大,0-2,●●
1,カットボール,147km/h,見逃し,千賀 滉大,中村 奨吾,0-2,●●
2,スライダー,138km/h,見逃し,千賀 滉大,中村 奨吾,0-2,●●
3,フォーク,140km/h,左安,千賀 滉大,中村 奨吾,0-2,●●
1,ストレート,154km/h,ファウル,千賀 滉大,レアード,0-2,●●
2,カットボール,147km/h,ボール,千賀 滉大,レアード,0-2,●●
3,スライダー,142km/h,空振り,千賀 滉大,レアード,0-2,●●
4,スライダー,142km/h,ファウル,千賀 滉大,レアード,0-2,●●
5,フォーク,136km/h,ボール  [ワンバウンド],千賀 滉大,レアード,0-2,●●
6,カットボール,145km/h,ボール,千賀 滉大,レアード,0-2,●●
7,ストレート,157km/h,ファウル,千賀 滉大,レアード,0-2,●●
8,ストレート,154km/h,四球,千賀 滉大,レアード,0-2,●●
1,スライダー,134km/h,ファウル,千賀 滉大,佐藤 都志也,0-2,●●●
2,フォーク,133km/h,ボール,千賀 滉大,佐藤 都志也,0-2,●●●
3,フォーク,133km/h,見逃し,千賀 滉大,佐藤 都志也,0-2,●●●
4,ストレート,155km/h,空三振,千賀 滉大,佐藤 都志也,0-2,●●●
1,カーブ,108km/h,三ゴロ  [引っかけ],二木 康太,野村 勇,0-2,●
1,ストレート,140km/h,ボール,二木 康太,中村 晃,0-2,●●
2,ストレート,138km/h,ボール,二木 康太,中村 晃,0-2,●●
3,ストレート,140km/h,ファウル,二木 康太,中村 晃,0-2,●●
4,ストレート,138km/h,遊直  [痛烈な当たり、野手の正面をつく],二木 康太,中村 晃,0-2,●●
1,フォーク,132km/h,空振り,二木 康太,グラシアル,0-2,●●
2,フォーク,132km/h,ボール  [ワンバウンド],二木 康太,グラシアル,0-2,●●
3,ストレート,143km/h,中２,二木 康太,グラシアル,0-2,●●
1,カーブ,111km/h,一ゴロ  [引っかけ],二木 康太,牧原 大成,0-2,●●●
1,ストレート,155km/h,見逃し,千賀 滉大,マーティン,0-2,●
2,シンカー,143km/h,ファウル  [自打球、苦悶の表情],千賀 滉大,マーティン,0-2,●
3,ストレート,155km/h,ファウル,千賀 滉大,マーティン,0-2,●
4,フォーク,137km/h,ファウル,千賀 滉大,マーティン,0-2,●
5,フォーク,138km/h,空三振  [ワンバウンド、振り逃げを狙うもアウト],千賀 滉大,マーティン,0-2,●
1,ストレート,155km/h,中飛,千賀 滉大,山口 航輝,0-2,●●
1,ストレート,155km/h,見逃し,千賀 滉大,安田 尚憲,0-2,●●●
2,ストレート,155km/h,ファウル,千賀 滉大,安田 尚憲,0-2,●●●
3,スライダー,128km/h,ボール,千賀 滉大,安田 尚憲,0-2,●●●
4,スライダー,137km/h,見三振,千賀 滉大,安田 尚憲,0-2,●●●
1,スライダー,128km/h,ファウル,二木 康太,上林 誠知,0-2,●
2,ストレート,141km/h,左飛  [フェンスギリギリ],二木 康太,上林 誠知,0-2,●
1,ストレート,144km/h,見逃し,二木 康太,真砂 勇介,0-2,●●
2,ストレート,142km/h,見逃し,二木 康太,真砂 勇介,0-2,●●
3,フォーク,130km/h,ボール,二木 康太,真砂 勇介,0-2,●●
4,スライダー,123km/h,三直,二木 康太,真砂 勇介,0-2,●●
1,ストレート,144km/h,ボール,二木 康太,ガルビス,0-2,●●
2,ストレート,143km/h,ボール  [ハーフスイング],二木 康太,ガルビス,0-2,●●
3,スライダー,123km/h,ファウル,二木 康太,ガルビス,0-2,●●
4,フォーク,133km/h,ボール,二木 康太,ガルビス,0-2,●●
5,ストレート,141km/h,四球,二木 康太,ガルビス,0-2,●●
1,フォーク,131km/h,ボール  [ワンバウンド],二木 康太,甲斐 拓也,0-2,●●●
2,スライダー,126km/h,ボール,二木 康太,甲斐 拓也,0-2,●●●
3,スライダー,124km/h,ファウル,二木 康太,甲斐 拓也,0-2,●●●
4,ストレート,143km/h,中飛,二木 康太,甲斐 拓也,0-2,●●●
1,ストレート,153km/h,見逃し,千賀 滉大,エチェバリア,0-2,●
2,ストレート,155km/h,中飛,千賀 滉大,エチェバリア,0-2,●
1,ストレート,154km/h,見逃し  [セーフティバント、バント構え],千賀 滉大,髙部 瑛斗,0-2,●
2,ストレート,154km/h,三安  [バウンド高い、送球できず],千賀 滉大,髙部 瑛斗,0-2,●
1,ストレート,152km/h,二併打  [詰り],千賀 滉大,藤原 恭大,0-2,●●●
1,ストレート,143km/h,ファウル,二木 康太,柳町 達,0-2,●
2,ストレート,142km/h,見逃し,二木 康太,柳町 達,0-2,●
3,ストレート,141km/h,ボール,二木 康太,柳町 達,0-2,●
4,ストレート,142km/h,左飛,二木 康太,柳町 達,0-2,●
1,フォーク,134km/h,ボール  [ワンバウンド],二木 康太,野村 勇,0-2,●●
2,スライダー,121km/h,ボール,二木 康太,野村 勇,0-2,●●
3,フォーク,130km/h,ボール,二木 康太,野村 勇,0-2,●●
4,スライダー,120km/h,見逃し,二木 康太,野村 勇,0-2,●●
5,ストレート,139km/h,見逃し,二木 康太,野村 勇,0-2,●●
6,スライダー,126km/h,ファウル,二木 康太,野村 勇,0-2,●●
7,ストレート,142km/h,ファウル,二木 康太,野村 勇,0-2,●●
8,フォーク,128km/h,空三振,二木 康太,野村 勇,0-2,●●
1,カーブ,107km/h,ボール,二木 康太,中村 晃,0-2,●●
2,スライダー,123km/h,ボール,二木 康太,中村 晃,0-2,●●
3,スライダー,126km/h,ボール,二木 康太,中村 晃,0-2,●●
4,ストレート,141km/h,四球,二木 康太,中村 晃,0-2,●●
1,フォーク,132km/h,遊飛  [高々と舞い上がる],二木 康太,グラシアル,0-2,●●●
1,フォーク,132km/h,ボール,千賀 滉大,中村 奨吾,0-2,●
2,カットボール,139km/h,ボール,千賀 滉大,中村 奨吾,0-2,●
3,カットボール,141km/h,見逃し,千賀 滉大,中村 奨吾,0-2,●
4,ストレート,150km/h,ボール  [ワンバウンド],千賀 滉大,中村 奨吾,0-2,●
5,カットボール,141km/h,見逃し,千賀 滉大,中村 奨吾,0-2,●
6,カットボール,138km/h,左飛,千賀 滉大,中村 奨吾,0-2,●
1,フォーク,138km/h,空振り  [ワンバウンド],千賀 滉大,レアード,0-2,●●
2,フォーク,138km/h,ファウル  [自打球],千賀 滉大,レアード,0-2,●●
3,フォーク,141km/h,ボール  [ワンバウンド],千賀 滉大,レアード,0-2,●●
4,カットボール,143km/h,空三振,千賀 滉大,レアード,0-2,●●
1,カットボール,144km/h,ボール  [ワンバウンド],千賀 滉大,佐藤 都志也,0-2,●●●
2,カットボール,142km/h,ボール,千賀 滉大,佐藤 都志也,0-2,●●●
3,カットボール,141km/h,右飛,千賀 滉大,佐藤 都志也,0-2,●●●
1,スライダー,125km/h,見逃し,二木 康太,牧原 大成,0-2,●
2,フォーク,128km/h,ボール,二木 康太,牧原 大成,0-2,●
3,フォーク,129km/h,ファウル  [自打球],二木 康太,牧原 大成,0-2,●
4,ストレート,143km/h,空三振,二木 康太,牧原 大成,0-2,●
1,カーブ,108km/h,空振り,二木 康太,上林 誠知,0-2,●●
2,フォーク,132km/h,空振り,二木 康太,上林 誠知,0-2,●●
3,スライダー,122km/h,一ゴロ  [逆シングル],二木 康太,上林 誠知,0-2,●●
1,スライダー,125km/h,三ゴロ,二木 康太,真砂 勇介,0-2,●●●
1,カットボール,143km/h,ボール,千賀 滉大,マーティン,0-2,●
2,カットボール,142km/h,空振り,千賀 滉大,マーティン,0-2,●
3,ストレート,155km/h,ボール,千賀 滉大,マーティン,0-2,●
4,ストレート,154km/h,左飛,千賀 滉大,マーティン,0-2,●
1,ストレート,154km/h,二ゴロ,千賀 滉大,山口 航輝,0-2,●●
1,ストレート,154km/h,中飛,千賀 滉大,安田 尚憲,0-2,●●●
1,カーブ,117km/h,ボール,東條 大樹,ガルビス,0-2,●
2,ストレート,146km/h,空振り,東條 大樹,ガルビス,0-2,●
3,ストレート,145km/h,ファウル,東條 大樹,ガルビス,0-2,●
4,ストレート,146km/h,ファウル,東條 大樹,ガルビス,0-2,●
5,シュート,141km/h,二ゴロ,東條 大樹,ガルビス,0-2,●
1,カーブ,119km/h,空振り,東條 大樹,甲斐 拓也,0-2,●
2,ストレート,146km/h,ボール,東條 大樹,甲斐 拓也,0-2,●
3,ストレート,145km/h,見逃し,東條 大樹,甲斐 拓也,0-2,●
4,ストレート,146km/h,中安  [詰り],東條 大樹,甲斐 拓也,0-2,●
1,スライダー,124km/h,見逃し,東條 大樹,柳町 達,0-2,●●
2,スライダー,123km/h,ボール,東條 大樹,柳町 達,0-2,●●
3,ストレート,141km/h,空振り  [ヒットエンドラン],東條 大樹,柳町 達,0-2,●●
1,スライダー,124km/h,見逃し,東條 大樹,柳町 達,0-2,●●●
2,スライダー,123km/h,ボール,東條 大樹,柳町 達,0-2,●●●
3,ストレート,141km/h,空振り  [ヒットエンドラン],東條 大樹,柳町 達,0-2,●●●
4,シュート,142km/h,遊ゴロ,東條 大樹,柳町 達,0-2,●●●
1,ストレート,153km/h,ボール,モイネロ,エチェバリア,0-2,●
2,ストレート,153km/h,ボール,モイネロ,エチェバリア,0-2,●
3,ストレート,152km/h,ファウル,モイネロ,エチェバリア,0-2,●
4,ストレート,152km/h,ファウル,モイネロ,エチェバリア,0-2,●
5,ストレート,152km/h,ファウル,モイネロ,エチェバリア,0-2,●
6,スライダー,144km/h,空三振,モイネロ,エチェバリア,0-2,●
1,カーブ,130km/h,空振り  [ワンバウンド],モイネロ,髙部 瑛斗,0-2,●●
2,カーブ,128km/h,見逃し,モイネロ,髙部 瑛斗,0-2,●●
3,ストレート,153km/h,空三振,モイネロ,髙部 瑛斗,0-2,●●
1,チェンジアップ,131km/h,見逃し,モイネロ,藤原 恭大,0-2,●●●
2,チェンジアップ,131km/h,ボール,モイネロ,藤原 恭大,0-2,●●●
3,チェンジアップ,132km/h,右飛,モイネロ,藤原 恭大,0-2,●●●
1,ストレート,157km/h,空振り,ゲレーロ,野村 勇,0-2,
2,ストレート,158km/h,ボール,ゲレーロ,野村 勇,0-2,
3,ストレート,151km/h,ボール,ゲレーロ,野村 勇,0-2,
4,ストレート,154km/h,ボール,ゲレーロ,野村 勇,0-2,
5,ストレート,159km/h,四球,ゲレーロ,野村 勇,0-2,
1,ストレート,152km/h,見逃し,ゲレーロ,中村 晃,0-2,●
2,ストレート,155km/h,見逃し,ゲレーロ,中村 晃,0-2,●
3,ストレート,154km/h,右飛  [スライディングキャッチ、好プレイ],ゲレーロ,中村 晃,0-2,●
1,ストレート,156km/h,見逃し,ゲレーロ,グラシアル,0-2,●
2,ストレート,155km/h,右安  [ヒットエンドラン],ゲレーロ,グラシアル,0-2,●
1,ストレート,159km/h,ファウル,ゲレーロ,牧原 大成,0-2,●
1,ストレート,159km/h,ファウル,ゲレーロ,牧原 大成,0-2,●
2,ストレート,154km/h,空振り  [ランエンドヒット、送球できず],ゲレーロ,牧原 大成,0-2,●
1,ストレート,159km/h,ファウル,ゲレーロ,牧原 大成,0-3,●
2,ストレート,154km/h,空振り  [ランエンドヒット、送球できず],ゲレーロ,牧原 大成,0-3,●
3,ストレート,158km/h,遊野選,ゲレーロ,牧原 大成,0-3,●
1,ストレート,157km/h,ファウル  [ランエンドヒット],ゲレーロ,上林 誠知,0-3,●
2,スライダー,134km/h,空振り  [ランエンドヒット],ゲレーロ,上林 誠知,0-3,●
1,ストレート,157km/h,ファウル  [ランエンドヒット],ゲレーロ,上林 誠知,0-4,●
2,スライダー,134km/h,空振り  [ランエンドヒット],ゲレーロ,上林 誠知,0-4,●
3,スライダー,135km/h,ファウル,ゲレーロ,上林 誠知,0-4,●
4,スライダー,133km/h,ボール,ゲレーロ,上林 誠知,0-4,●
5,スライダー,136km/h,投安  [強襲],ゲレーロ,上林 誠知,0-4,●
1,ストレート,149km/h,ボール  [ワンバウンド],小沼 健太,真砂 勇介,0-4,●●
1,ストレート,149km/h,ボール  [ワンバウンド],小沼 健太,真砂 勇介,0-4,●●●
2,ストレート,150km/h,ファウル,小沼 健太,真砂 勇介,0-4,●●●
3,フォーク,143km/h,空振り  [ワンバウンド],小沼 健太,真砂 勇介,0-4,●●●
4,フォーク,143km/h,空三振,小沼 健太,真砂 勇介,0-4,●●●
1,カットボール,141km/h,見逃し,森 唯斗,中村 奨吾,0-4,●
2,ストレート,146km/h,見逃し,森 唯斗,中村 奨吾,0-4,●
3,ストレート,145km/h,ボール,森 唯斗,中村 奨吾,0-4,●
4,フォーク,136km/h,ボール  [ワンバウンド],森 唯斗,中村 奨吾,0-4,●
5,ツーシーム,143km/h,三ゴロ  [詰り],森 唯斗,中村 奨吾,0-4,●
1,カットボール,143km/h,ファウル,森 唯斗,レアード,0-4,●
2,ナックルカーブ,123km/h,ボール,森 唯斗,レアード,0-4,●
3,ストレート,146km/h,見逃し,森 唯斗,レアード,0-4,●
4,フォーク,138km/h,ボール,森 唯斗,レアード,0-4,●
5,カットボール,143km/h,ファウル,森 唯斗,レアード,0-4,●
6,ストレート,145km/h,左安  [バットの先],森 唯斗,レアード,0-4,●
1,ツーシーム,144km/h,遊飛  [高々と舞い上がる],森 唯斗,佐藤 都志也,0-4,●●
1,フォーク,138km/h,ボール,森 唯斗,マーティン,0-4,●●●
2,ツーシーム,144km/h,ファウル,森 唯斗,マーティン,0-4,●●●
3,ナックルカーブ,122km/h,見逃し,森 唯斗,マーティン,0-4,●●●
4,ツーシーム,141km/h,二飛  [高々と舞い上がる],森 唯斗,マーティン,0-4,●●●
1,ストレート,144km/h,ボール,坂本 裕哉,塩見 泰隆,0-0,
2,チェンジアップ,134km/h,ボール,坂本 裕哉,塩見 泰隆,0-0,
3,ストレート,145km/h,ボール,坂本 裕哉,塩見 泰隆,0-0,
4,ストレート,144km/h,四球,坂本 裕哉,塩見 泰隆,0-0,
1,ストレート,142km/h,見逃し  [セーフティバント、バント構え],坂本 裕哉,青木 宣親,0-0,●
2,スライダー,125km/h,左飛,坂本 裕哉,青木 宣親,0-0,●
1,ストレート,142km/h,見逃し,坂本 裕哉,山田 哲人,0-0,●●
2,ストレート,143km/h,見逃し,坂本 裕哉,山田 哲人,0-0,●●
3,ストレート,144km/h,見三振  [構えたところにズバリ、全く反応できず],坂本 裕哉,山田 哲人,0-0,●●
1,スライダー,123km/h,見逃し,坂本 裕哉,村上 宗隆,0-0,●●●
2,ストレート,145km/h,ファウル,坂本 裕哉,村上 宗隆,0-0,●●●
3,ストレート,143km/h,ボール,坂本 裕哉,村上 宗隆,0-0,●●●
4,カットボール,134km/h,左飛,坂本 裕哉,村上 宗隆,0-0,●●●
1,ストレート,143km/h,見逃し,金久保 優斗,梶原 昂希,0-0,●
2,スライダー,126km/h,ボール,金久保 優斗,梶原 昂希,0-0,●
3,スライダー,126km/h,遊ゴロ  [詰り],金久保 優斗,梶原 昂希,0-0,●
1,ストレート,145km/h,ボール,金久保 優斗,関根 大気,0-0,●●
2,ストレート,143km/h,二ゴロ,金久保 優斗,関根 大気,0-0,●●
1,チェンジアップ,112km/h,ボール,金久保 優斗,佐野 恵太,0-0,●●
2,ストレート,143km/h,ボール  [ワンバウンド],金久保 優斗,佐野 恵太,0-0,●●
3,ストレート,144km/h,中安,金久保 優斗,佐野 恵太,0-0,●●
1,スライダー,128km/h,見逃し,金久保 優斗,ソト,0-0,●●●
2,スライダー,130km/h,空振り,金久保 優斗,ソト,0-0,●●●
3,チェンジアップ,114km/h,ボール  [ベンチに戻りかける],金久保 優斗,ソト,0-0,●●●
4,ストレート,145km/h,ボール,金久保 優斗,ソト,0-0,●●●
5,ストレート,143km/h,右飛,金久保 優斗,ソト,0-0,●●●
1,ストレート,145km/h,ボール,坂本 裕哉,濱田 太貴,0-0,
2,チェンジアップ,131km/h,ボール,坂本 裕哉,濱田 太貴,0-0,
3,ストレート,144km/h,空振り,坂本 裕哉,濱田 太貴,0-0,
4,ストレート,142km/h,中安,坂本 裕哉,濱田 太貴,0-0,
1,ストレート,141km/h,投犠打  [セーフティバント],坂本 裕哉,長岡 秀樹,0-0,●
1,ストレート,146km/h,見逃し,坂本 裕哉,オスナ,0-0,●●
2,ストレート,142km/h,右飛  [タッチアップ],坂本 裕哉,オスナ,0-0,●●
1,ストレート,145km/h,ファウル  [バスター、バットの先、バット折れる],坂本 裕哉,古賀 優大,0-0,●●●
2,チェンジアップ,134km/h,空振り  [バスター],坂本 裕哉,古賀 優大,0-0,●●●
3,ストレート,142km/h,ボール  [バスター、帽子が飛ぶ],坂本 裕哉,古賀 優大,0-0,●●●
4,チェンジアップ,134km/h,ファウル  [バスター],坂本 裕哉,古賀 優大,0-0,●●●
5,ストレート,145km/h,空三振  [高めのつり球を要求、バスター],坂本 裕哉,古賀 優大,0-0,●●●
1,ストレート,143km/h,ボール,金久保 優斗,宮﨑 敏郎,0-0,●
2,ストレート,143km/h,ファウル,金久保 優斗,宮﨑 敏郎,0-0,●
3,ストレート,142km/h,遊ゴロ,金久保 優斗,宮﨑 敏郎,0-0,●
1,スライダー,128km/h,ボール,金久保 優斗,嶺井 博希,0-0,●●
2,スライダー,126km/h,ファウル,金久保 優斗,嶺井 博希,0-0,●●
3,スライダー,128km/h,ボール  [ハーフスイング],金久保 優斗,嶺井 博希,0-0,●●
4,スライダー,127km/h,ファウル,金久保 優斗,嶺井 博希,0-0,●●
5,ストレート,146km/h,投ゴロ,金久保 優斗,嶺井 博希,0-0,●●
1,ストレート,145km/h,見逃し,金久保 優斗,大和,0-0,●●●
2,ストレート,145km/h,ボール,金久保 優斗,大和,0-0,●●●
3,チェンジアップ,108km/h,ボール,金久保 優斗,大和,0-0,●●●
4,スライダー,128km/h,空振り,金久保 優斗,大和,0-0,●●●
5,ストレート,145km/h,右飛,金久保 優斗,大和,0-0,●●●
1,ストレート,142km/h,見逃し,坂本 裕哉,金久保 優斗,0-0,●
2,スライダー,120km/h,ボール,坂本 裕哉,金久保 優斗,0-0,●
3,ストレート,141km/h,ボール,坂本 裕哉,金久保 優斗,0-0,●
4,ストレート,142km/h,見逃し,坂本 裕哉,金久保 優斗,0-0,●
5,スライダー,122km/h,右飛,坂本 裕哉,金久保 優斗,0-0,●
1,カーブ,119km/h,右中本,坂本 裕哉,塩見 泰隆,1-0,●
1,スライダー,122km/h,見逃し,坂本 裕哉,青木 宣親,1-0,●●
2,ストレート,141km/h,二ゴロ,坂本 裕哉,青木 宣親,1-0,●●
1,カットボール,131km/h,ボール,坂本 裕哉,山田 哲人,1-0,●●●
2,チェンジアップ,131km/h,ボール,坂本 裕哉,山田 哲人,1-0,●●●
3,チェンジアップ,133km/h,見逃し,坂本 裕哉,山田 哲人,1-0,●●●
4,ツーシーム,140km/h,空振り,坂本 裕哉,山田 哲人,1-0,●●●
5,チェンジアップ,131km/h,遊ゴロ  [好プレイ],坂本 裕哉,山田 哲人,1-0,●●●
1,ストレート,144km/h,ボール,金久保 優斗,田中 俊太,1-0,●
2,ストレート,143km/h,右飛,金久保 優斗,田中 俊太,1-0,●
1,ストレート,143km/h,見逃し,金久保 優斗,坂本 裕哉,1-0,●●
2,フォーク,139km/h,ボール,金久保 優斗,坂本 裕哉,1-0,●●
3,フォーク,135km/h,一ゴロ  [バットの先],金久保 優斗,坂本 裕哉,1-0,●●
1,ストレート,145km/h,空振り,金久保 優斗,梶原 昂希,1-0,●●●
