投球数,球種,球速,結果,投手,打者,スコア
2,ストレート,154km/h,ボール,山本 由伸,阿部 寿樹,1-0
3,ストレート,150km/h,ボール,山本 由伸,阿部 寿樹,1-0
4,ストレート,154km/h,ファウル  [止めたバットに当たる],山本 由伸,阿部 寿樹,1-0
5,フォーク,-,三ゴロ,山本 由伸,阿部 寿樹,1-0
1,フォーク,144km/h,一ゴロ  [ダイビングキャッチ、好プレイ],山本 由伸,A.マルティネス,1-0
1,スライダー,134km/h,見逃し,祖父江 大輔,野口 智哉,1-0
2,ストレート,-,右２,祖父江 大輔,野口 智哉,1-0
1,スライダー,134km/h,ファウル  [バントファウル],祖父江 大輔,伏見 寅威,1-0
2,スライダー,135km/h,投犠打,祖父江 大輔,伏見 寅威,1-0
1,ストレート,153km/h,空振り,ロドリゲス,西野 真弘,1-1
2,ストレート,159km/h,見逃し,ロドリゲス,西野 真弘,1-1
3,ストレート,152km/h,ボール  [ワンバウンド],ロドリゲス,西野 真弘,1-1
4,縦スライダー,138km/h,ファウル  [自打球],ロドリゲス,西野 真弘,1-1
5,スライダー,135km/h,ファウル,ロドリゲス,西野 真弘,1-1
6,ストレート,-,二野選  [内野前進、ヘッドスライディング、リプレー検証後判定変わらず],ロドリゲス,西野 真弘,1-1
1,ストレート,149km/h,ボール,ロドリゲス,福田 周平,1-1
2,ストレート,154km/h,ボール,ロドリゲス,福田 周平,1-1
3,ツーシーム,146km/h,ボール,ロドリゲス,福田 周平,1-1
4,ストレート,150km/h,四球  [セーフティバント、バント構え],ロドリゲス,福田 周平,1-1
1,ストレート,152km/h,ファウル,ロドリゲス,宗 佑磨,1-1
2,ストレート,153km/h,ファウル,ロドリゲス,宗 佑磨,1-1
3,縦スライダー,136km/h,ボール,ロドリゲス,宗 佑磨,1-1
4,縦スライダー,133km/h,ファウル,ロドリゲス,宗 佑磨,1-1
5,縦スライダー,139km/h,空三振  [ワンバウンド],ロドリゲス,宗 佑磨,1-1
1,ストレート,156km/h,見逃し,ロドリゲス,中川 圭太,1-1
2,ストレート,159km/h,ファウル,ロドリゲス,中川 圭太,1-1
3,縦スライダー,137km/h,空三振  [ワンバウンド、振り逃げを狙うもアウト],ロドリゲス,中川 圭太,1-1
1,フォーク,141km/h,二ゴロ  [バットの先、バット折れる],山本 由伸,高橋 周平,1-1
1,フォーク,140km/h,見逃し,山本 由伸,桂 依央利,1-1
2,カーブ,-,空振り,山本 由伸,桂 依央利,1-1
3,フォーク,140km/h,二安  [逆シングル、ジャンピングスロー],山本 由伸,桂 依央利,1-1
1,ストレート,146km/h,ボール,山本 由伸,岡林 勇希,1-1
2,フォーク,145km/h,ボール,山本 由伸,岡林 勇希,1-1
3,ストレート,149km/h,ボール,山本 由伸,岡林 勇希,1-1
4,ストレート,152km/h,見逃し,山本 由伸,岡林 勇希,1-1
5,フォーク,140km/h,見逃し,山本 由伸,岡林 勇希,1-1
6,フォーク,139km/h,四球  [ランエンドヒット],山本 由伸,岡林 勇希,1-1
1,ストレート,147km/h,見逃し,山本 由伸,大島 洋平,1-1
2,カーブ,122km/h,ファウル,山本 由伸,大島 洋平,1-1
3,ストレート,152km/h,一直  [痛烈な当たり、慌てて戻る],山本 由伸,大島 洋平,1-1
1,フォーク,147km/h,ボール  [ワンバウンド],山本 由伸,三ツ俣 大樹,2-1
2,ストレート,151km/h,空振り  [ファウルチップ],山本 由伸,三ツ俣 大樹,2-1
3,ストレート,148km/h,ボール,山本 由伸,三ツ俣 大樹,2-1
4,フォーク,147km/h,ボール,山本 由伸,三ツ俣 大樹,2-1
5,ストレート,148km/h,空振り  [ファウルチップ],山本 由伸,三ツ俣 大樹,2-1
6,ストレート,154km/h,ファウル,山本 由伸,三ツ俣 大樹,2-1
7,カーブ,124km/h,ファウル,山本 由伸,三ツ俣 大樹,2-1
8,ストレート,-,ファウル,山本 由伸,三ツ俣 大樹,2-1
9,カーブ,-,左安  [ヘッドスライディング、打者ガッツポーズ],山本 由伸,三ツ俣 大樹,2-1
1,フォーク,147km/h,空振り,山本 由伸,鵜飼 航丞,2-1
2,フォーク,145km/h,ボール  [ワンバウンド],山本 由伸,鵜飼 航丞,2-1
3,ストレート,150km/h,ボール,山本 由伸,鵜飼 航丞,2-1
4,ストレート,149km/h,ファウル,山本 由伸,鵜飼 航丞,2-1
5,スライダー,142km/h,遊ゴロ  [泳ぎ],山本 由伸,鵜飼 航丞,2-1
1,スライダー,132km/h,ボール,山本 拓実,マッカーシー,2-1
2,スライダー,130km/h,見逃し,山本 拓実,マッカーシー,2-1
3,シンカー,137km/h,ボール,山本 拓実,マッカーシー,2-1
4,ストレート,148km/h,左安,山本 拓実,マッカーシー,2-1
1,カーブ,120km/h,ボール  [ワンバウンド],山本 拓実,杉本 裕太郎,2-1
1,カーブ,120km/h,ボール  [ワンバウンド],山本 拓実,杉本 裕太郎,2-1
2,シュート,142km/h,見逃し,山本 拓実,杉本 裕太郎,2-1
3,シュート,-,中飛  [タッチアップ],山本 拓実,杉本 裕太郎,2-1
1,スライダー,132km/h,中飛  [走者動けず],山本 拓実,頓宮 裕真,2-1
1,ストレート,154km/h,見逃し,山本 拓実,野口 智哉,2-1
2,ストレート,148km/h,ボール,山本 拓実,野口 智哉,2-1
3,スライダー,132km/h,見逃し,山本 拓実,野口 智哉,2-1
4,スライダー,133km/h,ファウル,山本 拓実,野口 智哉,2-1
5,ストレート,149km/h,見三振  [判定不服、投手ガッツポーズ、捕手ガッツポーズ],山本 拓実,野口 智哉,2-1
1,ストレート,145km/h,二飛,ビドル,ビシエド,2-1
1,ストレート,146km/h,ボール,ビドル,阿部 寿樹,2-1
2,ツーシーム,147km/h,ボール,ビドル,阿部 寿樹,2-1
3,ストレート,146km/h,ボール,ビドル,阿部 寿樹,2-1
4,ストレート,149km/h,見逃し,ビドル,阿部 寿樹,2-1
5,ストレート,144km/h,左２,ビドル,阿部 寿樹,2-1
1,カーブ,125km/h,見逃し,ビドル,A.マルティネス,2-1
2,ストレート,150km/h,空振り,ビドル,A.マルティネス,2-1
3,ストレート,145km/h,見三振,ビドル,A.マルティネス,2-1
1,スライダー,133km/h,ボール  [打者のけぞる],ビドル,高橋 周平,2-1
2,ストレート,145km/h,ボール,ビドル,高橋 周平,2-1
3,ツーシーム,150km/h,ファウル,ビドル,高橋 周平,2-1
4,ツーシーム,148km/h,ボール,ビドル,高橋 周平,2-1
5,カーブ,128km/h,四球,ビドル,高橋 周平,2-1
1,カーブ,125km/h,空振り,ビドル,木下 拓哉,4-1
2,ストレート,146km/h,ボール,ビドル,木下 拓哉,4-1
3,カーブ,125km/h,ボール,ビドル,木下 拓哉,4-1
4,スライダー,139km/h,ファウル  [止めたバットに当たる],ビドル,木下 拓哉,4-1
5,カーブ,124km/h,中３  [外野前進],ビドル,木下 拓哉,4-1
1,ストレート,145km/h,ボール,ビドル,岡林 勇希,4-1
2,カーブ,-,死球  [すっぽ抜け],ビドル,岡林 勇希,4-1
1,ツーシーム,144km/h,ボール,ビドル,大島 洋平,4-1
2,ツーシーム,-,ボール  [すっぽ抜け],ビドル,大島 洋平,4-1
3,ストレート,144km/h,ファウル  [ランエンドヒット],ビドル,大島 洋平,4-1
4,ストレート,143km/h,ボール,ビドル,大島 洋平,4-1
5,ストレート,143km/h,見逃し  [ランエンドヒット、送球できず],ビドル,大島 洋平,4-1
1,ツーシーム,144km/h,ボール,ビドル,大島 洋平,4-1
2,ツーシーム,-,ボール  [すっぽ抜け],ビドル,大島 洋平,4-1
3,ストレート,144km/h,ファウル  [ランエンドヒット],ビドル,大島 洋平,4-1
4,ストレート,143km/h,ボール,ビドル,大島 洋平,4-1
5,ストレート,143km/h,見逃し  [ランエンドヒット、送球できず],ビドル,大島 洋平,4-1
6,ストレート,148km/h,遊ゴロ  [泳ぎ],ビドル,大島 洋平,4-1
1,ストレート,151km/h,見逃し,R.マルティネス,伏見 寅威,4-1
2,ストレート,152km/h,ファウル,R.マルティネス,伏見 寅威,4-1
3,スプリット,143km/h,二ゴロ,R.マルティネス,伏見 寅威,4-1
1,ナックルカーブ,140km/h,見逃し,R.マルティネス,山足 達也,4-1
2,チェンジアップ,136km/h,ボール,R.マルティネス,山足 達也,4-1
3,ストレート,157km/h,遊飛  [詰り],R.マルティネス,山足 達也,4-1
1,ナックルカーブ,138km/h,見逃し,R.マルティネス,福田 周平,4-1
2,スプリット,-,ボール  [ワンバウンド],R.マルティネス,福田 周平,4-1
3,ストレート,158km/h,ファウル,R.マルティネス,福田 周平,4-1
4,ストレート,158km/h,ボール  [ワンバウンド],R.マルティネス,福田 周平,4-1
5,スプリット,146km/h,空三振,R.マルティネス,福田 周平,4-1
1,ストレート,148km/h,見逃し,大関 友久,野間 峻祥,0-0
2,ストレート,149km/h,見逃し,大関 友久,野間 峻祥,0-0
3,ストレート,148km/h,ボール  [高めのつり球を要求],大関 友久,野間 峻祥,0-0
4,ストレート,150km/h,ファウル,大関 友久,野間 峻祥,0-0
5,スライダー,132km/h,ファウル,大関 友久,野間 峻祥,0-0
6,ストレート,150km/h,右２,大関 友久,野間 峻祥,0-0
1,フォーク,137km/h,ボール,大関 友久,菊池 涼介,0-0
2,ストレート,149km/h,見逃し,大関 友久,菊池 涼介,0-0
3,ストレート,149km/h,ファウル,大関 友久,菊池 涼介,0-0
4,フォーク,138km/h,遊野選  [交錯、交錯],大関 友久,菊池 涼介,0-0
1,ストレート,149km/h,見逃し,大関 友久,西川 龍馬,0-0
2,ストレート,149km/h,遊併打,大関 友久,西川 龍馬,0-0
1,フォーク,138km/h,見逃し,大関 友久,マクブルーム,1-0
2,ストレート,149km/h,ボール  [高めのつり球を要求],大関 友久,マクブルーム,1-0
3,ストレート,151km/h,ボール,大関 友久,マクブルーム,1-0
4,ツーシーム,140km/h,左安,大関 友久,マクブルーム,1-0
1,ストレート,147km/h,見逃し,大関 友久,坂倉 将吾,1-0
2,フォーク,136km/h,死球  [すっぽ抜け],大関 友久,坂倉 将吾,1-0
1,フォーク,136km/h,ファウル  [自打球],大関 友久,小園 海斗,1-0
2,フォーク,137km/h,ボール,大関 友久,小園 海斗,1-0
3,ストレート,150km/h,見逃し,大関 友久,小園 海斗,1-0
4,スライダー,131km/h,左飛  [バットの先],大関 友久,小園 海斗,1-0
1,ストレート,149km/h,見逃し,森下 暢仁,三森 大貴,1-0
2,チェンジアップ,130km/h,ボール  [ワンバウンド],森下 暢仁,三森 大貴,1-0
3,カーブ,111km/h,ボール  [セーフティバント、バント構え],森下 暢仁,三森 大貴,1-0
4,ストレート,147km/h,ボール,森下 暢仁,三森 大貴,1-0
5,ストレート,146km/h,一飛,森下 暢仁,三森 大貴,1-0
1,チェンジアップ,130km/h,見逃し,森下 暢仁,牧原 大成,1-0
2,チェンジアップ,130km/h,空振り,森下 暢仁,牧原 大成,1-0
3,カットボール,143km/h,ファウル,森下 暢仁,牧原 大成,1-0
4,ストレート,149km/h,見三振,森下 暢仁,牧原 大成,1-0
1,チェンジアップ,130km/h,見逃し,森下 暢仁,柳田 悠岐,1-0
2,ツーシーム,144km/h,空振り,森下 暢仁,柳田 悠岐,1-0
3,ストレート,151km/h,ボール,森下 暢仁,柳田 悠岐,1-0
4,カットボール,141km/h,ボール,森下 暢仁,柳田 悠岐,1-0
5,ストレート,151km/h,見三振,森下 暢仁,柳田 悠岐,1-0
1,ストレート,147km/h,見逃し,大関 友久,松山 竜平,1-0
2,ストレート,148km/h,ボール,大関 友久,松山 竜平,1-0
3,ストレート,148km/h,見逃し,大関 友久,松山 竜平,1-0
4,スライダー,130km/h,二ゴロ,大関 友久,松山 竜平,1-0
1,ストレート,149km/h,空振り,大関 友久,磯村 嘉孝,1-0
2,ストレート,151km/h,空振り,大関 友久,磯村 嘉孝,1-0
3,フォーク,140km/h,ボール,大関 友久,磯村 嘉孝,1-0
4,フォーク,140km/h,ボール,大関 友久,磯村 嘉孝,1-0
5,ストレート,150km/h,三失,大関 友久,磯村 嘉孝,1-0
1,ストレート,149km/h,ボール,大関 友久,中村 健人,1-0
2,ストレート,148km/h,左飛,大関 友久,中村 健人,1-0
1,ストレート,148km/h,見逃し,大関 友久,野間 峻祥,1-0
2,ストレート,149km/h,遊ゴロ,大関 友久,野間 峻祥,1-0
1,ストレート,150km/h,左安  [フェンス直撃],森下 暢仁,グラシアル,1-0
1,ストレート,148km/h,ボール,森下 暢仁,中村 晃,1-0
2,ツーシーム,140km/h,ボール,森下 暢仁,中村 晃,1-0
3,ストレート,148km/h,見逃し,森下 暢仁,中村 晃,1-0
4,ツーシーム,142km/h,空振り,森下 暢仁,中村 晃,1-0
5,ストレート,151km/h,中安,森下 暢仁,中村 晃,1-0
1,カーブ,111km/h,ボール  [セーフティバント、バント構え],森下 暢仁,明石 健志,1-0
2,ストレート,146km/h,投犠打  [セーフティバント],森下 暢仁,明石 健志,1-0
1,ストレート,153km/h,空振り,森下 暢仁,柳町 達,1-1
2,ストレート,152km/h,ボール,森下 暢仁,柳町 達,1-1
3,ストレート,151km/h,見逃し,森下 暢仁,柳町 達,1-1
4,ストレート,152km/h,ボール  [投球が打者の後ろを通過],森下 暢仁,柳町 達,1-1
1,ストレート,153km/h,空振り,森下 暢仁,柳町 達,1-2
2,ストレート,152km/h,ボール,森下 暢仁,柳町 達,1-2
3,ストレート,151km/h,見逃し,森下 暢仁,柳町 達,1-2
4,ストレート,152km/h,ボール  [投球が打者の後ろを通過],森下 暢仁,柳町 達,1-2
5,ツーシーム,-,左安  [内野前進],森下 暢仁,柳町 達,1-2
1,ツーシーム,139km/h,ボール,森下 暢仁,周東 佑京,1-2
2,チェンジアップ,129km/h,空振り  [ランエンドヒット],森下 暢仁,周東 佑京,1-2
1,ツーシーム,139km/h,ボール,森下 暢仁,周東 佑京,1-2
2,チェンジアップ,129km/h,空振り  [ランエンドヒット],森下 暢仁,周東 佑京,1-2
3,チェンジアップ,129km/h,ボール,森下 暢仁,周東 佑京,1-2
4,ストレート,148km/h,ファウル  [セーフティバント、バントファウル],森下 暢仁,周東 佑京,1-2
5,チェンジアップ,131km/h,ボール,森下 暢仁,周東 佑京,1-2
6,カットボール,139km/h,ファウル,森下 暢仁,周東 佑京,1-2
7,ストレート,149km/h,ファウル,森下 暢仁,周東 佑京,1-2
8,カットボール,138km/h,死球,森下 暢仁,周東 佑京,1-2
1,カーブ,110km/h,見逃し,森下 暢仁,渡邉 陸,1-5
2,ツーシーム,143km/h,左中本  [ラッキーゾーン],森下 暢仁,渡邉 陸,1-5
1,カーブ,111km/h,左飛,森下 暢仁,三森 大貴,1-5
1,ツーシーム,138km/h,右本  [本塁打確信、外野手が一歩も打球追わず],森下 暢仁,牧原 大成,1-6
1,ストレート,150km/h,ボール,森下 暢仁,柳田 悠岐,1-6
2,カーブ,114km/h,ボール,森下 暢仁,柳田 悠岐,1-6
3,ツーシーム,142km/h,ボール  [ハーフスイング],森下 暢仁,柳田 悠岐,1-6
4,ストレート,149km/h,見逃し,森下 暢仁,柳田 悠岐,1-6
5,ストレート,150km/h,四球  [ハーフスイング],森下 暢仁,柳田 悠岐,1-6
1,ストレート,149km/h,ボール,森下 暢仁,グラシアル,1-6
2,カーブ,111km/h,見逃し,森下 暢仁,グラシアル,1-6
3,ストレート,147km/h,遊ゴロ,森下 暢仁,グラシアル,1-6
1,ストレート,147km/h,ボール,大関 友久,菊池 涼介,1-6
2,ストレート,148km/h,ファウル,大関 友久,菊池 涼介,1-6
3,フォーク,137km/h,ボール,大関 友久,菊池 涼介,1-6
4,ストレート,150km/h,ファウル,大関 友久,菊池 涼介,1-6
5,ストレート,151km/h,左飛,大関 友久,菊池 涼介,1-6
1,ストレート,148km/h,見逃し,大関 友久,西川 龍馬,1-6
2,ストレート,149km/h,見逃し,大関 友久,西川 龍馬,1-6
3,スライダー,132km/h,ボール,大関 友久,西川 龍馬,1-6
4,ストレート,150km/h,ファウル,大関 友久,西川 龍馬,1-6
5,ストレート,150km/h,ファウル,大関 友久,西川 龍馬,1-6
6,スライダー,134km/h,遊ゴロ  [バットの先],大関 友久,西川 龍馬,1-6
1,ストレート,149km/h,ファウル,大関 友久,マクブルーム,1-6
2,ストレート,149km/h,中飛,大関 友久,マクブルーム,1-6
1,ストレート,148km/h,ボール,森下 暢仁,中村 晃,1-6
2,ストレート,150km/h,ボール,森下 暢仁,中村 晃,1-6
3,ストレート,149km/h,見逃し,森下 暢仁,中村 晃,1-6
4,ツーシーム,139km/h,見逃し,森下 暢仁,中村 晃,1-6
5,チェンジアップ,131km/h,二ゴロ,森下 暢仁,中村 晃,1-6
1,ストレート,148km/h,見逃し,森下 暢仁,明石 健志,1-6
2,チェンジアップ,132km/h,空振り,森下 暢仁,明石 健志,1-6
3,チェンジアップ,132km/h,ボール,森下 暢仁,明石 健志,1-6
4,カットボール,139km/h,二ゴロ,森下 暢仁,明石 健志,1-6
1,チェンジアップ,132km/h,ボール,森下 暢仁,柳町 達,1-6
2,ストレート,149km/h,中飛,森下 暢仁,柳町 達,1-6
1,ストレート,149km/h,左安,大関 友久,坂倉 将吾,1-6
1,スライダー,131km/h,ボール,大関 友久,小園 海斗,1-6
2,ストレート,147km/h,右安,大関 友久,小園 海斗,1-6
1,ストレート,148km/h,見逃し,大関 友久,松山 竜平,1-6
2,フォーク,138km/h,一ゴロ  [引っかけ、バットの先],大関 友久,松山 竜平,1-6
1,フォーク,137km/h,遊併打  [泳ぎ、バットの先],大関 友久,磯村 嘉孝,1-6
1,ストレート,146km/h,見逃し,森下 暢仁,周東 佑京,1-6
2,ストレート,149km/h,ファウル,森下 暢仁,周東 佑京,1-6
3,チェンジアップ,132km/h,二ゴロ  [ランニングスロー],森下 暢仁,周東 佑京,1-6
1,カーブ,114km/h,ボール,森下 暢仁,渡邉 陸,1-7
2,ストレート,148km/h,見逃し,森下 暢仁,渡邉 陸,1-7
3,ストレート,150km/h,ボール,森下 暢仁,渡邉 陸,1-7
4,チェンジアップ,129km/h,ボール  [ワンバウンド],森下 暢仁,渡邉 陸,1-7
5,ストレート,148km/h,左本  [ラッキーゾーン],森下 暢仁,渡邉 陸,1-7
1,ストレート,148km/h,ボール,森下 暢仁,三森 大貴,1-7
2,カットボール,139km/h,ボール,森下 暢仁,三森 大貴,1-7
3,ストレート,146km/h,ボール,森下 暢仁,三森 大貴,1-7
4,ストレート,146km/h,見逃し,森下 暢仁,三森 大貴,1-7
5,カットボール,137km/h,四球,森下 暢仁,三森 大貴,1-7
1,チェンジアップ,128km/h,三ゴロ  [バットの先、ランニングスロー],森下 暢仁,牧原 大成,1-7
1,カーブ,109km/h,ボール,森下 暢仁,柳田 悠岐,1-7
2,カットボール,137km/h,ファウル,森下 暢仁,柳田 悠岐,1-7
3,ストレート,147km/h,ファウル,森下 暢仁,柳田 悠岐,1-7
4,カーブ,111km/h,二ゴロ,森下 暢仁,柳田 悠岐,1-7
1,ストレート,147km/h,見逃し,大関 友久,中村 健人,1-7
2,フォーク,135km/h,ボール,大関 友久,中村 健人,1-7
3,フォーク,136km/h,遊ゴロ,大関 友久,中村 健人,1-7
1,スライダー,131km/h,ボール,大関 友久,野間 峻祥,1-7
2,ストレート,146km/h,ボール,大関 友久,野間 峻祥,1-7
3,ストレート,147km/h,見逃し,大関 友久,野間 峻祥,1-7
4,ストレート,147km/h,見逃し,大関 友久,野間 峻祥,1-7
5,フォーク,137km/h,ファウル,大関 友久,野間 峻祥,1-7
6,フォーク,136km/h,二ゴロ,大関 友久,野間 峻祥,1-7
1,フォーク,135km/h,見逃し,大関 友久,菊池 涼介,1-7
2,フォーク,136km/h,ファウル,大関 友久,菊池 涼介,1-7
3,ストレート,149km/h,ボール,大関 友久,菊池 涼介,1-7
4,フォーク,138km/h,中安,大関 友久,菊池 涼介,1-7
1,スライダー,132km/h,ファウル,大関 友久,西川 龍馬,1-7
2,ストレート,148km/h,中飛,大関 友久,西川 龍馬,1-7
1,チェンジアップ,128km/h,空振り,森下 暢仁,グラシアル,1-7
2,カットボール,134km/h,見逃し,森下 暢仁,グラシアル,1-7
3,カットボール,138km/h,ボール  [ワンバウンド],森下 暢仁,グラシアル,1-7
4,カーブ,110km/h,空三振,森下 暢仁,グラシアル,1-7
1,ツーシーム,139km/h,空振り,森下 暢仁,中村 晃,1-7
2,カーブ,112km/h,ボール  [ワンバウンド],森下 暢仁,中村 晃,1-7
3,ストレート,148km/h,見逃し,森下 暢仁,中村 晃,1-7
4,カットボール,135km/h,見三振  [構えたところにズバリ],森下 暢仁,中村 晃,1-7
1,ストレート,148km/h,見逃し,森下 暢仁,明石 健志,1-7
2,ストレート,148km/h,ボール,森下 暢仁,明石 健志,1-7
3,カーブ,109km/h,ファウル,森下 暢仁,明石 健志,1-7
4,ストレート,149km/h,遊ゴロ,森下 暢仁,明石 健志,1-7
1,ストレート,147km/h,見逃し,大関 友久,マクブルーム,1-7
2,ストレート,146km/h,二ゴロ,大関 友久,マクブルーム,1-7
1,フォーク,136km/h,ボール,大関 友久,坂倉 将吾,1-7
2,スライダー,127km/h,ボール  [打者のけぞる],大関 友久,坂倉 将吾,1-7
3,ストレート,146km/h,ボール,大関 友久,坂倉 将吾,1-7
4,ストレート,146km/h,四球,大関 友久,坂倉 将吾,1-7
1,フォーク,136km/h,見逃し,大関 友久,小園 海斗,1-7
2,スライダー,132km/h,投ゴロ  [バットの先、併殺崩れ],大関 友久,小園 海斗,1-7
1,ストレート,148km/h,ファウル,大関 友久,松山 竜平,1-7
2,ストレート,148km/h,ボール,大関 友久,松山 竜平,1-7
3,ストレート,148km/h,ボール,大関 友久,松山 竜平,1-7
4,ストレート,147km/h,ファウル,大関 友久,松山 竜平,1-7
5,ストレート,148km/h,空三振,大関 友久,松山 竜平,1-7
1,カーブ,109km/h,見逃し,森下 暢仁,柳町 達,1-7
2,チェンジアップ,132km/h,空振り,森下 暢仁,柳町 達,1-7
3,ストレート,149km/h,ボール,森下 暢仁,柳町 達,1-7
4,カットボール,138km/h,ファウル,森下 暢仁,柳町 達,1-7
5,ストレート,147km/h,ファウル,森下 暢仁,柳町 達,1-7
6,カーブ,112km/h,見三振,森下 暢仁,柳町 達,1-7
1,ツーシーム,138km/h,ファウル,森下 暢仁,周東 佑京,1-7
2,ストレート,146km/h,中安,森下 暢仁,周東 佑京,1-7
1,カットボール,135km/h,空振り,森下 暢仁,渡邉 陸,1-7
2,ストレート,146km/h,ボール,森下 暢仁,渡邉 陸,1-7
1,カットボール,135km/h,空振り,森下 暢仁,渡邉 陸,1-8
2,ストレート,146km/h,ボール,森下 暢仁,渡邉 陸,1-8
3,カーブ,109km/h,左安,森下 暢仁,渡邉 陸,1-8
1,チェンジアップ,129km/h,空振り  [ワンバウンド],森下 暢仁,三森 大貴,1-8
2,ツーシーム,135km/h,見逃し,森下 暢仁,三森 大貴,1-8
3,カーブ,111km/h,ファウル,森下 暢仁,三森 大貴,1-8
4,ストレート,147km/h,二ゴロ  [バウンド高い、ランニングスロー],森下 暢仁,三森 大貴,1-8
1,カーブ,111km/h,見逃し,森下 暢仁,牧原 大成,1-9
2,カーブ,113km/h,三失  [送球がバウンド、リプレー検証後判定変わらず],森下 暢仁,牧原 大成,1-9
1,ツーシーム,132km/h,空振り  [ワンバウンド],薮田 和樹,柳田 悠岐,1-9
2,ツーシーム,133km/h,二安,薮田 和樹,柳田 悠岐,1-9
1,ストレート,143km/h,ボール,薮田 和樹,グラシアル,1-9
2,カットボール,138km/h,見逃し,薮田 和樹,グラシアル,1-9
3,ツーシーム,130km/h,ファウル,薮田 和樹,グラシアル,1-9
4,カットボール,142km/h,見三振,薮田 和樹,グラシアル,1-9
1,ストレート,146km/h,ボール,大関 友久,磯村 嘉孝,1-9
2,ストレート,145km/h,ファウル,大関 友久,磯村 嘉孝,1-9
3,ストレート,147km/h,見逃し,大関 友久,磯村 嘉孝,1-9
4,フォーク,135km/h,空三振,大関 友久,磯村 嘉孝,1-9
1,フォーク,135km/h,見逃し,大関 友久,中村 健人,1-9
2,フォーク,136km/h,ファウル,大関 友久,中村 健人,1-9
3,ストレート,145km/h,三ゴロ,大関 友久,中村 健人,1-9
1,スライダー,132km/h,見逃し,大関 友久,野間 峻祥,1-9
2,スライダー,130km/h,二ゴロ,大関 友久,野間 峻祥,1-9
1,ストレート,-,見逃し,薮田 和樹,中村 晃,1-9
2,ストレート,148km/h,右安,薮田 和樹,中村 晃,1-9
1,ストレート,145km/h,ボール,薮田 和樹,明石 健志,1-9
2,ツーシーム,130km/h,ボール,薮田 和樹,明石 健志,1-9
3,ストレート,145km/h,ボール,薮田 和樹,明石 健志,1-9
4,ストレート,144km/h,見逃し,薮田 和樹,明石 健志,1-9
5,ストレート,146km/h,四球,薮田 和樹,明石 健志,1-9
1,ナックルカーブ,115km/h,ボール,薮田 和樹,柳町 達,1-11
2,ストレート,147km/h,ファウル,薮田 和樹,柳町 達,1-11
3,ツーシーム,137km/h,ボール,薮田 和樹,柳町 達,1-11
4,ツーシーム,132km/h,見逃し,薮田 和樹,柳町 達,1-11
5,ストレート,148km/h,ファウル,薮田 和樹,柳町 達,1-11
6,ストレート,145km/h,ボール,薮田 和樹,柳町 達,1-11
7,ストレート,146km/h,右２  [ヘッドスライディング],薮田 和樹,柳町 達,1-11
1,ナックルカーブ,118km/h,ボール,薮田 和樹,周東 佑京,1-11
2,ツーシーム,132km/h,ボール,薮田 和樹,周東 佑京,1-11
3,ストレート,147km/h,ファウル,薮田 和樹,周東 佑京,1-11
4,カットボール,140km/h,ファウル,薮田 和樹,周東 佑京,1-11
5,ツーシーム,133km/h,二ゴロ,薮田 和樹,周東 佑京,1-11
1,カットボール,138km/h,ボール,薮田 和樹,渡邉 陸,1-11
2,カットボール,139km/h,ボール,薮田 和樹,渡邉 陸,1-11
3,ストレート,148km/h,右飛  [走者動けず],薮田 和樹,渡邉 陸,1-11
1,ナックルカーブ,118km/h,見逃し,薮田 和樹,三森 大貴,1-11
2,ツーシーム,137km/h,ボール,薮田 和樹,三森 大貴,1-11
3,ナックルカーブ,118km/h,二ゴロ,薮田 和樹,三森 大貴,1-11
1,カットボール,145km/h,ボール,又吉 克樹,菊池 涼介,1-11
2,カットボール,145km/h,見逃し,又吉 克樹,菊池 涼介,1-11
3,カットボール,144km/h,ボール,又吉 克樹,菊池 涼介,1-11
4,カットボール,144km/h,ファウル,又吉 克樹,菊池 涼介,1-11
5,カットボール,144km/h,ファウル,又吉 克樹,菊池 涼介,1-11
6,カットボール,148km/h,ファウル,又吉 克樹,菊池 涼介,1-11
7,カットボール,145km/h,空三振,又吉 克樹,菊池 涼介,1-11
1,ストレート,146km/h,ボール,又吉 克樹,西川 龍馬,1-11
2,スライダー,132km/h,ボール,又吉 克樹,西川 龍馬,1-11
3,ストレート,146km/h,投安  [強襲],又吉 克樹,西川 龍馬,1-11
1,カットボール,144km/h,ボール,又吉 克樹,マクブルーム,1-11
2,カットボール,144km/h,見逃し,又吉 克樹,マクブルーム,1-11
3,カットボール,142km/h,右飛,又吉 克樹,マクブルーム,1-11
1,シュート,146km/h,ファウル,又吉 克樹,坂倉 将吾,1-11
2,カットボール,144km/h,見逃し,又吉 克樹,坂倉 将吾,1-11
3,チェンジアップ,138km/h,ファウル,又吉 克樹,坂倉 将吾,1-11
4,チェンジアップ,136km/h,ボール,又吉 克樹,坂倉 将吾,1-11
5,シュート,144km/h,ボール,又吉 克樹,坂倉 将吾,1-11
6,スライダー,133km/h,一ゴロ,又吉 克樹,坂倉 将吾,1-11
1,ストレート,151km/h,遊安  [詰り、バット折れる、ランニングスロー],ターリー,牧原 大成,1-11
1,ストレート,151km/h,ボール,ターリー,谷川原 健太,1-11
2,ストレート,152km/h,見逃し,ターリー,谷川原 健太,1-11
3,ストレート,153km/h,ボール,ターリー,谷川原 健太,1-11
