投球数,球種,球速,結果,投手,打者,スコア
1,ストレート,147km/h,ボール,西 純矢,西川 遥輝,0-0
2,ストレート,147km/h,見逃し,西 純矢,西川 遥輝,0-0
3,ストレート,149km/h,ボール  [ワンバウンド],西 純矢,西川 遥輝,0-0
4,ストレート,146km/h,ボール,西 純矢,西川 遥輝,0-0
5,ストレート,146km/h,二ゴロ,西 純矢,西川 遥輝,0-0
1,カーブ,124km/h,ボール  [ワンバウンド],西 純矢,小深田 大翔,0-0
2,ストレート,146km/h,ボール,西 純矢,小深田 大翔,0-0
3,ストレート,147km/h,左安,西 純矢,小深田 大翔,0-0
1,カーブ,122km/h,見逃し,西 純矢,浅村 栄斗,0-0
2,ストレート,149km/h,中飛,西 純矢,浅村 栄斗,0-0
1,ストレート,147km/h,ボール,西 純矢,島内 宏明,0-0
2,ストレート,148km/h,見逃し,西 純矢,島内 宏明,0-0
3,スライダー,130km/h,ファウル,西 純矢,島内 宏明,0-0
4,フォーク,142km/h,遊飛  [ランエンドヒット、泳ぎ],西 純矢,島内 宏明,0-0
1,ストレート,137km/h,二ゴロ,辛島 航,近本 光司,0-0
1,ストレート,137km/h,ボール,辛島 航,中野 拓夢,0-0
2,カーブ,107km/h,見逃し,辛島 航,中野 拓夢,0-0
3,スライダー,120km/h,見逃し,辛島 航,中野 拓夢,0-0
4,スライダー,122km/h,見三振,辛島 航,中野 拓夢,0-0
1,カーブ,105km/h,見逃し,辛島 航,マルテ,0-0
2,シュート,139km/h,ボール,辛島 航,マルテ,0-0
3,ストレート,138km/h,ボール,辛島 航,マルテ,0-0
4,スライダー,117km/h,ボール,辛島 航,マルテ,0-0
5,ストレート,136km/h,四球,辛島 航,マルテ,0-0
1,スライダー,122km/h,ボール,辛島 航,佐藤 輝明,0-0
2,ストレート,-,ボール,辛島 航,佐藤 輝明,0-0
3,カーブ,110km/h,一ゴロ  [ダイビングキャッチ],辛島 航,佐藤 輝明,0-0
1,スライダー,128km/h,遊ゴロ,西 純矢,渡邊 佳明,0-0
1,ストレート,147km/h,見逃し,西 純矢,辰己 涼介,0-0
2,フォーク,140km/h,ファウル,西 純矢,辰己 涼介,0-0
3,フォーク,143km/h,ボール  [ワンバウンド],西 純矢,辰己 涼介,0-0
4,フォーク,141km/h,ファウル  [ボテボテ、ライン際の打球を見送る],西 純矢,辰己 涼介,0-0
5,ストレート,-,二ゴロ,西 純矢,辰己 涼介,0-0
1,スライダー,132km/h,空振り,西 純矢,マルモレホス,0-0
2,チェンジアップ,131km/h,ボール  [すっぽ抜け],西 純矢,マルモレホス,0-0
3,スライダー,128km/h,ファウル,西 純矢,マルモレホス,0-0
4,ストレート,149km/h,空三振  [高めのつり球を要求、ファウルチップ],西 純矢,マルモレホス,0-0
1,ストレート,135km/h,見逃し,辛島 航,大山 悠輔,0-1
2,スライダー,117km/h,ファウル,辛島 航,大山 悠輔,0-1
3,ストレート,135km/h,ファウル,辛島 航,大山 悠輔,0-1
4,チェンジアップ,-,ボール,辛島 航,大山 悠輔,0-1
5,チェンジアップ,123km/h,ボール,辛島 航,大山 悠輔,0-1
6,スライダー,-,左本,辛島 航,大山 悠輔,0-1
1,ストレート,136km/h,見逃し,辛島 航,糸原 健斗,0-1
2,スライダー,121km/h,ボール  [ワンバウンド],辛島 航,糸原 健斗,0-1
3,シュート,133km/h,中飛,辛島 航,糸原 健斗,0-1
1,ストレート,136km/h,ボール,辛島 航,小野寺 暖,0-1
2,カーブ,107km/h,ボール,辛島 航,小野寺 暖,0-1
3,カーブ,107km/h,見逃し,辛島 航,小野寺 暖,0-1
4,カーブ,106km/h,中飛,辛島 航,小野寺 暖,0-1
1,シュート,137km/h,ファウル,辛島 航,西 純矢,0-1
2,チェンジアップ,121km/h,一邪飛,辛島 航,西 純矢,0-1
1,スライダー,127km/h,見逃し,西 純矢,太田 光,0-1
2,ストレート,147km/h,ファウル,西 純矢,太田 光,0-1
3,スライダー,130km/h,ボール,西 純矢,太田 光,0-1
4,フォーク,144km/h,ボール  [ワンバウンド],西 純矢,太田 光,0-1
5,スライダー,-,ボール,西 純矢,太田 光,0-1
6,ストレート,148km/h,遊ゴロ,西 純矢,太田 光,0-1
1,ストレート,147km/h,見逃し,西 純矢,辛島 航,0-1
2,ストレート,148km/h,見逃し,西 純矢,辛島 航,0-1
3,ストレート,150km/h,見三振,西 純矢,辛島 航,0-1
1,ストレート,148km/h,ボール,西 純矢,西川 遥輝,0-1
2,ストレート,149km/h,見逃し,西 純矢,西川 遥輝,0-1
3,フォーク,142km/h,左安,西 純矢,西川 遥輝,0-1
1,ストレート,147km/h,ボール,西 純矢,小深田 大翔,0-1
2,ストレート,148km/h,右安,西 純矢,小深田 大翔,0-1
1,フォーク,142km/h,ボール,西 純矢,浅村 栄斗,1-1
2,フォーク,141km/h,中安  [バットの先],西 純矢,浅村 栄斗,1-1
1,カーブ,122km/h,投安  [バットの先、バウンド高い、投手のグラブを弾く],西 純矢,島内 宏明,1-1
1,スライダー,129km/h,ボール  [ワンバウンド],西 純矢,渡邊 佳明,1-1
2,ストレート,148km/h,ファウル,西 純矢,渡邊 佳明,1-1
3,ストレート,149km/h,ボール,西 純矢,渡邊 佳明,1-1
4,フォーク,142km/h,空振り,西 純矢,渡邊 佳明,1-1
5,ストレート,145km/h,遊ゴロ,西 純矢,渡邊 佳明,1-1
1,スライダー,121km/h,ボール,辛島 航,坂本 誠志郎,1-1
2,ストレート,135km/h,中飛,辛島 航,坂本 誠志郎,1-1
1,カーブ,107km/h,見逃し  [セーフティバント、バント構え],辛島 航,近本 光司,1-1
2,シュート,135km/h,ボール,辛島 航,近本 光司,1-1
3,スライダー,-,見逃し,辛島 航,近本 光司,1-1
4,スライダー,122km/h,ボール,辛島 航,近本 光司,1-1
5,スライダー,119km/h,右飛,辛島 航,近本 光司,1-1
1,チェンジアップ,119km/h,ボール,辛島 航,中野 拓夢,1-1
2,シュート,134km/h,ボール,辛島 航,中野 拓夢,1-1
3,カーブ,107km/h,見逃し,辛島 航,中野 拓夢,1-1
4,ストレート,134km/h,ファウル,辛島 航,中野 拓夢,1-1
5,ストレート,137km/h,空三振  [ファウルチップ],辛島 航,中野 拓夢,1-1
1,フォーク,139km/h,ボール  [ワンバウンド],西 純矢,辰己 涼介,2-1
2,スライダー,128km/h,ボール,西 純矢,辰己 涼介,2-1
3,ストレート,-,見逃し,西 純矢,辰己 涼介,2-1
4,ストレート,146km/h,ファウル,西 純矢,辰己 涼介,2-1
5,ストレート,147km/h,ファウル,西 純矢,辰己 涼介,2-1
6,ストレート,148km/h,ボール,西 純矢,辰己 涼介,2-1
7,ストレート,148km/h,左中本  [スタンドギリギリ],西 純矢,辰己 涼介,2-1
1,カーブ,122km/h,見逃し,西 純矢,マルモレホス,2-1
2,フォーク,141km/h,ファウル  [自打球],西 純矢,マルモレホス,2-1
3,フォーク,141km/h,右飛,西 純矢,マルモレホス,2-1
1,フォーク,140km/h,空振り,西 純矢,太田 光,2-1
2,スライダー,129km/h,見逃し,西 純矢,太田 光,2-1
3,ストレート,147km/h,ファウル,西 純矢,太田 光,2-1
4,ストレート,148km/h,見三振,西 純矢,太田 光,2-1
1,ストレート,145km/h,見逃し,西 純矢,辛島 航,2-1
2,カーブ,-,投ゴロ  [バウンド高い],西 純矢,辛島 航,2-1
1,カーブ,105km/h,ボール,辛島 航,原口 文仁,2-1
2,ストレート,133km/h,ボール,辛島 航,原口 文仁,2-1
3,カーブ,105km/h,ボール,辛島 航,原口 文仁,2-1
4,ストレート,132km/h,見逃し,辛島 航,原口 文仁,2-1
5,ストレート,133km/h,見逃し,辛島 航,原口 文仁,2-1
6,ストレート,134km/h,三ゴロ,辛島 航,原口 文仁,2-1
1,ストレート,136km/h,ボール,辛島 航,佐藤 輝明,2-1
2,チェンジアップ,119km/h,右安,辛島 航,佐藤 輝明,2-1
1,ストレート,136km/h,見逃し,辛島 航,大山 悠輔,2-1
2,ストレート,136km/h,見逃し,辛島 航,大山 悠輔,2-1
3,ストレート,137km/h,ボール,辛島 航,大山 悠輔,2-1
4,ストレート,-,左飛,辛島 航,大山 悠輔,2-1
1,スライダー,123km/h,ボール,辛島 航,糸原 健斗,2-1
2,ストレート,135km/h,見逃し,辛島 航,糸原 健斗,2-1
3,スライダー,124km/h,右安,辛島 航,糸原 健斗,2-1
1,チェンジアップ,121km/h,見逃し,辛島 航,小野寺 暖,2-1
2,ストレート,135km/h,ボール,辛島 航,小野寺 暖,2-1
3,チェンジアップ,121km/h,遊ゴロ  [泳ぎ、バットの先],辛島 航,小野寺 暖,2-1
1,スライダー,127km/h,見逃し,西 純矢,西川 遥輝,2-1
2,ストレート,146km/h,ボール,西 純矢,西川 遥輝,2-1
3,ストレート,147km/h,ファウル,西 純矢,西川 遥輝,2-1
4,スライダー,131km/h,ボール  [ワンバウンド],西 純矢,西川 遥輝,2-1
5,ストレート,147km/h,中飛,西 純矢,西川 遥輝,2-1
1,ツーシーム,145km/h,見逃し,西 純矢,小深田 大翔,2-1
2,スライダー,128km/h,ボール  [ワンバウンド],西 純矢,小深田 大翔,2-1
3,フォーク,139km/h,右安,西 純矢,小深田 大翔,2-1
1,スライダー,127km/h,ボール,西 純矢,浅村 栄斗,4-1
2,スライダー,129km/h,ボール,西 純矢,浅村 栄斗,4-1
3,ツーシーム,145km/h,左中本  [ランエンドヒット、スタンドギリギリ],西 純矢,浅村 栄斗,4-1
1,ツーシーム,143km/h,ボール,西 純矢,島内 宏明,4-1
2,スライダー,127km/h,ファウル,西 純矢,島内 宏明,4-1
3,スライダー,128km/h,ボール  [ワンバウンド],西 純矢,島内 宏明,4-1
4,ストレート,145km/h,空振り,西 純矢,島内 宏明,4-1
5,ストレート,147km/h,ボール,西 純矢,島内 宏明,4-1
6,フォーク,143km/h,四球  [ワンバウンド],西 純矢,島内 宏明,4-1
1,ストレート,144km/h,ファウル,西 純矢,渡邊 佳明,4-1
2,ツーシーム,146km/h,一失  [バウンド高い],西 純矢,渡邊 佳明,4-1
1,スライダー,127km/h,見逃し,西 純矢,辰己 涼介,4-1
2,ストレート,146km/h,ボール,西 純矢,辰己 涼介,4-1
3,カーブ,122km/h,右飛  [タッチアップ],西 純矢,辰己 涼介,4-1
1,スライダー,127km/h,見逃し,西 純矢,マルモレホス,4-1
2,ストレート,146km/h,ボール,西 純矢,マルモレホス,4-1
3,フォーク,140km/h,左飛,西 純矢,マルモレホス,4-1
1,シュート,134km/h,見逃し,辛島 航,北條 史也,4-1
2,チェンジアップ,122km/h,三ゴロ  [引っかけ],辛島 航,北條 史也,4-1
1,カーブ,-,見逃し,辛島 航,坂本 誠志郎,4-1
2,カーブ,102km/h,ボール,辛島 航,坂本 誠志郎,4-1
3,チェンジアップ,119km/h,見逃し,辛島 航,坂本 誠志郎,4-1
4,ストレート,137km/h,ボール,辛島 航,坂本 誠志郎,4-1
5,チェンジアップ,117km/h,二ゴロ,辛島 航,坂本 誠志郎,4-1
1,スライダー,-,見逃し,辛島 航,近本 光司,4-1
2,スライダー,120km/h,ボール  [ワンバウンド],辛島 航,近本 光司,4-1
3,チェンジアップ,-,遊ゴロ,辛島 航,近本 光司,4-1
1,ストレート,149km/h,ボール,加治屋 蓮,太田 光,4-1
2,ストレート,147km/h,ボール,加治屋 蓮,太田 光,4-1
3,ストレート,-,見逃し,加治屋 蓮,太田 光,4-1
4,ストレート,149km/h,ボール,加治屋 蓮,太田 光,4-1
5,ストレート,146km/h,四球,加治屋 蓮,太田 光,4-1
1,ストレート,146km/h,ファウル  [バントファウル],加治屋 蓮,武藤 敦貴,4-1
2,ストレート,147km/h,投ゴロ  [バント失敗],加治屋 蓮,武藤 敦貴,4-1
1,カーブ,128km/h,ボール  [ワンバウンド],加治屋 蓮,西川 遥輝,4-1
2,ストレート,149km/h,ボール,加治屋 蓮,西川 遥輝,4-1
3,ストレート,150km/h,中飛,加治屋 蓮,西川 遥輝,4-1
1,ストレート,147km/h,ボール,加治屋 蓮,小深田 大翔,4-1
2,カットボール,145km/h,ボール,加治屋 蓮,小深田 大翔,4-1
3,ストレート,146km/h,ボール,加治屋 蓮,小深田 大翔,4-1
4,ストレート,148km/h,四球,加治屋 蓮,小深田 大翔,4-1
1,カットボール,143km/h,ファウル,加治屋 蓮,浅村 栄斗,4-1
2,カットボール,142km/h,遊ゴロ  [バットの先],加治屋 蓮,浅村 栄斗,4-1
1,スライダー,130km/h,ボール,鈴木 翔天,中野 拓夢,4-1
2,ストレート,149km/h,ファウル,鈴木 翔天,中野 拓夢,4-1
3,スライダー,133km/h,空振り  [ワンバウンド],鈴木 翔天,中野 拓夢,4-1
4,スライダー,136km/h,投ゴロ  [バットの先、当てただけ],鈴木 翔天,中野 拓夢,4-1
1,シンカー,140km/h,三ゴロ  [逆シングル、ダイビングキャッチ、好プレイ],鈴木 翔天,原口 文仁,4-1
1,スライダー,132km/h,見逃し,鈴木 翔天,佐藤 輝明,4-1
2,スライダー,135km/h,ファウル,鈴木 翔天,佐藤 輝明,4-1
3,スライダー,137km/h,ボール  [ハーフスイング],鈴木 翔天,佐藤 輝明,4-1
4,ストレート,152km/h,空三振  [高めのつり球を要求],鈴木 翔天,佐藤 輝明,4-1
1,ストレート,153km/h,二ゴロ,齋藤 友貴哉,島内 宏明,4-1
1,ストレート,153km/h,見逃し  [セーフティバント、バント構え],齋藤 友貴哉,渡邊 佳明,4-1
2,ストレート,155km/h,中安,齋藤 友貴哉,渡邊 佳明,4-1
1,ストレート,155km/h,ファウル,齋藤 友貴哉,辰己 涼介,4-1
2,ストレート,155km/h,ファウル,齋藤 友貴哉,辰己 涼介,4-1
3,スプリット,149km/h,死球  [ワンバウンド],齋藤 友貴哉,辰己 涼介,4-1
1,スライダー,137km/h,ボール,齋藤 友貴哉,マルモレホス,4-1
2,ストレート,154km/h,ボール,齋藤 友貴哉,マルモレホス,4-1
3,ストレート,153km/h,中飛  [高々と舞い上がる、タッチアップ],齋藤 友貴哉,マルモレホス,4-1
1,ストレート,-,ボール,齋藤 友貴哉,太田 光,4-1
2,ストレート,156km/h,見逃し  [送球できず],齋藤 友貴哉,太田 光,4-1
1,ストレート,-,ボール,齋藤 友貴哉,太田 光,4-1
2,ストレート,156km/h,見逃し  [送球できず],齋藤 友貴哉,太田 光,4-1
3,スライダー,141km/h,ボール  [ワンバウンド],齋藤 友貴哉,太田 光,4-1
4,ストレート,157km/h,空振り  [ファウルチップ],齋藤 友貴哉,太田 光,4-1
5,ストレート,154km/h,ファウル,齋藤 友貴哉,太田 光,4-1
6,ストレート,156km/h,死球,齋藤 友貴哉,太田 光,4-1
1,ストレート,156km/h,見逃し,齋藤 友貴哉,銀次,6-1
2,ストレート,155km/h,左安,齋藤 友貴哉,銀次,6-1
1,ストレート,154km/h,見逃し,齋藤 友貴哉,西川 遥輝,6-1
2,スライダー,139km/h,ボール,齋藤 友貴哉,西川 遥輝,6-1
3,スプリット,149km/h,見逃し,齋藤 友貴哉,西川 遥輝,6-1
4,スプリット,148km/h,遊ゴロ,齋藤 友貴哉,西川 遥輝,6-1
1,ストレート,147km/h,ボール,安樂 智大,大山 悠輔,6-1
2,ストレート,145km/h,見逃し,安樂 智大,大山 悠輔,6-1
3,ストレート,148km/h,ボール,安樂 智大,大山 悠輔,6-1
4,チェンジアップ,-,ファウル,安樂 智大,大山 悠輔,6-1
5,チェンジアップ,128km/h,ファウル,安樂 智大,大山 悠輔,6-1
6,ストレート,149km/h,二ゴロ  [イレギュラー、打球処理もたつく],安樂 智大,大山 悠輔,6-1
1,ストレート,147km/h,見逃し,安樂 智大,糸原 健斗,6-1
2,スライダー,134km/h,ボール  [ワンバウンド],安樂 智大,糸原 健斗,6-1
3,ストレート,148km/h,ボール,安樂 智大,糸原 健斗,6-1
4,チェンジアップ,132km/h,投ゴロ  [バウンド高い],安樂 智大,糸原 健斗,6-1
1,ストレート,148km/h,投ゴロ  [投手のグラブを弾く],安樂 智大,小野寺 暖,6-1
1,ストレート,145km/h,見逃し,石井 大智,小深田 大翔,6-1
2,ストレート,144km/h,ボール,石井 大智,小深田 大翔,6-1
3,スライダー,141km/h,ファウル  [ライン際],石井 大智,小深田 大翔,6-1
4,シンカー,127km/h,ボール  [ワンバウンド],石井 大智,小深田 大翔,6-1
5,ナックルカーブ,116km/h,ファウル,石井 大智,小深田 大翔,6-1
6,ストレート,148km/h,ファウル,石井 大智,小深田 大翔,6-1
7,ストレート,147km/h,ファウル,石井 大智,小深田 大翔,6-1
8,ナックルカーブ,119km/h,ファウル,石井 大智,小深田 大翔,6-1
9,ストレート,148km/h,三邪飛  [詰り],石井 大智,小深田 大翔,6-1
1,ナックルカーブ,118km/h,空振り,石井 大智,浅村 栄斗,6-1
2,ナックルカーブ,122km/h,見逃し,石井 大智,浅村 栄斗,6-1
3,ストレート,148km/h,ボール,石井 大智,浅村 栄斗,6-1
4,ストレート,150km/h,見三振  [構えたところにズバリ、全く反応できず],石井 大智,浅村 栄斗,6-1
1,シンカー,128km/h,ボール  [ワンバウンド],石井 大智,島内 宏明,6-1
2,ストレート,149km/h,見逃し,石井 大智,島内 宏明,6-1
3,スライダー,141km/h,ファウル,石井 大智,島内 宏明,6-1
4,ストレート,149km/h,ボール,石井 大智,島内 宏明,6-1
5,ナックルカーブ,118km/h,二ゴロ,石井 大智,島内 宏明,6-1
1,チェンジアップ,132km/h,ボール,宋 家豪,髙山 俊,6-1
2,ストレート,148km/h,見逃し,宋 家豪,髙山 俊,6-1
3,チェンジアップ,-,ボール  [ワンバウンド],宋 家豪,髙山 俊,6-1
4,スライダー,135km/h,左飛,宋 家豪,髙山 俊,6-1
1,スライダー,137km/h,見逃し,宋 家豪,片山 雄哉,6-1
2,チェンジアップ,136km/h,空振り,宋 家豪,片山 雄哉,6-1
3,ストレート,149km/h,ボール,宋 家豪,片山 雄哉,6-1
4,ストレート,149km/h,ファウル,宋 家豪,片山 雄哉,6-1
5,チェンジアップ,137km/h,空三振,宋 家豪,片山 雄哉,6-1
1,カーブ,119km/h,ボール,宋 家豪,近本 光司,6-1
2,ストレート,149km/h,ボール,宋 家豪,近本 光司,6-1
3,ストレート,148km/h,ボール,宋 家豪,近本 光司,6-1
4,ストレート,147km/h,見逃し,宋 家豪,近本 光司,6-1
5,ストレート,144km/h,見逃し,宋 家豪,近本 光司,6-1
6,ストレート,148km/h,四球,宋 家豪,近本 光司,6-1
1,ストレート,145km/h,中安,宋 家豪,中野 拓夢,6-1
1,ストレート,146km/h,ボール,宋 家豪,原口 文仁,6-1
2,ストレート,148km/h,ファウル  [自打球],宋 家豪,原口 文仁,6-1
3,チェンジアップ,134km/h,空振り,宋 家豪,原口 文仁,6-1
4,ストレート,-,ファウル,宋 家豪,原口 文仁,6-1
5,チェンジアップ,136km/h,ボール  [ワンバウンド],宋 家豪,原口 文仁,6-1
6,チェンジアップ,136km/h,空三振,宋 家豪,原口 文仁,6-1
1,ストレート,140km/h,左飛,石井 大智,渡邊 佳明,6-1
1,ストレート,145km/h,見逃し,石井 大智,辰己 涼介,6-1
2,ストレート,147km/h,ボール,石井 大智,辰己 涼介,6-1
3,ストレート,145km/h,ボール,石井 大智,辰己 涼介,6-1
4,スライダー,-,見逃し,石井 大智,辰己 涼介,6-1
5,ストレート,148km/h,ボール,石井 大智,辰己 涼介,6-1
6,ナックルカーブ,-,四球,石井 大智,辰己 涼介,6-1
1,シンカー,128km/h,見逃し,石井 大智,田中 和基,6-1
2,ストレート,147km/h,ファウル,石井 大智,田中 和基,6-1
3,シンカー,128km/h,空三振  [泳ぎ],石井 大智,田中 和基,6-1
1,スライダー,140km/h,空振り,石井 大智,太田 光,6-1
2,ストレート,147km/h,ボール,石井 大智,太田 光,6-1
3,スライダー,142km/h,ファウル,石井 大智,太田 光,6-1
4,ストレート,148km/h,ファウル,石井 大智,太田 光,6-1
5,シンカー,129km/h,ファウル,石井 大智,太田 光,6-1
6,ストレート,148km/h,見三振  [構えたところにズバリ],石井 大智,太田 光,6-1
1,ストレート,149km/h,ボール,松井 裕樹,佐藤 輝明,6-1
2,ストレート,148km/h,見逃し,松井 裕樹,佐藤 輝明,6-1
3,スライダー,138km/h,遊飛  [バットの先],松井 裕樹,佐藤 輝明,6-1
1,フォーク,140km/h,空振り,松井 裕樹,大山 悠輔,6-1
2,フォーク,140km/h,ボール,松井 裕樹,大山 悠輔,6-1
3,カーブ,123km/h,左安,松井 裕樹,大山 悠輔,6-1
1,ストレート,148km/h,ボール,松井 裕樹,糸原 健斗,6-1
2,ストレート,144km/h,二ゴロ  [投手のグラブを弾く],松井 裕樹,糸原 健斗,6-1
1,フォーク,140km/h,ボール,松井 裕樹,熊谷 敬宥,6-1
2,ストレート,147km/h,空振り  [ファウルチップ],松井 裕樹,熊谷 敬宥,6-1
3,ストレート,149km/h,空振り,松井 裕樹,熊谷 敬宥,6-1
4,ストレート,150km/h,ファウル,松井 裕樹,熊谷 敬宥,6-1
5,フォーク,142km/h,ファウル,松井 裕樹,熊谷 敬宥,6-1
6,ストレート,150km/h,空三振,松井 裕樹,熊谷 敬宥,6-1
1,チェンジアップ,131km/h,左安,遠藤 淳志,髙部 瑛斗,0-0
1,ストレート,140km/h,見逃し,遠藤 淳志,中村 奨吾,0-0
2,ストレート,138km/h,ボール,遠藤 淳志,中村 奨吾,0-0
3,ストレート,141km/h,ファウル  [ランエンドヒット],遠藤 淳志,中村 奨吾,0-0
4,チェンジアップ,128km/h,ファウル  [ランエンドヒット],遠藤 淳志,中村 奨吾,0-0
5,ストレート,141km/h,遊併打,遠藤 淳志,中村 奨吾,0-0
1,ストレート,143km/h,見逃し,遠藤 淳志,マーティン,0-0
2,ストレート,141km/h,右飛  [詰り、バット折れる],遠藤 淳志,マーティン,0-0
1,ストレート,141km/h,見逃し,小島 和哉,野間 峻祥,0-0
2,ストレート,143km/h,見逃し,小島 和哉,野間 峻祥,0-0
3,スライダー,122km/h,ボール,小島 和哉,野間 峻祥,0-0
4,カットボール,134km/h,空三振,小島 和哉,野間 峻祥,0-0
1,ストレート,144km/h,ボール,小島 和哉,菊池 涼介,0-0
2,シュート,143km/h,ボール,小島 和哉,菊池 涼介,0-0
3,ストレート,142km/h,左２  [ライン際],小島 和哉,菊池 涼介,0-0
1,カットボール,132km/h,中飛  [スライディングキャッチ],小島 和哉,西川 龍馬,0-0
1,ストレート,143km/h,見逃し,小島 和哉,マクブルーム,0-0
2,シュート,143km/h,ボール,小島 和哉,マクブルーム,0-0
3,チェンジアップ,132km/h,投ゴロ  [ボテボテ],小島 和哉,マクブルーム,0-0
1,カーブ,113km/h,見逃し,遠藤 淳志,レアード,0-0
2,ストレート,142km/h,ファウル,遠藤 淳志,レアード,0-0
3,スライダー,127km/h,ボール  [ワンバウンド],遠藤 淳志,レアード,0-0
4,チェンジアップ,131km/h,ボール  [ワンバウンド],遠藤 淳志,レアード,0-0
5,カーブ,115km/h,ボール  [ワンバウンド],遠藤 淳志,レアード,0-0
6,スライダー,122km/h,二飛,遠藤 淳志,レアード,0-0
1,カーブ,115km/h,見逃し,遠藤 淳志,岡 大海,1-0
2,カーブ,116km/h,ボール,遠藤 淳志,岡 大海,1-0
3,スライダー,127km/h,ボール,遠藤 淳志,岡 大海,1-0
4,ストレート,142km/h,中本  [バックスクリーン右],遠藤 淳志,岡 大海,1-0
1,チェンジアップ,131km/h,ボール,遠藤 淳志,エチェバリア,1-0
2,スライダー,127km/h,見逃し,遠藤 淳志,エチェバリア,1-0
3,カーブ,-,空振り,遠藤 淳志,エチェバリア,1-0
4,チェンジアップ,134km/h,遊ゴロ  [逆シングル、送球がバウンド],遠藤 淳志,エチェバリア,1-0
1,ストレート,145km/h,ファウル,遠藤 淳志,安田 尚憲,1-0
2,ストレート,143km/h,見逃し,遠藤 淳志,安田 尚憲,1-0
3,ストレート,143km/h,ファウル,遠藤 淳志,安田 尚憲,1-0
4,チェンジアップ,132km/h,右飛,遠藤 淳志,安田 尚憲,1-0
1,スライダー,116km/h,ボール,小島 和哉,坂倉 将吾,1-0
2,カットボール,134km/h,ファウル,小島 和哉,坂倉 将吾,1-0
3,カットボール,134km/h,空振り,小島 和哉,坂倉 将吾,1-0
4,カットボール,137km/h,二失,小島 和哉,坂倉 将吾,1-0
1,ストレート,143km/h,ボール,小島 和哉,小園 海斗,1-0
2,カットボール,135km/h,ボール,小島 和哉,小園 海斗,1-0
3,カットボール,135km/h,右安,小島 和哉,小園 海斗,1-0
1,ストレート,142km/h,ボール,小島 和哉,宇草 孔基,1-0
2,スライダー,120km/h,空振り,小島 和哉,宇草 孔基,1-0
3,ストレート,144km/h,ファウル,小島 和哉,宇草 孔基,1-0
4,ストレート,145km/h,二安  [バウンド高い、送球できず],小島 和哉,宇草 孔基,1-0
1,チェンジアップ,134km/h,ボール,小島 和哉,磯村 嘉孝,1-1
2,チェンジアップ,134km/h,ボール,小島 和哉,磯村 嘉孝,1-1
3,ストレート,143km/h,見逃し,小島 和哉,磯村 嘉孝,1-1
4,チェンジアップ,133km/h,ボール,小島 和哉,磯村 嘉孝,1-1
5,ストレート,140km/h,四球,小島 和哉,磯村 嘉孝,1-1
1,ストレート,143km/h,ファウル,小島 和哉,遠藤 淳志,1-1
2,シュート,145km/h,ボール,小島 和哉,遠藤 淳志,1-1
3,チェンジアップ,132km/h,見逃し,小島 和哉,遠藤 淳志,1-1
4,ストレート,144km/h,投併打  [投手直撃],小島 和哉,遠藤 淳志,1-1
1,スライダー,121km/h,見逃し,小島 和哉,野間 峻祥,1-1
2,カットボール,136km/h,ボール,小島 和哉,野間 峻祥,1-1
3,カットボール,135km/h,二ゴロ,小島 和哉,野間 峻祥,1-1
1,ストレート,143km/h,見逃し,遠藤 淳志,柿沼 友哉,1-1
2,スライダー,126km/h,ボール,遠藤 淳志,柿沼 友哉,1-1
3,ストレート,144km/h,ファウル,遠藤 淳志,柿沼 友哉,1-1
4,カーブ,116km/h,ファウル,遠藤 淳志,柿沼 友哉,1-1
5,スライダー,126km/h,ボール  [ハーフスイング],遠藤 淳志,柿沼 友哉,1-1
6,ストレート,144km/h,中飛,遠藤 淳志,柿沼 友哉,1-1
1,ストレート,141km/h,ボール,遠藤 淳志,小島 和哉,1-1
2,ストレート,142km/h,ボール,遠藤 淳志,小島 和哉,1-1
3,ストレート,141km/h,ボール,遠藤 淳志,小島 和哉,1-1
4,ストレート,143km/h,四球,遠藤 淳志,小島 和哉,1-1
1,チェンジアップ,130km/h,ボール,遠藤 淳志,髙部 瑛斗,1-1
2,スライダー,123km/h,二併打  [好判断],遠藤 淳志,髙部 瑛斗,1-1
1,ストレート,143km/h,ファウル,小島 和哉,菊池 涼介,1-1
2,カットボール,129km/h,空振り,小島 和哉,菊池 涼介,1-1
3,チェンジアップ,131km/h,遊ゴロ,小島 和哉,菊池 涼介,1-1
1,ストレート,144km/h,見逃し,小島 和哉,西川 龍馬,1-1
2,カットボール,135km/h,ボール,小島 和哉,西川 龍馬,1-1
3,カットボール,137km/h,見逃し,小島 和哉,西川 龍馬,1-1
4,スライダー,124km/h,ボール  [ワンバウンド],小島 和哉,西川 龍馬,1-1
5,ストレート,143km/h,ボール,小島 和哉,西川 龍馬,1-1
6,カットボール,134km/h,ファウル,小島 和哉,西川 龍馬,1-1
7,カットボール,137km/h,三ゴロ,小島 和哉,西川 龍馬,1-1
1,チェンジアップ,134km/h,ボール  [ワンバウンド],小島 和哉,マクブルーム,1-1
2,チェンジアップ,135km/h,ボール  [ワンバウンド],小島 和哉,マクブルーム,1-1
3,チェンジアップ,134km/h,空振り,小島 和哉,マクブルーム,1-1
4,ストレート,143km/h,右２,小島 和哉,マクブルーム,1-1
1,ストレート,145km/h,ファウル,小島 和哉,坂倉 将吾,1-1
2,スライダー,121km/h,ボール,小島 和哉,坂倉 将吾,1-1
