投球数,球種,球速,結果,投手,打者,スコア,アウトカウント
4,ストレート,148km/h,ボール,戸郷 翔征,楠本 泰史,0-1,●●●
5,フォーク,136km/h,ボール  [ワンバウンド],戸郷 翔征,楠本 泰史,0-1,●●●
6,スライダー,134km/h,ファウル,戸郷 翔征,楠本 泰史,0-1,●●●
7,フォーク,136km/h,ボール  [ワンバウンド],戸郷 翔征,楠本 泰史,0-1,●●●
8,ストレート,149km/h,右飛  [フェンスギリギリ、ジャンピングキャッチ、好プレイ],戸郷 翔征,楠本 泰史,0-1,●●●
1,ストレート,146km/h,見逃し,今永 昇太,中田 翔,0-1,●
2,チェンジアップ,133km/h,右飛,今永 昇太,中田 翔,0-1,●
1,カーブ,112km/h,三飛,今永 昇太,岡本 和真,0-1,●●
1,ストレート,147km/h,ボール,今永 昇太,ポランコ,0-1,●●●
2,ストレート,147km/h,見逃し,今永 昇太,ポランコ,0-1,●●●
3,カットボール,140km/h,ファウル,今永 昇太,ポランコ,0-1,●●●
4,スライダー,125km/h,二ゴロ  [バットの先],今永 昇太,ポランコ,0-1,●●●
1,カーブ,129km/h,死球,戸郷 翔征,嶺井 博希,0-1,
1,ストレート,147km/h,ボール,戸郷 翔征,柴田 竜拓,0-1,●
2,ストレート,147km/h,見逃し  [セーフティバント、バント構え],戸郷 翔征,柴田 竜拓,0-1,●
3,スライダー,131km/h,ファウル,戸郷 翔征,柴田 竜拓,0-1,●
4,ストレート,146km/h,ファウル,戸郷 翔征,柴田 竜拓,0-1,●
5,ストレート,147km/h,ファウル,戸郷 翔征,柴田 竜拓,0-1,●
6,カーブ,130km/h,ボール  [ワンバウンド],戸郷 翔征,柴田 竜拓,0-1,●
7,フォーク,138km/h,二ゴロ  [ランエンドヒット],戸郷 翔征,柴田 竜拓,0-1,●
1,ストレート,146km/h,投犠打  [セーフティバント],戸郷 翔征,今永 昇太,0-1,●●
1,フォーク,136km/h,ボール,戸郷 翔征,関根 大気,0-1,●●
2,ストレート,147km/h,見逃し,戸郷 翔征,関根 大気,0-1,●●
3,ストレート,147km/h,ボール,戸郷 翔征,関根 大気,0-1,●●
4,フォーク,136km/h,ボール,戸郷 翔征,関根 大気,0-1,●●
5,スライダー,132km/h,四球,戸郷 翔征,関根 大気,0-1,●●
1,ストレート,148km/h,ボール,戸郷 翔征,森 敬斗,0-1,●●●
2,ストレート,147km/h,見逃し,戸郷 翔征,森 敬斗,0-1,●●●
3,ストレート,146km/h,ボール,戸郷 翔征,森 敬斗,0-1,●●●
4,ストレート,147km/h,空振り,戸郷 翔征,森 敬斗,0-1,●●●
5,ストレート,147km/h,ボール,戸郷 翔征,森 敬斗,0-1,●●●
6,ストレート,149km/h,ファウル,戸郷 翔征,森 敬斗,0-1,●●●
7,ストレート,148km/h,ファウル,戸郷 翔征,森 敬斗,0-1,●●●
8,スライダー,133km/h,空三振,戸郷 翔征,森 敬斗,0-1,●●●
1,ストレート,145km/h,見逃し,今永 昇太,ウォーカー,0-1,●
2,カーブ,92km/h,ファウル,今永 昇太,ウォーカー,0-1,●
3,ストレート,148km/h,ボール,今永 昇太,ウォーカー,0-1,●
4,ストレート,147km/h,空三振,今永 昇太,ウォーカー,0-1,●
1,カットボール,141km/h,ボール,今永 昇太,大城 卓三,0-1,●●
2,ストレート,147km/h,遊飛,今永 昇太,大城 卓三,0-1,●●
1,ストレート,146km/h,見逃し,今永 昇太,戸郷 翔征,0-1,●●●
2,ストレート,148km/h,空振り,今永 昇太,戸郷 翔征,0-1,●●●
3,ストレート,148km/h,ファウル,今永 昇太,戸郷 翔征,0-1,●●●
4,チェンジアップ,136km/h,ファウル,今永 昇太,戸郷 翔征,0-1,●●●
5,ストレート,147km/h,ファウル,今永 昇太,戸郷 翔征,0-1,●●●
6,カーブ,115km/h,ファウル,今永 昇太,戸郷 翔征,0-1,●●●
7,ストレート,148km/h,ファウル,今永 昇太,戸郷 翔征,0-1,●●●
8,ストレート,147km/h,ボール,今永 昇太,戸郷 翔征,0-1,●●●
9,チェンジアップ,132km/h,空三振,今永 昇太,戸郷 翔征,0-1,●●●
1,スライダー,132km/h,ボール  [ワンバウンド],戸郷 翔征,佐野 恵太,0-1,●
2,スライダー,133km/h,ボール  [ワンバウンド],戸郷 翔征,佐野 恵太,0-1,●
3,ストレート,150km/h,中飛,戸郷 翔征,佐野 恵太,0-1,●
1,ストレート,150km/h,ファウル,戸郷 翔征,牧 秀悟,0-1,●●
2,ストレート,150km/h,左飛,戸郷 翔征,牧 秀悟,0-1,●●
1,スライダー,133km/h,見逃し,戸郷 翔征,ソト,0-1,●●●
2,フォーク,138km/h,ボール  [ワンバウンド],戸郷 翔征,ソト,0-1,●●●
3,フォーク,138km/h,空振り,戸郷 翔征,ソト,0-1,●●●
4,フォーク,138km/h,空三振  [ハーフスイング],戸郷 翔征,ソト,0-1,●●●
1,ストレート,147km/h,見逃し,今永 昇太,吉川 尚輝,0-1,●
2,ストレート,146km/h,ファウル  [止めたバットに当たる],今永 昇太,吉川 尚輝,0-1,●
3,カットボール,138km/h,ボール,今永 昇太,吉川 尚輝,0-1,●
4,チェンジアップ,134km/h,左飛,今永 昇太,吉川 尚輝,0-1,●
1,チェンジアップ,130km/h,見逃し,今永 昇太,坂本 勇人,0-1,●
2,ストレート,148km/h,見逃し,今永 昇太,坂本 勇人,0-1,●
3,ストレート,147km/h,左２,今永 昇太,坂本 勇人,0-1,●
1,ストレート,146km/h,一ゴロ  [痛烈な当たり],今永 昇太,丸 佳浩,0-1,●●
1,ストレート,147km/h,ボール,今永 昇太,中田 翔,0-1,●●●
2,ストレート,147km/h,ボール,今永 昇太,中田 翔,0-1,●●●
3,ストレート,148km/h,中飛,今永 昇太,中田 翔,0-1,●●●
1,ストレート,147km/h,ボール,戸郷 翔征,楠本 泰史,0-1,●
2,カーブ,127km/h,空振り,戸郷 翔征,楠本 泰史,0-1,●
3,ストレート,149km/h,見逃し,戸郷 翔征,楠本 泰史,0-1,●
4,スライダー,134km/h,中飛,戸郷 翔征,楠本 泰史,0-1,●
1,ストレート,148km/h,左安,戸郷 翔征,嶺井 博希,0-1,●
1,スライダー,130km/h,ボール,戸郷 翔征,柴田 竜拓,0-1,●●
2,ストレート,148km/h,空振り  [ハーフスイング],戸郷 翔征,柴田 竜拓,0-1,●●
3,ストレート,147km/h,ボール,戸郷 翔征,柴田 竜拓,0-1,●●
4,スライダー,132km/h,見逃し,戸郷 翔征,柴田 竜拓,0-1,●●
5,フォーク,136km/h,空三振,戸郷 翔征,柴田 竜拓,0-1,●●
1,ストレート,147km/h,ボール  [セーフティバント、バント構え],戸郷 翔征,今永 昇太,0-1,●●
2,ストレート,147km/h,見逃し,戸郷 翔征,今永 昇太,0-1,●●
3,ストレート,146km/h,ボール,戸郷 翔征,今永 昇太,0-1,●●
4,ストレート,146km/h,ボール  [ハーフスイング],戸郷 翔征,今永 昇太,0-1,●●
5,ストレート,145km/h,四球  [セーフティバント、バント構え],戸郷 翔征,今永 昇太,0-1,●●
1,ストレート,147km/h,見逃し,戸郷 翔征,関根 大気,0-1,●●●
2,ストレート,146km/h,ファウル,戸郷 翔征,関根 大気,0-1,●●●
3,フォーク,137km/h,ファウル,戸郷 翔征,関根 大気,0-1,●●●
4,ストレート,148km/h,ボール  [高めのつり球を要求、ハーフスイング],戸郷 翔征,関根 大気,0-1,●●●
5,フォーク,137km/h,ボール  [ワンバウンド],戸郷 翔征,関根 大気,0-1,●●●
6,フォーク,138km/h,空三振,戸郷 翔征,関根 大気,0-1,●●●
1,チェンジアップ,130km/h,右飛,今永 昇太,岡本 和真,0-1,●
1,スライダー,122km/h,見逃し,今永 昇太,ポランコ,0-1,●●
2,カーブ,119km/h,ファウル,今永 昇太,ポランコ,0-1,●●
3,ストレート,147km/h,ファウル,今永 昇太,ポランコ,0-1,●●
4,ストレート,147km/h,ファウル  [高めのつり球を要求],今永 昇太,ポランコ,0-1,●●
5,ストレート,147km/h,ボール,今永 昇太,ポランコ,0-1,●●
6,ストレート,148km/h,ボール,今永 昇太,ポランコ,0-1,●●
7,カットボール,139km/h,三直,今永 昇太,ポランコ,0-1,●●
1,カーブ,92km/h,ボール,今永 昇太,ウォーカー,0-1,●●
2,チェンジアップ,134km/h,ボール  [ワンバウンド],今永 昇太,ウォーカー,0-1,●●
3,ストレート,148km/h,見逃し,今永 昇太,ウォーカー,0-1,●●
4,ストレート,149km/h,ボール,今永 昇太,ウォーカー,0-1,●●
5,ストレート,149km/h,ファウル,今永 昇太,ウォーカー,0-1,●●
6,ストレート,149km/h,ファウル,今永 昇太,ウォーカー,0-1,●●
7,ストレート,149km/h,四球,今永 昇太,ウォーカー,0-1,●●
1,ストレート,148km/h,ボール,今永 昇太,大城 卓三,0-1,●●●
2,スライダー,122km/h,ボール,今永 昇太,大城 卓三,0-1,●●●
3,ストレート,146km/h,ファウル,今永 昇太,大城 卓三,0-1,●●●
4,ストレート,149km/h,中飛,今永 昇太,大城 卓三,0-1,●●●
1,カーブ,124km/h,遊ゴロ  [バットの先、送球がバウンド],戸郷 翔征,森 敬斗,0-1,●
1,ストレート,147km/h,ボール,戸郷 翔征,佐野 恵太,0-1,●●
2,カーブ,128km/h,見逃し,戸郷 翔征,佐野 恵太,0-1,●●
3,ストレート,148km/h,見逃し,戸郷 翔征,佐野 恵太,0-1,●●
4,フォーク,135km/h,ボール  [ワンバウンド],戸郷 翔征,佐野 恵太,0-1,●●
5,カーブ,129km/h,ファウル,戸郷 翔征,佐野 恵太,0-1,●●
6,フォーク,138km/h,ボール  [ワンバウンド],戸郷 翔征,佐野 恵太,0-1,●●
7,フォーク,137km/h,一ゴロ  [バットの先],戸郷 翔征,佐野 恵太,0-1,●●
1,ストレート,149km/h,見逃し,戸郷 翔征,牧 秀悟,0-1,●●●
2,ストレート,148km/h,ファウル,戸郷 翔征,牧 秀悟,0-1,●●●
3,フォーク,138km/h,空三振,戸郷 翔征,牧 秀悟,0-1,●●●
1,ストレート,146km/h,ボール,今永 昇太,増田 陸,0-1,●
2,ストレート,147km/h,ファウル,今永 昇太,増田 陸,0-1,●
3,チェンジアップ,132km/h,ファウル,今永 昇太,増田 陸,0-1,●
4,ストレート,148km/h,ボール  [ワンバウンド],今永 昇太,増田 陸,0-1,●
5,チェンジアップ,135km/h,ファウル,今永 昇太,増田 陸,0-1,●
6,チェンジアップ,135km/h,空三振,今永 昇太,増田 陸,0-1,●
1,スライダー,121km/h,ファウル,今永 昇太,吉川 尚輝,0-1,●●
2,ストレート,148km/h,ファウル,今永 昇太,吉川 尚輝,0-1,●●
3,チェンジアップ,129km/h,中飛,今永 昇太,吉川 尚輝,0-1,●●
1,ストレート,147km/h,見逃し,今永 昇太,坂本 勇人,0-1,●●●
2,カーブ,116km/h,ボール  [ワンバウンド],今永 昇太,坂本 勇人,0-1,●●●
3,カットボール,138km/h,見逃し,今永 昇太,坂本 勇人,0-1,●●●
4,カーブ,120km/h,ボール  [ワンバウンド],今永 昇太,坂本 勇人,0-1,●●●
5,ストレート,147km/h,空三振,今永 昇太,坂本 勇人,0-1,●●●
1,スライダー,129km/h,見逃し,デラロサ,ソト,0-1,●
2,ストレート,154km/h,ファウル  [ライン際],デラロサ,ソト,0-1,●
3,ストレート,156km/h,右飛  [痛烈な当たり],デラロサ,ソト,0-1,●
1,ストレート,152km/h,見逃し,デラロサ,楠本 泰史,0-1,●●
2,ストレート,154km/h,ボール,デラロサ,楠本 泰史,0-1,●●
3,チェンジアップ,139km/h,空振り,デラロサ,楠本 泰史,0-1,●●
4,スライダー,131km/h,空三振,デラロサ,楠本 泰史,0-1,●●
1,カットボール,141km/h,見逃し,デラロサ,嶺井 博希,0-1,●●●
2,スライダー,128km/h,見逃し,デラロサ,嶺井 博希,0-1,●●●
3,スライダー,136km/h,空三振,デラロサ,嶺井 博希,0-1,●●●
1,カットボール,136km/h,見逃し,今永 昇太,丸 佳浩,0-1,●
2,ストレート,146km/h,二ゴロ,今永 昇太,丸 佳浩,0-1,●
1,カーブ,110km/h,ボール,今永 昇太,中田 翔,0-1,●●
2,ストレート,146km/h,三飛  [詰り、高々と舞い上がる],今永 昇太,中田 翔,0-1,●●
1,ストレート,145km/h,左安,今永 昇太,岡本 和真,0-1,●●
1,ストレート,144km/h,ボール  [高めのつり球を要求],今永 昇太,ポランコ,0-1,●●
2,スライダー,122km/h,空振り,今永 昇太,ポランコ,0-1,●●
3,ストレート,145km/h,ボール,今永 昇太,ポランコ,0-1,●●
4,ストレート,145km/h,ボール,今永 昇太,ポランコ,0-1,●●
5,ストレート,145km/h,四球,今永 昇太,ポランコ,0-1,●●
1,ストレート,144km/h,見逃し,今永 昇太,ウォーカー,0-1,●●●
2,カーブ,88km/h,ボール,今永 昇太,ウォーカー,0-1,●●●
3,ストレート,146km/h,ファウル,今永 昇太,ウォーカー,0-1,●●●
4,チェンジアップ,133km/h,ボール  [ワンバウンド],今永 昇太,ウォーカー,0-1,●●●
5,ストレート,147km/h,ボール,今永 昇太,ウォーカー,0-1,●●●
6,ストレート,147km/h,ファウル,今永 昇太,ウォーカー,0-1,●●●
7,ストレート,148km/h,ファウル,今永 昇太,ウォーカー,0-1,●●●
8,ストレート,149km/h,中飛,今永 昇太,ウォーカー,0-1,●●●
1,カットボール,138km/h,ボール,クロール,柴田 竜拓,0-1,●
2,ストレート,148km/h,見逃し,クロール,柴田 竜拓,0-1,●
3,ストレート,149km/h,見逃し,クロール,柴田 竜拓,0-1,●
4,カットボール,139km/h,遊ゴロ,クロール,柴田 竜拓,0-1,●
1,ストレート,151km/h,見逃し,クロール,オースティン,0-1,●●
2,ナックルカーブ,127km/h,見逃し,クロール,オースティン,0-1,●●
3,チェンジアップ,138km/h,三ゴロ  [バットの先],クロール,オースティン,0-1,●●
1,ストレート,151km/h,ボール  [ワンバウンド],クロール,関根 大気,0-1,●●
2,ストレート,150km/h,ボール,クロール,関根 大気,0-1,●●
3,カットボール,138km/h,ボール,クロール,関根 大気,0-1,●●
4,ストレート,146km/h,見逃し,クロール,関根 大気,0-1,●●
5,ストレート,150km/h,四球  [投手バランスを崩す],クロール,関根 大気,0-1,●●
1,ストレート,147km/h,見逃し,クロール,森 敬斗,0-1,●●●
2,カットボール,141km/h,見逃し,クロール,森 敬斗,0-1,●●●
1,ストレート,154km/h,見逃し,入江 大生,大城 卓三,0-1,●
2,ストレート,155km/h,ボール,入江 大生,大城 卓三,0-1,●
3,ストレート,150km/h,空振り  [ハーフスイング],入江 大生,大城 卓三,0-1,●
4,フォーク,146km/h,ボール  [ワンバウンド],入江 大生,大城 卓三,0-1,●
5,フォーク,142km/h,遊ゴロ,入江 大生,大城 卓三,0-1,●
1,ストレート,153km/h,見逃し,入江 大生,重信 慎之介,0-1,●●
2,フォーク,143km/h,ボール,入江 大生,重信 慎之介,0-1,●●
3,ストレート,153km/h,遊ゴロ,入江 大生,重信 慎之介,0-1,●●
1,ストレート,155km/h,ファウル,入江 大生,吉川 尚輝,0-1,●●●
2,ストレート,153km/h,空振り  [ハーフスイング],入江 大生,吉川 尚輝,0-1,●●●
3,フォーク,148km/h,ボール  [ワンバウンド、帽子が飛ぶ],入江 大生,吉川 尚輝,0-1,●●●
4,スライダー,136km/h,空三振,入江 大生,吉川 尚輝,0-1,●●●
1,スライダー,130km/h,見逃し,高梨 雄平,大和,0-1,
2,シンカー,127km/h,ボール,高梨 雄平,大和,0-1,
3,スライダー,127km/h,ファウル,高梨 雄平,大和,0-1,
4,カットボール,136km/h,ファウル,高梨 雄平,大和,0-1,
5,シュート,141km/h,ボール,高梨 雄平,大和,0-1,
6,ストレート,141km/h,ファウル,高梨 雄平,大和,0-1,
7,スライダー,129km/h,ファウル,高梨 雄平,大和,0-1,
8,スライダー,130km/h,中安,高梨 雄平,大和,0-1,
1,シュート,142km/h,左安,高梨 雄平,佐野 恵太,0-1,
1,スライダー,124km/h,空振り,高梨 雄平,牧 秀悟,0-1,
2,スライダー,124km/h,死球,高梨 雄平,牧 秀悟,0-1,
1,ストレート,154km/h,見逃し,大勢,藤田 一也,0-1,●
2,ストレート,151km/h,空振り,大勢,藤田 一也,0-1,●
3,ストレート,156km/h,空三振,大勢,藤田 一也,0-1,●
1,フォーク,137km/h,空振り  [ワンバウンド],大勢,楠本 泰史,0-1,●●
2,ストレート,155km/h,ファウル,大勢,楠本 泰史,0-1,●●
3,フォーク,139km/h,ファウル,大勢,楠本 泰史,0-1,●●
4,ストレート,153km/h,ボール  [高めのつり球を要求],大勢,楠本 泰史,0-1,●●
5,ストレート,154km/h,ファウル,大勢,楠本 泰史,0-1,●●
6,ストレート,156km/h,ボール,大勢,楠本 泰史,0-1,●●
7,フォーク,140km/h,空三振,大勢,楠本 泰史,0-1,●●
1,ストレート,155km/h,ファウル,大勢,嶺井 博希,0-1,●●●
2,ストレート,154km/h,ファウル  [自打球],大勢,嶺井 博希,0-1,●●●
3,フォーク,140km/h,空三振  [投手ガッツポーズ、捕手ガッツポーズ、好リリーフ],大勢,嶺井 博希,0-1,●●●
1,ストレート,149km/h,左安,山﨑 康晃,坂本 勇人,0-1,
1,ストレート,149km/h,ボール,山﨑 康晃,丸 佳浩,0-1,
2,ストレート,150km/h,ボール,山﨑 康晃,丸 佳浩,0-1,
3,スプリット,142km/h,ファウル,山﨑 康晃,丸 佳浩,0-1,
4,スプリット,141km/h,ボール,山﨑 康晃,丸 佳浩,0-1,
5,スプリット,142km/h,見逃し,山﨑 康晃,丸 佳浩,0-1,
6,スプリット,140km/h,四球  [ランエンドヒット],山﨑 康晃,丸 佳浩,0-1,
1,スプリット,139km/h,ボール,山﨑 康晃,中田 翔,0-1,●
2,スプリット,141km/h,見逃し,山﨑 康晃,中田 翔,0-1,●
3,ストレート,150km/h,ファウル,山﨑 康晃,中田 翔,0-1,●
4,ストレート,148km/h,左飛,山﨑 康晃,中田 翔,0-1,●
1,スプリット,144km/h,ボール,山﨑 康晃,岡本 和真,0-1,●●●
2,スプリット,143km/h,空振り,山﨑 康晃,岡本 和真,0-1,●●●
3,ストレート,151km/h,ファウル,山﨑 康晃,岡本 和真,0-1,●●●
4,ストレート,151km/h,ファウル  [ライン際の打球を見送る],山﨑 康晃,岡本 和真,0-1,●●●
5,スプリット,143km/h,三併打  [ライン際、バウンド高い],山﨑 康晃,岡本 和真,0-1,●●●
1,ストレート,-,ボール,濵口 遥大,吉川 尚輝,0-0,
2,ストレート,144km/h,左２  [フェンス直撃],濵口 遥大,吉川 尚輝,0-0,
1,ストレート,142km/h,ボール,濵口 遥大,坂本 勇人,0-0,●
2,ストレート,145km/h,ボール,濵口 遥大,坂本 勇人,0-0,●
3,ストレート,145km/h,ファウル,濵口 遥大,坂本 勇人,0-0,●
4,スライダー,132km/h,見逃し,濵口 遥大,坂本 勇人,0-0,●
5,チェンジアップ,125km/h,遊ゴロ  [泳ぎ、バットの先],濵口 遥大,坂本 勇人,0-0,●
1,ストレート,143km/h,ボール,濵口 遥大,丸 佳浩,1-0,●
2,スライダー,130km/h,ファウル,濵口 遥大,丸 佳浩,1-0,●
3,チェンジアップ,124km/h,ボール  [ワンバウンド],濵口 遥大,丸 佳浩,1-0,●
4,ストレート,144km/h,ボール,濵口 遥大,丸 佳浩,1-0,●
5,フォーク,132km/h,右安  [送球間に進塁],濵口 遥大,丸 佳浩,1-0,●
1,ストレート,144km/h,ボール,濵口 遥大,中田 翔,1-0,●●
2,ストレート,143km/h,ボール,濵口 遥大,中田 翔,1-0,●●
3,チェンジアップ,124km/h,空振り,濵口 遥大,中田 翔,1-0,●●
4,ストレート,144km/h,空振り,濵口 遥大,中田 翔,1-0,●●
5,ストレート,145km/h,ボール,濵口 遥大,中田 翔,1-0,●●
6,チェンジアップ,126km/h,ファウル,濵口 遥大,中田 翔,1-0,●●
7,ストレート,145km/h,ファウル,濵口 遥大,中田 翔,1-0,●●
8,ストレート,145km/h,一ゴロ,濵口 遥大,中田 翔,1-0,●●
1,チェンジアップ,127km/h,空振り,濵口 遥大,岡本 和真,1-0,●●●
2,ストレート,145km/h,ボール,濵口 遥大,岡本 和真,1-0,●●●
3,ストレート,145km/h,見逃し,濵口 遥大,岡本 和真,1-0,●●●
4,ストレート,144km/h,ボール,濵口 遥大,岡本 和真,1-0,●●●
5,ストレート,144km/h,ボール,濵口 遥大,岡本 和真,1-0,●●●
6,ストレート,146km/h,ファウル,濵口 遥大,岡本 和真,1-0,●●●
7,ストレート,145km/h,ファウル,濵口 遥大,岡本 和真,1-0,●●●
8,ストレート,146km/h,ファウル,濵口 遥大,岡本 和真,1-0,●●●
9,ストレート,144km/h,ファウル,濵口 遥大,岡本 和真,1-0,●●●
10,ストレート,146km/h,見三振  [全く反応できず],濵口 遥大,岡本 和真,1-0,●●●
1,ストレート,146km/h,見逃し,菅野 智之,桑原 将志,1-0,
2,スライダー,130km/h,ボール,菅野 智之,桑原 将志,1-0,
3,スライダー,132km/h,ボール,菅野 智之,桑原 将志,1-0,
4,ストレート,147km/h,ボール,菅野 智之,桑原 将志,1-0,
5,カットボール,136km/h,四球,菅野 智之,桑原 将志,1-0,
1,ストレート,146km/h,見逃し,菅野 智之,楠本 泰史,1-0,●
2,ストレート,144km/h,空振り,菅野 智之,楠本 泰史,1-0,●
3,カットボール,138km/h,ボール  [ワンバウンド],菅野 智之,楠本 泰史,1-0,●
4,ストレート,143km/h,ボール,菅野 智之,楠本 泰史,1-0,●
5,スライダー,131km/h,ファウル  [ランエンドヒット],菅野 智之,楠本 泰史,1-0,●
6,ストレート,144km/h,ファウル  [ライン際],菅野 智之,楠本 泰史,1-0,●
7,カットボール,139km/h,空三振,菅野 智之,楠本 泰史,1-0,●
1,カーブ,123km/h,ファウル,菅野 智之,佐野 恵太,1-0,●●
2,ストレート,146km/h,ボール,菅野 智之,佐野 恵太,1-0,●●
1,カーブ,123km/h,ファウル,菅野 智之,佐野 恵太,1-0,●●●
2,ストレート,146km/h,ボール,菅野 智之,佐野 恵太,1-0,●●●
3,カットボール,140km/h,ボール,菅野 智之,佐野 恵太,1-0,●●●
4,スライダー,135km/h,空振り,菅野 智之,佐野 恵太,1-0,●●●
5,フォーク,140km/h,ボール  [ワンバウンド],菅野 智之,佐野 恵太,1-0,●●●
6,カットボール,140km/h,ファウル,菅野 智之,佐野 恵太,1-0,●●●
7,ツーシーム,149km/h,遊ゴロ  [逆シングル、送球がバウンド],菅野 智之,佐野 恵太,1-0,●●●
1,ストレート,142km/h,空振り,濵口 遥大,ポランコ,1-0,
2,チェンジアップ,123km/h,ボール,濵口 遥大,ポランコ,1-0,
3,ストレート,144km/h,ボール,濵口 遥大,ポランコ,1-0,
4,ストレート,144km/h,空振り,濵口 遥大,ポランコ,1-0,
5,ストレート,145km/h,ボール,濵口 遥大,ポランコ,1-0,
6,ストレート,145km/h,中安  [グラブ弾く],濵口 遥大,ポランコ,1-0,
1,ストレート,143km/h,ボール,濵口 遥大,ウォーカー,1-0,●●
2,チェンジアップ,126km/h,ファウル,濵口 遥大,ウォーカー,1-0,●●
3,ストレート,143km/h,空振り,濵口 遥大,ウォーカー,1-0,●●
4,ストレート,143km/h,遊併打,濵口 遥大,ウォーカー,1-0,●●
1,スライダー,131km/h,見逃し,濵口 遥大,大城 卓三,1-0,●●
2,カーブ,116km/h,右安,濵口 遥大,大城 卓三,1-0,●●
1,ストレート,143km/h,ボール,濵口 遥大,菅野 智之,1-0,●●●
2,ストレート,144km/h,見逃し,濵口 遥大,菅野 智之,1-0,●●●
3,ストレート,144km/h,ボール,濵口 遥大,菅野 智之,1-0,●●●
4,チェンジアップ,125km/h,空振り,濵口 遥大,菅野 智之,1-0,●●●
5,ストレート,144km/h,空三振,濵口 遥大,菅野 智之,1-0,●●●
1,ツーシーム,145km/h,ボール,菅野 智之,牧 秀悟,1-0,●
2,ストレート,148km/h,ボール  [ハーフスイング],菅野 智之,牧 秀悟,1-0,●
3,カットボール,138km/h,ファウル,菅野 智之,牧 秀悟,1-0,●
4,ストレート,150km/h,空振り,菅野 智之,牧 秀悟,1-0,●
5,ストレート,149km/h,ボール,菅野 智之,牧 秀悟,1-0,●
6,ストレート,148km/h,ファウル,菅野 智之,牧 秀悟,1-0,●
7,スライダー,136km/h,三飛  [高々と舞い上がる],菅野 智之,牧 秀悟,1-0,●
1,ストレート,148km/h,見逃し,菅野 智之,宮﨑 敏郎,1-0,●
2,スライダー,132km/h,ファウル,菅野 智之,宮﨑 敏郎,1-0,●
3,スライダー,132km/h,ボール,菅野 智之,宮﨑 敏郎,1-0,●
4,カットボール,137km/h,右安  [泳ぎ、バットの先],菅野 智之,宮﨑 敏郎,1-0,●
1,スライダー,131km/h,中安,菅野 智之,ソト,1-0,●
1,カットボール,139km/h,ボール,菅野 智之,戸柱 恭孝,1-0,●
2,ツーシーム,146km/h,中安,菅野 智之,戸柱 恭孝,1-0,●
1,ストレート,146km/h,ファウル,菅野 智之,森 敬斗,1-0,●●
2,カットボール,140km/h,ファウル,菅野 智之,森 敬斗,1-0,●●
3,ストレート,148km/h,ボール  [高めのつり球を要求],菅野 智之,森 敬斗,1-0,●●
4,カットボール,139km/h,ファウル,菅野 智之,森 敬斗,1-0,●●
5,ストレート,146km/h,空三振,菅野 智之,森 敬斗,1-0,●●
1,スライダー,136km/h,遊ゴロ,菅野 智之,大田 泰示,1-0,●●●
1,ストレート,148km/h,ボール,ロメロ,吉川 尚輝,1-0,
2,ツーシーム,150km/h,ボール,ロメロ,吉川 尚輝,1-0,
3,ツーシーム,149km/h,ボール,ロメロ,吉川 尚輝,1-0,
4,ストレート,149km/h,見逃し,ロメロ,吉川 尚輝,1-0,
5,ストレート,148km/h,見逃し,ロメロ,吉川 尚輝,1-0,
6,ストレート,151km/h,四球,ロメロ,吉川 尚輝,1-0,
1,スライダー,135km/h,見逃し,ロメロ,坂本 勇人,1-0,
2,ツーシーム,149km/h,ファウル,ロメロ,坂本 勇人,1-0,
3,ツーシーム,150km/h,ボール,ロメロ,坂本 勇人,1-0,
4,カットボール,144km/h,ボール,ロメロ,坂本 勇人,1-0,
5,ツーシーム,149km/h,ファウル,ロメロ,坂本 勇人,1-0,
6,ツーシーム,150km/h,ボール,ロメロ,坂本 勇人,1-0,
7,ツーシーム,148km/h,四球,ロメロ,坂本 勇人,1-0,
1,ツーシーム,149km/h,ボール,ロメロ,丸 佳浩,1-0,
2,ツーシーム,151km/h,ボール,ロメロ,丸 佳浩,1-0,
3,ツーシーム,151km/h,ボール,ロメロ,丸 佳浩,1-0,
4,ストレート,150km/h,四球,ロメロ,丸 佳浩,1-0,
1,ツーシーム,151km/h,見逃し,ロメロ,中田 翔,1-0,●
2,ストレート,151km/h,ボール  [高めのつり球を要求],ロメロ,中田 翔,1-0,●
3,ツーシーム,151km/h,ファウル,ロメロ,中田 翔,1-0,●
4,ツーシーム,151km/h,空三振,ロメロ,中田 翔,1-0,●
1,スライダー,137km/h,ボール,ロメロ,岡本 和真,2-0,●
2,ツーシーム,149km/h,ファウル,ロメロ,岡本 和真,2-0,●
3,ストレート,151km/h,ボール,ロメロ,岡本 和真,2-0,●
4,ツーシーム,150km/h,死球,ロメロ,岡本 和真,2-0,●
1,ストレート,150km/h,ボール,ロメロ,ポランコ,3-0,●●
2,ストレート,150km/h,ボール,ロメロ,ポランコ,3-0,●●
3,ツーシーム,151km/h,左犠飛  [フェンスギリギリ、ジャンピングキャッチ],ロメロ,ポランコ,3-0,●●
1,カットボール,145km/h,ボール  [すっぽ抜け、打者のけぞる],ロメロ,ウォーカー,3-0,●●●
2,ストレート,150km/h,空振り,ロメロ,ウォーカー,3-0,●●●
3,ストレート,149km/h,三ゴロ  [引っかけ],ロメロ,ウォーカー,3-0,●●●
1,カットボール,137km/h,遊安  [逆シングル、送球できず],菅野 智之,桑原 将志,3-0,
