投球数,球種,球速,結果,投手,打者,スコア,アウトカウント
5,シンカー,139km/h,ファウル,涌井 秀章,三森 大貴,3-0,●●●
6,ストレート,148km/h,ファウル,涌井 秀章,三森 大貴,3-0,●●●
7,スライダー,136km/h,ファウル,涌井 秀章,三森 大貴,3-0,●●●
8,ストレート,147km/h,空三振,涌井 秀章,三森 大貴,3-0,●●●
1,ストレート,140km/h,見逃し,和田 毅,小深田 大翔,3-0,●
2,スライダー,132km/h,見逃し,和田 毅,小深田 大翔,3-0,●
3,スライダー,132km/h,ボール,和田 毅,小深田 大翔,3-0,●
4,スライダー,133km/h,一ゴロ  [泳ぎ],和田 毅,小深田 大翔,3-0,●
1,スライダー,132km/h,ファウル,和田 毅,渡邊 佳明,3-0,●
2,ストレート,140km/h,空振り  [ファウルチップ],和田 毅,渡邊 佳明,3-0,●
3,ストレート,143km/h,ファウル,和田 毅,渡邊 佳明,3-0,●
4,ストレート,142km/h,ボール,和田 毅,渡邊 佳明,3-0,●
5,ストレート,144km/h,ファウル,和田 毅,渡邊 佳明,3-0,●
6,スライダー,134km/h,ボール,和田 毅,渡邊 佳明,3-0,●
7,ストレート,140km/h,右３  [フェンス激突、苦悶の表情],和田 毅,渡邊 佳明,3-0,●
1,チェンジアップ,130km/h,ファウル,和田 毅,浅村 栄斗,3-1,●
2,チェンジアップ,130km/h,ボール,和田 毅,浅村 栄斗,3-1,●
3,チェンジアップ,130km/h,ファウル,和田 毅,浅村 栄斗,3-1,●
4,ストレート,141km/h,左安  [高めのつり球を要求、グラブ弾く],和田 毅,浅村 栄斗,3-1,●
1,ストレート,142km/h,遊飛  [詰り、バット折れる],和田 毅,島内 宏明,3-1,●●
1,ストレート,143km/h,右飛,和田 毅,鈴木 大地,3-1,●●●
1,カーブ,118km/h,ファウル  [セーフティバント、バントファウル],涌井 秀章,周東 佑京,3-1,●
2,シンカー,135km/h,ファウル,涌井 秀章,周東 佑京,3-1,●
3,ストレート,145km/h,ボール,涌井 秀章,周東 佑京,3-1,●
4,スライダー,134km/h,ファウル,涌井 秀章,周東 佑京,3-1,●
5,ストレート,144km/h,ファウル,涌井 秀章,周東 佑京,3-1,●
6,スライダー,132km/h,空三振,涌井 秀章,周東 佑京,3-1,●
1,シンカー,135km/h,ボール,涌井 秀章,牧原 大成,3-1,●●
2,カーブ,121km/h,中飛,涌井 秀章,牧原 大成,3-1,●●
1,スライダー,137km/h,ファウル,涌井 秀章,野村 勇,3-1,●●●
2,ストレート,145km/h,空振り,涌井 秀章,野村 勇,3-1,●●●
3,ストレート,146km/h,空三振,涌井 秀章,野村 勇,3-1,●●●
1,スライダー,132km/h,ファウル,和田 毅,辰己 涼介,3-1,●
2,ストレート,140km/h,ファウル,和田 毅,辰己 涼介,3-1,●
3,チェンジアップ,132km/h,ボール  [ハーフスイング],和田 毅,辰己 涼介,3-1,●
4,ストレート,141km/h,中飛,和田 毅,辰己 涼介,3-1,●
1,ストレート,141km/h,ボール,和田 毅,ギッテンス,3-1,●
2,スライダー,133km/h,ボール,和田 毅,ギッテンス,3-1,●
3,スライダー,129km/h,ボール,和田 毅,ギッテンス,3-1,●
4,ストレート,143km/h,見逃し,和田 毅,ギッテンス,3-1,●
5,スライダー,132km/h,見逃し,和田 毅,ギッテンス,3-1,●
6,ストレート,143km/h,ファウル,和田 毅,ギッテンス,3-1,●
7,ストレート,142km/h,四球,和田 毅,ギッテンス,3-1,●
1,チェンジアップ,129km/h,ボール,和田 毅,田中 和基,3-1,●●
2,チェンジアップ,129km/h,見逃し,和田 毅,田中 和基,3-1,●●
3,ストレート,143km/h,空振り,和田 毅,田中 和基,3-1,●●
4,チェンジアップ,130km/h,ボール,和田 毅,田中 和基,3-1,●●
5,チェンジアップ,131km/h,空三振,和田 毅,田中 和基,3-1,●●
1,ストレート,142km/h,見逃し,和田 毅,太田 光,3-1,●●●
2,ストレート,140km/h,空振り  [ハーフスイング],和田 毅,太田 光,3-1,●●●
3,チェンジアップ,130km/h,遊ゴロ  [バットの先、引っかけ],和田 毅,太田 光,3-1,●●●
1,シンカー,135km/h,ファウル,涌井 秀章,デスパイネ,4-1,
2,ストレート,142km/h,左本,涌井 秀章,デスパイネ,4-1,
1,スライダー,130km/h,見逃し,涌井 秀章,中村 晃,4-1,
2,シンカー,136km/h,空振り,涌井 秀章,中村 晃,4-1,
3,スライダー,128km/h,ボール  [ワンバウンド、ハーフスイング],涌井 秀章,中村 晃,4-1,
4,ストレート,145km/h,遊失  [送球がプレイングフィールドの外に出る],涌井 秀章,中村 晃,4-1,
1,ストレート,143km/h,ファウル  [バントファウル],涌井 秀章,今宮 健太,4-1,●
2,ストレート,141km/h,投犠打,涌井 秀章,今宮 健太,4-1,●
1,ストレート,145km/h,空振り,涌井 秀章,柳町 達,5-1,●●
2,ストレート,142km/h,投犠打  [スクイズ],涌井 秀章,柳町 達,5-1,●●
1,カーブ,119km/h,ボール  [ワンバウンド],涌井 秀章,甲斐 拓也,5-1,●●●
2,シンカー,136km/h,空振り,涌井 秀章,甲斐 拓也,5-1,●●●
3,シンカー,135km/h,空振り,涌井 秀章,甲斐 拓也,5-1,●●●
4,スライダー,131km/h,空三振,涌井 秀章,甲斐 拓也,5-1,●●●
1,スライダー,128km/h,ファウル,嘉弥真 新也,小深田 大翔,5-1,●
2,ストレート,140km/h,中飛,嘉弥真 新也,小深田 大翔,5-1,●
1,ストレート,141km/h,ファウル,嘉弥真 新也,渡邊 佳明,5-1,●●
2,スライダー,129km/h,見逃し,嘉弥真 新也,渡邊 佳明,5-1,●●
3,スライダー,132km/h,ボール,嘉弥真 新也,渡邊 佳明,5-1,●●
4,スライダー,131km/h,中飛,嘉弥真 新也,渡邊 佳明,5-1,●●
1,ツーシーム,143km/h,空振り,泉 圭輔,浅村 栄斗,5-1,●●●
2,ストレート,154km/h,見逃し,泉 圭輔,浅村 栄斗,5-1,●●●
3,ストレート,153km/h,見三振  [構えたところにズバリ、全く反応できず],泉 圭輔,浅村 栄斗,5-1,●●●
1,フォーク,136km/h,ボール,西垣 雅矢,三森 大貴,5-1,●
2,ストレート,147km/h,ファウル,西垣 雅矢,三森 大貴,5-1,●
3,ストレート,146km/h,二ゴロ  [痛烈な当たり、逆シングル、好プレイ],西垣 雅矢,三森 大貴,5-1,●
1,ストレート,148km/h,空振り,西垣 雅矢,周東 佑京,5-1,●●
2,ストレート,150km/h,ボール,西垣 雅矢,周東 佑京,5-1,●●
3,フォーク,136km/h,一ゴロ  [バウンド高い、ライン際],西垣 雅矢,周東 佑京,5-1,●●
1,ストレート,146km/h,ファウル,西垣 雅矢,牧原 大成,5-1,●●●
2,スライダー,131km/h,空振り,西垣 雅矢,牧原 大成,5-1,●●●
3,フォーク,137km/h,二ゴロ,西垣 雅矢,牧原 大成,5-1,●●●
1,ストレート,140km/h,ボール,松本 裕樹,島内 宏明,5-1,●
2,スライダー,126km/h,ボール  [ワンバウンド],松本 裕樹,島内 宏明,5-1,●
3,ストレート,145km/h,中飛,松本 裕樹,島内 宏明,5-1,●
1,カットボール,136km/h,ボール,松本 裕樹,鈴木 大地,5-1,●
2,カットボール,134km/h,ボール,松本 裕樹,鈴木 大地,5-1,●
3,ストレート,145km/h,見逃し,松本 裕樹,鈴木 大地,5-1,●
4,ストレート,147km/h,見逃し,松本 裕樹,鈴木 大地,5-1,●
5,ストレート,146km/h,左安,松本 裕樹,鈴木 大地,5-1,●
1,ストレート,145km/h,ファウル,松本 裕樹,辰己 涼介,5-1,●●●
2,ストレート,147km/h,ボール,松本 裕樹,辰己 涼介,5-1,●●●
3,スライダー,127km/h,ファウル,松本 裕樹,辰己 涼介,5-1,●●●
4,フォーク,139km/h,遊併打,松本 裕樹,辰己 涼介,5-1,●●●
1,フォーク,134km/h,ファウル,西垣 雅矢,野村 勇,5-1,
2,フォーク,134km/h,空振り,西垣 雅矢,野村 勇,5-1,
3,フォーク,136km/h,ボール,西垣 雅矢,野村 勇,5-1,
4,スライダー,132km/h,ボール  [ワンバウンド],西垣 雅矢,野村 勇,5-1,
5,ストレート,148km/h,ファウル,西垣 雅矢,野村 勇,5-1,
6,フォーク,137km/h,ファウル,西垣 雅矢,野村 勇,5-1,
7,スライダー,132km/h,ボール  [ワンバウンド],西垣 雅矢,野村 勇,5-1,
8,ストレート,148km/h,四球,西垣 雅矢,野村 勇,5-1,
1,ストレート,146km/h,見逃し,西垣 雅矢,デスパイネ,5-1,●
2,ストレート,146km/h,中飛,西垣 雅矢,デスパイネ,5-1,●
1,フォーク,136km/h,ボール,西垣 雅矢,中村 晃,5-1,●●
2,ストレート,148km/h,ボール,西垣 雅矢,中村 晃,5-1,●●
3,ストレート,147km/h,ファウル,西垣 雅矢,中村 晃,5-1,●●
1,フォーク,136km/h,ボール,西垣 雅矢,中村 晃,5-1,●●●
2,ストレート,148km/h,ボール,西垣 雅矢,中村 晃,5-1,●●●
3,ストレート,147km/h,ファウル,西垣 雅矢,中村 晃,5-1,●●●
4,スライダー,131km/h,見逃し,西垣 雅矢,中村 晃,5-1,●●●
5,フォーク,136km/h,左飛,西垣 雅矢,中村 晃,5-1,●●●
1,ストレート,152km/h,空振り,藤井 皓哉,ギッテンス,5-1,
2,フォーク,136km/h,ボール  [ワンバウンド],藤井 皓哉,ギッテンス,5-1,
3,フォーク,134km/h,ボール,藤井 皓哉,ギッテンス,5-1,
4,ストレート,148km/h,ボール  [ワンバウンド],藤井 皓哉,ギッテンス,5-1,
5,ストレート,152km/h,空振り,藤井 皓哉,ギッテンス,5-1,
6,ストレート,151km/h,左安,藤井 皓哉,ギッテンス,5-1,
1,フォーク,132km/h,ボール,藤井 皓哉,田中 和基,5-1,●
2,ストレート,146km/h,ボール,藤井 皓哉,田中 和基,5-1,●
3,ストレート,151km/h,ファウル,藤井 皓哉,田中 和基,5-1,●
4,ストレート,146km/h,空振り,藤井 皓哉,田中 和基,5-1,●
5,ストレート,151km/h,ボール,藤井 皓哉,田中 和基,5-1,●
6,ストレート,147km/h,空三振  [ファウルチップ],藤井 皓哉,田中 和基,5-1,●
1,ストレート,151km/h,空振り  [フルスイング],藤井 皓哉,安田 悠馬,5-1,●●
2,ストレート,151km/h,ボール,藤井 皓哉,安田 悠馬,5-1,●●
3,ストレート,151km/h,ボール,藤井 皓哉,安田 悠馬,5-1,●●
4,ストレート,151km/h,ファウル  [フルスイング],藤井 皓哉,安田 悠馬,5-1,●●
5,フォーク,136km/h,空三振  [ハーフスイング、ワンバウンド],藤井 皓哉,安田 悠馬,5-1,●●
1,ストレート,144km/h,中飛,藤井 皓哉,小深田 大翔,5-1,●●●
1,ストレート,151km/h,見逃し,内間 拓馬,今宮 健太,5-1,
2,ストレート,151km/h,空振り,内間 拓馬,今宮 健太,5-1,
3,ストレート,154km/h,ファウル,内間 拓馬,今宮 健太,5-1,
4,ストレート,150km/h,ボール  [高めのつり球を要求],内間 拓馬,今宮 健太,5-1,
5,ストレート,152km/h,ボール,内間 拓馬,今宮 健太,5-1,
6,ストレート,152km/h,ファウル,内間 拓馬,今宮 健太,5-1,
7,ストレート,151km/h,遊安  [打球がマウンドに当たる、リプレー検証後判定覆る],内間 拓馬,今宮 健太,5-1,
1,ストレート,148km/h,ボール  [バント構え],内間 拓馬,佐藤 直樹,5-1,●
2,ストレート,143km/h,右飛  [バスターエンドラン],内間 拓馬,佐藤 直樹,5-1,●
1,ストレート,-,ボール  [ピッチアウト],内間 拓馬,甲斐 拓也,5-1,●●
2,スライダー,130km/h,ボール,内間 拓馬,甲斐 拓也,5-1,●●
3,ストレート,146km/h,ボール,内間 拓馬,甲斐 拓也,5-1,●●
4,ストレート,150km/h,見逃し,内間 拓馬,甲斐 拓也,5-1,●●
5,ストレート,150km/h,中飛,内間 拓馬,甲斐 拓也,5-1,●●
1,ストレート,150km/h,空振り,内間 拓馬,三森 大貴,5-1,●●●
2,ストレート,150km/h,ボール,内間 拓馬,三森 大貴,5-1,●●●
3,ストレート,151km/h,遊ゴロ,内間 拓馬,三森 大貴,5-1,●●●
1,ストレート,153km/h,空振り,モイネロ,渡邊 佳明,5-1,●
2,ストレート,152km/h,ファウル,モイネロ,渡邊 佳明,5-1,●
3,ストレート,154km/h,空三振,モイネロ,渡邊 佳明,5-1,●
1,ストレート,154km/h,見逃し,モイネロ,浅村 栄斗,5-1,●●
2,ストレート,-,二ゴロ  [痛烈な当たり、野手の正面をつく],モイネロ,浅村 栄斗,5-1,●●
1,スライダー,144km/h,ボール,モイネロ,西川 遥輝,5-1,●●●
2,スライダー,145km/h,ボール,モイネロ,西川 遥輝,5-1,●●●
3,ストレート,154km/h,ボール,モイネロ,西川 遥輝,5-1,●●●
4,ストレート,152km/h,見逃し,モイネロ,西川 遥輝,5-1,●●●
5,ストレート,153km/h,見逃し,モイネロ,西川 遥輝,5-1,●●●
6,ストレート,154km/h,空三振,モイネロ,西川 遥輝,5-1,●●●
1,ストレート,145km/h,中飛,松本 航,周東 佑京,0-0,●
1,ストレート,146km/h,ボール,松本 航,三森 大貴,0-0,●●
2,ストレート,147km/h,ファウル,松本 航,三森 大貴,0-0,●●
3,フォーク,129km/h,二ゴロ,松本 航,三森 大貴,0-0,●●
1,カットボール,139km/h,ファウル,松本 航,牧原 大成,0-0,●●●
2,ストレート,147km/h,空振り  [ファウルチップ],松本 航,牧原 大成,0-0,●●●
3,フォーク,135km/h,ファウル,松本 航,牧原 大成,0-0,●●●
4,フォーク,133km/h,ファウル,松本 航,牧原 大成,0-0,●●●
5,フォーク,135km/h,ボール  [ワンバウンド],松本 航,牧原 大成,0-0,●●●
6,フォーク,132km/h,ボール,松本 航,牧原 大成,0-0,●●●
7,ストレート,147km/h,空三振,松本 航,牧原 大成,0-0,●●●
1,ストレート,154km/h,見逃し,千賀 滉大,外崎 修汰,0-0,●
2,ストレート,155km/h,ボール,千賀 滉大,外崎 修汰,0-0,●
3,ストレート,154km/h,ボール  [ワンバウンド],千賀 滉大,外崎 修汰,0-0,●
4,ストレート,156km/h,ファウル,千賀 滉大,外崎 修汰,0-0,●
5,フォーク,137km/h,空三振  [ワンバウンド、ハーフスイング],千賀 滉大,外崎 修汰,0-0,●
1,スライダー,133km/h,ボール  [ワンバウンド],千賀 滉大,源田 壮亮,0-0,●●
2,ストレート,154km/h,見逃し,千賀 滉大,源田 壮亮,0-0,●●
3,スライダー,131km/h,ファウル,千賀 滉大,源田 壮亮,0-0,●●
4,ストレート,158km/h,空三振,千賀 滉大,源田 壮亮,0-0,●●
1,カットボール,139km/h,ボール,千賀 滉大,森 友哉,0-0,●●●
2,スライダー,131km/h,投ゴロ  [ボテボテ],千賀 滉大,森 友哉,0-0,●●●
1,フォーク,131km/h,右安,松本 航,柳田 悠岐,0-0,
1,ストレート,143km/h,ボール,松本 航,デスパイネ,0-0,●●
2,ストレート,144km/h,二併打  [野手の正面をつく],松本 航,デスパイネ,0-0,●●
1,ストレート,146km/h,見逃し,松本 航,中村 晃,0-0,●●●
2,ストレート,147km/h,ボール,松本 航,中村 晃,0-0,●●●
3,ストレート,146km/h,ファウル,松本 航,中村 晃,0-0,●●●
4,ストレート,150km/h,遊飛,松本 航,中村 晃,0-0,●●●
1,ストレート,155km/h,見逃し,千賀 滉大,山川 穂高,0-0,●
2,ストレート,155km/h,見逃し,千賀 滉大,山川 穂高,0-0,●
3,フォーク,136km/h,ボール  [ワンバウンド],千賀 滉大,山川 穂高,0-0,●
4,フォーク,139km/h,ボール,千賀 滉大,山川 穂高,0-0,●
5,ストレート,158km/h,三飛  [詰り],千賀 滉大,山川 穂高,0-0,●
1,ストレート,157km/h,ファウル,千賀 滉大,栗山 巧,0-0,●●
2,ストレート,157km/h,空振り,千賀 滉大,栗山 巧,0-0,●●
3,ストレート,159km/h,ボール,千賀 滉大,栗山 巧,0-0,●●
4,フォーク,137km/h,ファウル,千賀 滉大,栗山 巧,0-0,●●
5,ストレート,156km/h,ボール,千賀 滉大,栗山 巧,0-0,●●
6,ストレート,156km/h,ボール,千賀 滉大,栗山 巧,0-0,●●
7,ストレート,159km/h,空三振,千賀 滉大,栗山 巧,0-0,●●
1,ストレート,159km/h,ボール,千賀 滉大,愛斗,0-0,●●●
2,カットボール,140km/h,ボール,千賀 滉大,愛斗,0-0,●●●
3,ストレート,159km/h,ファウル,千賀 滉大,愛斗,0-0,●●●
4,ストレート,158km/h,左飛,千賀 滉大,愛斗,0-0,●●●
1,スライダー,125km/h,見逃し,松本 航,今宮 健太,0-0,●
2,カットボール,135km/h,空振り,松本 航,今宮 健太,0-0,●
3,カットボール,138km/h,遊ゴロ  [バットの先],松本 航,今宮 健太,0-0,●
1,ストレート,148km/h,見逃し,松本 航,グラシアル,0-0,●●
2,スライダー,127km/h,ボール,松本 航,グラシアル,0-0,●●
3,カットボール,136km/h,見逃し,松本 航,グラシアル,0-0,●●
4,ストレート,145km/h,左飛,松本 航,グラシアル,0-0,●●
1,カットボール,136km/h,ボール,松本 航,甲斐 拓也,0-0,●●
2,ストレート,146km/h,ボール,松本 航,甲斐 拓也,0-0,●●
3,カットボール,136km/h,見逃し,松本 航,甲斐 拓也,0-0,●●
4,ストレート,147km/h,ボール,松本 航,甲斐 拓也,0-0,●●
5,カットボール,140km/h,ファウル,松本 航,甲斐 拓也,0-0,●●
6,ストレート,148km/h,ファウル,松本 航,甲斐 拓也,0-0,●●
7,フォーク,135km/h,四球  [ワンバウンド],松本 航,甲斐 拓也,0-0,●●
1,カーブ,112km/h,ファウル,松本 航,周東 佑京,0-0,●●●
2,ストレート,147km/h,見逃し,松本 航,周東 佑京,0-0,●●●
3,ストレート,147km/h,ボール,松本 航,周東 佑京,0-0,●●●
4,カットボール,140km/h,見三振  [構えたところにズバリ],松本 航,周東 佑京,0-0,●●●
1,ストレート,153km/h,ボール,千賀 滉大,平沼 翔太,0-0,●
2,ストレート,152km/h,見逃し,千賀 滉大,平沼 翔太,0-0,●
3,ストレート,149km/h,二ゴロ,千賀 滉大,平沼 翔太,0-0,●
1,ストレート,152km/h,ファウル,千賀 滉大,オグレディ,0-0,●●
2,フォーク,135km/h,ボール  [ワンバウンド],千賀 滉大,オグレディ,0-0,●●
3,フォーク,134km/h,空振り,千賀 滉大,オグレディ,0-0,●●
4,ストレート,156km/h,ボール,千賀 滉大,オグレディ,0-0,●●
5,ストレート,154km/h,ファウル,千賀 滉大,オグレディ,0-0,●●
6,フォーク,135km/h,ファウル,千賀 滉大,オグレディ,0-0,●●
7,カットボール,144km/h,ボール,千賀 滉大,オグレディ,0-0,●●
8,フォーク,140km/h,空三振,千賀 滉大,オグレディ,0-0,●●
1,カットボール,143km/h,ボール,千賀 滉大,鈴木 将平,0-0,●●●
2,ストレート,157km/h,ファウル,千賀 滉大,鈴木 将平,0-0,●●●
3,ストレート,155km/h,ボール,千賀 滉大,鈴木 将平,0-0,●●●
4,ストレート,155km/h,ファウル,千賀 滉大,鈴木 将平,0-0,●●●
5,ストレート,156km/h,一ゴロ  [詰り],千賀 滉大,鈴木 将平,0-0,●●●
1,スライダー,124km/h,ボール,松本 航,三森 大貴,0-0,●
2,カットボール,136km/h,ボール,松本 航,三森 大貴,0-0,●
3,ストレート,144km/h,空振り,松本 航,三森 大貴,0-0,●
4,ストレート,146km/h,ファウル,松本 航,三森 大貴,0-0,●
5,ストレート,147km/h,空三振,松本 航,三森 大貴,0-0,●
1,ストレート,145km/h,ボール,松本 航,牧原 大成,0-0,●
2,ストレート,145km/h,右安,松本 航,牧原 大成,0-0,●
1,ストレート,144km/h,ボール,松本 航,柳田 悠岐,0-0,●
2,ストレート,-,右安,松本 航,柳田 悠岐,0-0,●
1,スライダー,127km/h,見逃し,松本 航,デスパイネ,0-0,●●
2,カーブ,116km/h,ファウル,松本 航,デスパイネ,0-0,●●
3,ストレート,145km/h,空三振,松本 航,デスパイネ,0-0,●●
1,ストレート,147km/h,見逃し,松本 航,中村 晃,0-0,●●●
2,カットボール,134km/h,空振り,松本 航,中村 晃,0-0,●●●
3,ストレート,147km/h,ボール,松本 航,中村 晃,0-0,●●●
4,カットボール,136km/h,ファウル,松本 航,中村 晃,0-0,●●●
5,カットボール,139km/h,ボール,松本 航,中村 晃,0-0,●●●
6,カットボール,137km/h,ファウル,松本 航,中村 晃,0-0,●●●
7,ストレート,146km/h,ファウル,松本 航,中村 晃,0-0,●●●
8,カットボール,137km/h,ファウル,松本 航,中村 晃,0-0,●●●
9,ストレート,147km/h,ボール,松本 航,中村 晃,0-0,●●●
10,ストレート,147km/h,一飛,松本 航,中村 晃,0-0,●●●
1,ストレート,153km/h,見逃し,千賀 滉大,外崎 修汰,0-0,●
2,フォーク,136km/h,空振り,千賀 滉大,外崎 修汰,0-0,●
3,ストレート,156km/h,ボール,千賀 滉大,外崎 修汰,0-0,●
4,ストレート,155km/h,空三振,千賀 滉大,外崎 修汰,0-0,●
1,ストレート,150km/h,中安,千賀 滉大,源田 壮亮,0-0,●
1,ストレート,151km/h,中安  [グラブ弾く],千賀 滉大,森 友哉,0-0,●
1,フォーク,133km/h,ボール  [ワンバウンド],千賀 滉大,山川 穂高,0-0,●
2,ストレート,155km/h,ボール,千賀 滉大,山川 穂高,0-0,●
3,ストレート,155km/h,ボール,千賀 滉大,山川 穂高,0-0,●
4,ストレート,155km/h,ファウル  [フルスイング],千賀 滉大,山川 穂高,0-0,●
5,フォーク,137km/h,四球,千賀 滉大,山川 穂高,0-0,●
1,フォーク,139km/h,中安,千賀 滉大,栗山 巧,0-1,●
1,フォーク,136km/h,空振り,千賀 滉大,愛斗,0-1,●●
2,ストレート,155km/h,ファウル,千賀 滉大,愛斗,0-1,●●
3,フォーク,136km/h,空三振  [ワンバウンド],千賀 滉大,愛斗,0-1,●●
1,フォーク,135km/h,見逃し,千賀 滉大,平沼 翔太,0-1,●●●
2,フォーク,136km/h,空振り  [ワンバウンド],千賀 滉大,平沼 翔太,0-1,●●●
3,ストレート,156km/h,ファウル,千賀 滉大,平沼 翔太,0-1,●●●
4,フォーク,135km/h,空三振  [ワンバウンド],千賀 滉大,平沼 翔太,0-1,●●●
1,スライダー,131km/h,ボール,松本 航,今宮 健太,0-1,●
2,カットボール,131km/h,空振り,松本 航,今宮 健太,0-1,●
3,ストレート,144km/h,遊ゴロ,松本 航,今宮 健太,0-1,●
1,ストレート,141km/h,ボール,松本 航,グラシアル,0-1,●
2,カットボール,135km/h,空振り,松本 航,グラシアル,0-1,●
3,ストレート,147km/h,右安,松本 航,グラシアル,0-1,●
1,カットボール,134km/h,捕犠打  [セーフティバント],松本 航,甲斐 拓也,0-1,●●
1,カットボール,135km/h,見逃し,松本 航,周東 佑京,0-1,●●●
2,ストレート,147km/h,ボール,松本 航,周東 佑京,0-1,●●●
3,カットボール,135km/h,ファウル,松本 航,周東 佑京,0-1,●●●
4,ストレート,148km/h,空三振,松本 航,周東 佑京,0-1,●●●
1,カットボール,135km/h,ボール,千賀 滉大,オグレディ,0-1,
2,ストレート,150km/h,ボール,千賀 滉大,オグレディ,0-1,
3,スライダー,129km/h,見逃し,千賀 滉大,オグレディ,0-1,
4,ストレート,150km/h,空振り,千賀 滉大,オグレディ,0-1,
5,ストレート,150km/h,ボール,千賀 滉大,オグレディ,0-1,
6,ストレート,153km/h,四球,千賀 滉大,オグレディ,0-1,
1,ストレート,150km/h,投犠打,千賀 滉大,鈴木 将平,0-1,●
1,フォーク,132km/h,ボール,千賀 滉大,外崎 修汰,0-1,●●
2,カットボール,140km/h,遊ゴロ,千賀 滉大,外崎 修汰,0-1,●●
1,ストレート,154km/h,ファウル,千賀 滉大,源田 壮亮,0-1,●●●
2,カットボール,141km/h,ボール,千賀 滉大,源田 壮亮,0-1,●●●
3,フォーク,-,三ゴロ  [投手のグラブを弾く、素手で捕球、ランニングスロー、好プレイ],千賀 滉大,源田 壮亮,0-1,●●●
1,カットボール,136km/h,一安  [詰り、ライン際、送球が逸れる],松本 航,三森 大貴,0-1,
1,スライダー,124km/h,ボール  [セーフティバント、バント構え],松本 航,牧原 大成,0-1,●
2,ストレート,145km/h,一犠打  [セーフティバント],松本 航,牧原 大成,0-1,●
1,カットボール,137km/h,三ゴロ  [詰り、ライン際、送球がバウンド、間一髪],松本 航,柳田 悠岐,0-1,●●
1,ストレート,142km/h,ボール,松本 航,デスパイネ,0-1,●●●
2,カーブ,116km/h,空振り  [ワンバウンド],松本 航,デスパイネ,0-1,●●●
3,カーブ,116km/h,ボール  [ワンバウンド],松本 航,デスパイネ,0-1,●●●
4,カットボール,137km/h,中飛,松本 航,デスパイネ,0-1,●●●
1,カットボール,142km/h,ファウル,千賀 滉大,森 友哉,0-1,●
2,フォーク,136km/h,見逃し,千賀 滉大,森 友哉,0-1,●
3,フォーク,136km/h,二ゴロ,千賀 滉大,森 友哉,0-1,●
1,フォーク,137km/h,ボール,千賀 滉大,山川 穂高,0-1,●
2,ストレート,155km/h,ボール,千賀 滉大,山川 穂高,0-1,●
3,ストレート,155km/h,空振り,千賀 滉大,山川 穂高,0-1,●
4,ストレート,154km/h,ボール,千賀 滉大,山川 穂高,0-1,●
5,ストレート,155km/h,四球  [ハーフスイング],千賀 滉大,山川 穂高,0-1,●
1,ストレート,148km/h,ボール,千賀 滉大,栗山 巧,0-1,●●
2,フォーク,133km/h,ファウル,千賀 滉大,栗山 巧,0-1,●●
3,ストレート,152km/h,ボール  [ワンバウンド],千賀 滉大,栗山 巧,0-1,●●
4,ストレート,153km/h,中飛,千賀 滉大,栗山 巧,0-1,●●
1,カットボール,139km/h,ボール,千賀 滉大,愛斗,0-1,●●●
2,カットボール,140km/h,空振り,千賀 滉大,愛斗,0-1,●●●
3,カットボール,140km/h,ボール,千賀 滉大,愛斗,0-1,●●●
4,フォーク,132km/h,空振り,千賀 滉大,愛斗,0-1,●●●
5,フォーク,137km/h,空三振,千賀 滉大,愛斗,0-1,●●●
1,スライダー,126km/h,ボール,松本 航,中村 晃,0-1,●
2,カットボール,136km/h,ボール,松本 航,中村 晃,0-1,●
3,カットボール,135km/h,見逃し,松本 航,中村 晃,0-1,●
4,カットボール,136km/h,ボール,松本 航,中村 晃,0-1,●
5,カットボール,136km/h,ファウル,松本 航,中村 晃,0-1,●
6,カットボール,139km/h,ファウル,松本 航,中村 晃,0-1,●
7,ストレート,148km/h,投ゴロ,松本 航,中村 晃,0-1,●
1,ストレート,147km/h,ファウル,松本 航,今宮 健太,0-1,●●
2,カーブ,115km/h,ボール,松本 航,今宮 健太,0-1,●●
3,ストレート,146km/h,ファウル,松本 航,今宮 健太,0-1,●●
4,ストレート,147km/h,ボール,松本 航,今宮 健太,0-1,●●
5,カットボール,138km/h,空三振,松本 航,今宮 健太,0-1,●●
1,ストレート,146km/h,ファウル,松本 航,グラシアル,0-1,●●●
2,ストレート,143km/h,ファウル  [高めのつり球を要求],松本 航,グラシアル,0-1,●●●
3,ストレート,148km/h,一ゴロ  [逆シングル],松本 航,グラシアル,0-1,●●●
1,ストレート,153km/h,見逃し,千賀 滉大,平沼 翔太,0-1,●
2,ストレート,153km/h,ボール,千賀 滉大,平沼 翔太,0-1,●
3,ストレート,150km/h,ボール,千賀 滉大,平沼 翔太,0-1,●
4,スライダー,131km/h,ボール  [ワンバウンド],千賀 滉大,平沼 翔太,0-1,●
5,ストレート,152km/h,一ゴロ,千賀 滉大,平沼 翔太,0-1,●
1,フォーク,135km/h,ファウル,千賀 滉大,オグレディ,0-1,●
2,フォーク,133km/h,空振り,千賀 滉大,オグレディ,0-1,●
3,ストレート,149km/h,ボール  [高めのつり球を要求、打者のけぞる],千賀 滉大,オグレディ,0-1,●
4,フォーク,136km/h,ボール,千賀 滉大,オグレディ,0-1,●
5,フォーク,138km/h,ボール,千賀 滉大,オグレディ,0-1,●
6,フォーク,135km/h,四球,千賀 滉大,オグレディ,0-1,●
