投球数,球種,球速,結果,投手,打者,スコア,アウトカウント
2,ストレート,138km/h,ボール  [ヘッドスライディング],玉村 昇悟,増田 陸,5-0,●
1,ストレート,138km/h,見逃し,玉村 昇悟,増田 陸,5-0,●
2,ストレート,138km/h,ボール  [ヘッドスライディング],玉村 昇悟,増田 陸,5-0,●
3,チェンジアップ,131km/h,ボール,玉村 昇悟,増田 陸,5-0,●
4,チェンジアップ,128km/h,ボール  [ワンバウンド],玉村 昇悟,増田 陸,5-0,●
5,シュート,140km/h,四球  [逆球],玉村 昇悟,増田 陸,5-0,●
1,スライダー,125km/h,見逃し,玉村 昇悟,吉川 尚輝,5-0,●●
2,ストレート,138km/h,見逃し,玉村 昇悟,吉川 尚輝,5-0,●●
3,ストレート,138km/h,ボール  [高めのつり球を要求],玉村 昇悟,吉川 尚輝,5-0,●●
4,スライダー,125km/h,ボール  [ワンバウンド],玉村 昇悟,吉川 尚輝,5-0,●●
5,スライダー,126km/h,空三振,玉村 昇悟,吉川 尚輝,5-0,●●
1,ストレート,130km/h,見逃し,玉村 昇悟,坂本 勇人,6-0,●●
2,スライダー,127km/h,見逃し,玉村 昇悟,坂本 勇人,6-0,●●
3,ストレート,-,ボール,玉村 昇悟,坂本 勇人,6-0,●●
4,チェンジアップ,131km/h,左安,玉村 昇悟,坂本 勇人,6-0,●●
1,カーブ,98km/h,ファウル,玉村 昇悟,丸 佳浩,6-0,●●●
2,ストレート,139km/h,ボール,玉村 昇悟,丸 佳浩,6-0,●●●
3,スライダー,122km/h,ファウル,玉村 昇悟,丸 佳浩,6-0,●●●
4,スライダー,126km/h,ボール,玉村 昇悟,丸 佳浩,6-0,●●●
5,ストレート,142km/h,見三振  [構えたところにズバリ],玉村 昇悟,丸 佳浩,6-0,●●●
1,ストレート,134km/h,見逃し,高梨 雄平,西川 龍馬,6-0,●
2,スライダー,128km/h,ファウル,高梨 雄平,西川 龍馬,6-0,●
3,ストレート,141km/h,ボール,高梨 雄平,西川 龍馬,6-0,●
4,シュート,141km/h,遊ゴロ  [詰り、逆シングル],高梨 雄平,西川 龍馬,6-0,●
1,ストレート,143km/h,見逃し,高梨 雄平,松山 竜平,6-0,●●
2,ストレート,144km/h,ボール,高梨 雄平,松山 竜平,6-0,●●
3,ストレート,143km/h,ボール,高梨 雄平,松山 竜平,6-0,●●
4,ストレート,145km/h,見逃し,高梨 雄平,松山 竜平,6-0,●●
5,ストレート,144km/h,ボール,高梨 雄平,松山 竜平,6-0,●●
6,シュート,141km/h,ファウル,高梨 雄平,松山 竜平,6-0,●●
7,スライダー,132km/h,ファウル,高梨 雄平,松山 竜平,6-0,●●
8,ストレート,145km/h,捕ゴロ  [詰り、ボテボテ],高梨 雄平,松山 竜平,6-0,●●
1,シュート,144km/h,一ゴロ  [詰り],高梨 雄平,坂倉 将吾,6-0,●●●
1,カーブ,93km/h,ボール,玉村 昇悟,中田 翔,6-0,●
2,スライダー,120km/h,ボール,玉村 昇悟,中田 翔,6-0,●
3,シュート,135km/h,見逃し,玉村 昇悟,中田 翔,6-0,●
4,ストレート,135km/h,ボール,玉村 昇悟,中田 翔,6-0,●
5,ストレート,137km/h,右飛,玉村 昇悟,中田 翔,6-0,●
1,スライダー,124km/h,見逃し,玉村 昇悟,岡本 和真,6-0,●●
2,ストレート,139km/h,ファウル,玉村 昇悟,岡本 和真,6-0,●●
3,カーブ,101km/h,遊ゴロ  [泳ぎ、引っかけ],玉村 昇悟,岡本 和真,6-0,●●
1,ストレート,131km/h,ボール,玉村 昇悟,大城 卓三,6-0,●●●
2,スライダー,124km/h,見逃し,玉村 昇悟,大城 卓三,6-0,●●●
3,カーブ,95km/h,二飛,玉村 昇悟,大城 卓三,6-0,●●●
1,ストレート,148km/h,ボール,デラロサ,矢野 雅哉,6-0,●
2,ストレート,149km/h,ボール,デラロサ,矢野 雅哉,6-0,●
3,ストレート,146km/h,ファウル,デラロサ,矢野 雅哉,6-0,●
4,ストレート,147km/h,ボール,デラロサ,矢野 雅哉,6-0,●
5,ストレート,149km/h,ファウル,デラロサ,矢野 雅哉,6-0,●
6,スライダー,131km/h,二ゴロ  [詰り],デラロサ,矢野 雅哉,6-0,●
1,チェンジアップ,139km/h,ボール,デラロサ,小園 海斗,6-0,●
2,チェンジアップ,138km/h,ボール,デラロサ,小園 海斗,6-0,●
3,スライダー,128km/h,ボール,デラロサ,小園 海斗,6-0,●
4,ストレート,149km/h,見逃し,デラロサ,小園 海斗,6-0,●
5,ストレート,150km/h,ファウル,デラロサ,小園 海斗,6-0,●
6,スライダー,132km/h,ファウル,デラロサ,小園 海斗,6-0,●
7,スライダー,129km/h,四球,デラロサ,小園 海斗,6-0,●
1,ストレート,148km/h,ボール,デラロサ,磯村 嘉孝,6-0,●●
2,カットボール,140km/h,二ゴロ  [投手のグラブを弾く],デラロサ,磯村 嘉孝,6-0,●●
1,ストレート,153km/h,一ゴロ,デラロサ,羽月 隆太郎,6-0,●●●
1,ストレート,144km/h,ファウル,森 翔平,ウォーカー,7-0,
2,ストレート,146km/h,ボール,森 翔平,ウォーカー,7-0,
3,チェンジアップ,134km/h,ボール,森 翔平,ウォーカー,7-0,
4,チェンジアップ,138km/h,ボール,森 翔平,ウォーカー,7-0,
5,カットボール,138km/h,左本  [本塁打確信、スタンド上段],森 翔平,ウォーカー,7-0,
1,スライダー,136km/h,見逃し,森 翔平,重信 慎之介,7-0,
2,スライダー,136km/h,ファウル,森 翔平,重信 慎之介,7-0,
3,ストレート,146km/h,左安,森 翔平,重信 慎之介,7-0,
1,スライダー,134km/h,見逃し,森 翔平,中島 宏之,7-0,
2,チェンジアップ,134km/h,ボール,森 翔平,中島 宏之,7-0,
3,カーブ,119km/h,ボール  [ワンバウンド],森 翔平,中島 宏之,7-0,
1,スライダー,134km/h,見逃し,森 翔平,中島 宏之,7-0,●
2,チェンジアップ,134km/h,ボール,森 翔平,中島 宏之,7-0,●
3,カーブ,119km/h,ボール  [ワンバウンド],森 翔平,中島 宏之,7-0,●
4,ストレート,140km/h,ファウル,森 翔平,中島 宏之,7-0,●
5,スライダー,136km/h,ボール,森 翔平,中島 宏之,7-0,●
6,ストレート,142km/h,見三振  [構えたところにズバリ],森 翔平,中島 宏之,7-0,●
1,スライダー,133km/h,ボール,森 翔平,吉川 尚輝,7-0,●●
2,スライダー,136km/h,ファウル,森 翔平,吉川 尚輝,7-0,●●
3,ストレート,142km/h,ボール,森 翔平,吉川 尚輝,7-0,●●
4,スライダー,135km/h,ファウル,森 翔平,吉川 尚輝,7-0,●●
5,ストレート,144km/h,投直  [痛烈な当たり、好プレイ、慌てて戻る],森 翔平,吉川 尚輝,7-0,●●
1,ストレート,144km/h,見逃し,森 翔平,坂本 勇人,7-0,●●
2,ストレート,145km/h,ボール,森 翔平,坂本 勇人,7-0,●●
3,チェンジアップ,133km/h,ボール,森 翔平,坂本 勇人,7-0,●●
4,チェンジアップ,136km/h,空振り  [ワンバウンド],森 翔平,坂本 勇人,7-0,●●
5,ストレート,144km/h,ボール,森 翔平,坂本 勇人,7-0,●●
6,チェンジアップ,134km/h,四球,森 翔平,坂本 勇人,7-0,●●
1,スライダー,133km/h,ファウル,森 翔平,丸 佳浩,7-0,●●●
2,ストレート,140km/h,ボール,森 翔平,丸 佳浩,7-0,●●●
3,スライダー,132km/h,空振り,森 翔平,丸 佳浩,7-0,●●●
4,スライダー,130km/h,見三振,森 翔平,丸 佳浩,7-0,●●●
1,カットボール,140km/h,ファウル,クロール,堂林 翔太,7-0,●
2,チェンジアップ,136km/h,ボール,クロール,堂林 翔太,7-0,●
3,カットボール,142km/h,ボール,クロール,堂林 翔太,7-0,●
4,カットボール,141km/h,ファウル  [ライン際],クロール,堂林 翔太,7-0,●
5,ナックルカーブ,126km/h,空三振,クロール,堂林 翔太,7-0,●
1,ストレート,150km/h,見逃し,クロール,野間 峻祥,7-0,●●
2,ストレート,150km/h,ファウル,クロール,野間 峻祥,7-0,●●
3,カットボール,133km/h,ボール,クロール,野間 峻祥,7-0,●●
4,カットボール,144km/h,投ゴロ  [バットの先、ボテボテ、素手で捕球、倒れ込みながら投げる、好プレイ],クロール,野間 峻祥,7-0,●●
1,ストレート,144km/h,見逃し,クロール,西川 龍馬,7-0,●●
2,カットボール,139km/h,一安  [バットの先、バウンド高い],クロール,西川 龍馬,7-0,●●
1,ストレート,147km/h,ボール,クロール,マクブルーム,7-0,●●●
2,チェンジアップ,135km/h,右邪飛,クロール,マクブルーム,7-0,●●●
1,カーブ,112km/h,ボール,松本 竜也,中田 翔,7-0,
2,カットボール,138km/h,ボール  [ハーフスイング],松本 竜也,中田 翔,7-0,
3,ストレート,143km/h,左安,松本 竜也,中田 翔,7-0,
1,ストレート,143km/h,ファウル,松本 竜也,岡本 和真,7-0,●
2,ストレート,142km/h,一飛  [詰り],松本 竜也,岡本 和真,7-0,●
1,カーブ,115km/h,見逃し,松本 竜也,喜多 隆介,7-0,●●
2,カットボール,135km/h,ボール,松本 竜也,喜多 隆介,7-0,●●
3,ストレート,143km/h,空振り,松本 竜也,喜多 隆介,7-0,●●
4,ストレート,143km/h,見三振,松本 竜也,喜多 隆介,7-0,●●
1,カットボール,137km/h,見逃し,松本 竜也,ウォーカー,7-0,●●●
2,ストレート,142km/h,ボール,松本 竜也,ウォーカー,7-0,●●●
3,ストレート,142km/h,ボール,松本 竜也,ウォーカー,7-0,●●●
4,ストレート,143km/h,空振り,松本 竜也,ウォーカー,7-0,●●●
5,ストレート,145km/h,ボール,松本 竜也,ウォーカー,7-0,●●●
6,ストレート,144km/h,ファウル  [自打球],松本 竜也,ウォーカー,7-0,●●●
7,ストレート,144km/h,空三振,松本 竜也,ウォーカー,7-0,●●●
1,スライダー,125km/h,ボール,鍵谷 陽平,坂倉 将吾,7-0,
2,ストレート,142km/h,中安,鍵谷 陽平,坂倉 将吾,7-0,
1,フォーク,135km/h,ファウル,鍵谷 陽平,矢野 雅哉,7-0,●
2,ストレート,143km/h,空振り,鍵谷 陽平,矢野 雅哉,7-0,●
3,ストレート,142km/h,ボール  [高めのつり球を要求],鍵谷 陽平,矢野 雅哉,7-0,●
4,フォーク,134km/h,ボール,鍵谷 陽平,矢野 雅哉,7-0,●
5,ストレート,141km/h,見三振,鍵谷 陽平,矢野 雅哉,7-0,●
1,カーブ,119km/h,右安,鍵谷 陽平,小園 海斗,7-0,●
1,スライダー,121km/h,ボール  [ワンバウンド],鍵谷 陽平,磯村 嘉孝,7-0,●●
2,スライダー,126km/h,見逃し,鍵谷 陽平,磯村 嘉孝,7-0,●●
3,フォーク,134km/h,右飛  [ライン際、走者動けず],鍵谷 陽平,磯村 嘉孝,7-0,●●
1,スライダー,126km/h,見逃し,鍵谷 陽平,菊池 涼介,7-0,●●●
2,ストレート,140km/h,ボール,鍵谷 陽平,菊池 涼介,7-0,●●●
3,ストレート,139km/h,ファウル,鍵谷 陽平,菊池 涼介,7-0,●●●
4,スライダー,128km/h,空三振,鍵谷 陽平,菊池 涼介,7-0,●●●
1,ストレート,143km/h,ファウル,岸 孝之,荻野 貴司,0-0,●
2,ストレート,142km/h,ボール,岸 孝之,荻野 貴司,0-0,●
3,チェンジアップ,123km/h,ファウル,岸 孝之,荻野 貴司,0-0,●
4,ストレート,144km/h,ボール,岸 孝之,荻野 貴司,0-0,●
5,スライダー,131km/h,二飛,岸 孝之,荻野 貴司,0-0,●
1,ストレート,143km/h,ボール,岸 孝之,髙部 瑛斗,0-0,●●
2,カーブ,113km/h,ボール,岸 孝之,髙部 瑛斗,0-0,●●
3,ストレート,143km/h,ファウル,岸 孝之,髙部 瑛斗,0-0,●●
4,ストレート,142km/h,見逃し,岸 孝之,髙部 瑛斗,0-0,●●
5,ストレート,142km/h,空三振,岸 孝之,髙部 瑛斗,0-0,●●
1,ストレート,141km/h,二飛,岸 孝之,中村 奨吾,0-0,●●●
1,ストレート,141km/h,見逃し,小島 和哉,山﨑 剛,0-0,
2,ストレート,141km/h,ボール,小島 和哉,山﨑 剛,0-0,
3,カーブ,114km/h,ボール,小島 和哉,山﨑 剛,0-0,
4,ストレート,140km/h,ファウル,小島 和哉,山﨑 剛,0-0,
5,カットボール,134km/h,ボール,小島 和哉,山﨑 剛,0-0,
6,ストレート,143km/h,四球,小島 和哉,山﨑 剛,0-0,
1,ストレート,141km/h,見逃し,小島 和哉,小深田 大翔,0-0,●
2,カットボール,135km/h,ボール,小島 和哉,小深田 大翔,0-0,●
1,ストレート,141km/h,見逃し,小島 和哉,小深田 大翔,0-0,●●
2,カットボール,135km/h,ボール,小島 和哉,小深田 大翔,0-0,●●
3,ストレート,142km/h,二ゴロ,小島 和哉,小深田 大翔,0-0,●●
1,シュート,143km/h,ボール,小島 和哉,浅村 栄斗,0-0,●●●
2,シュート,145km/h,ボール,小島 和哉,浅村 栄斗,0-0,●●●
3,チェンジアップ,128km/h,見逃し,小島 和哉,浅村 栄斗,0-0,●●●
4,チェンジアップ,126km/h,遊ゴロ,小島 和哉,浅村 栄斗,0-0,●●●
1,ストレート,140km/h,見逃し,岸 孝之,山口 航輝,0-0,●
2,ストレート,142km/h,遊飛  [高々と舞い上がる],岸 孝之,山口 航輝,0-0,●
1,カーブ,112km/h,ボール,岸 孝之,井上 晴哉,0-0,●●
2,ストレート,142km/h,ファウル,岸 孝之,井上 晴哉,0-0,●●
3,ストレート,142km/h,ファウル,岸 孝之,井上 晴哉,0-0,●●
4,ストレート,142km/h,見三振  [構えたところにズバリ、全く反応できず],岸 孝之,井上 晴哉,0-0,●●
1,チェンジアップ,125km/h,ボール,岸 孝之,安田 尚憲,0-0,●●●
2,カーブ,110km/h,見逃し,岸 孝之,安田 尚憲,0-0,●●●
3,スライダー,130km/h,ファウル,岸 孝之,安田 尚憲,0-0,●●●
4,ストレート,143km/h,ボール,岸 孝之,安田 尚憲,0-0,●●●
5,ストレート,146km/h,ボール,岸 孝之,安田 尚憲,0-0,●●●
6,スライダー,123km/h,ファウル,岸 孝之,安田 尚憲,0-0,●●●
7,ストレート,145km/h,ファウル,岸 孝之,安田 尚憲,0-0,●●●
8,ストレート,144km/h,三邪飛,岸 孝之,安田 尚憲,0-0,●●●
1,カーブ,114km/h,見逃し,小島 和哉,島内 宏明,0-0,●
2,ストレート,142km/h,二ゴロ  [逆シングル、ジャンピングスロー、ヘッドスライディング、好プレイ],小島 和哉,島内 宏明,0-0,●
1,ストレート,144km/h,見逃し,小島 和哉,銀次,0-0,●●
2,スライダー,126km/h,ボール,小島 和哉,銀次,0-0,●●
3,カーブ,118km/h,ボール,小島 和哉,銀次,0-0,●●
4,ストレート,143km/h,一ゴロ,小島 和哉,銀次,0-0,●●
1,カーブ,117km/h,ボール,小島 和哉,辰己 涼介,0-0,●●●
2,カットボール,134km/h,見逃し,小島 和哉,辰己 涼介,0-0,●●●
3,カーブ,119km/h,空振り  [ハーフスイング],小島 和哉,辰己 涼介,0-0,●●●
4,ストレート,145km/h,左飛,小島 和哉,辰己 涼介,0-0,●●●
1,ストレート,142km/h,見逃し,岸 孝之,角中 勝也,0-0,●
2,カーブ,113km/h,中飛,岸 孝之,角中 勝也,0-0,●
1,ストレート,141km/h,投ゴロ,岸 孝之,松川 虎生,0-0,●●
1,ストレート,142km/h,ボール,岸 孝之,茶谷 健太,0-0,●●●
2,ストレート,140km/h,一邪飛,岸 孝之,茶谷 健太,0-0,●●●
1,ストレート,141km/h,見逃し,小島 和哉,岡島 豪郎,0-0,
2,カーブ,120km/h,ボール  [ハーフスイング],小島 和哉,岡島 豪郎,0-0,
3,スライダー,132km/h,ボール,小島 和哉,岡島 豪郎,0-0,
4,ストレート,144km/h,ボール,小島 和哉,岡島 豪郎,0-0,
5,ストレート,143km/h,見逃し,小島 和哉,岡島 豪郎,0-0,
6,ストレート,144km/h,四球,小島 和哉,岡島 豪郎,0-0,
1,ストレート,140km/h,投犠打,小島 和哉,炭谷 銀仁朗,0-0,●
1,カーブ,124km/h,見逃し,小島 和哉,鈴木 大地,0-0,●●
2,カットボール,136km/h,ボール,小島 和哉,鈴木 大地,0-0,●●
3,スライダー,126km/h,見逃し,小島 和哉,鈴木 大地,0-0,●●
4,ストレート,143km/h,ボール,小島 和哉,鈴木 大地,0-0,●●
5,スライダー,125km/h,ボール,小島 和哉,鈴木 大地,0-0,●●
6,カットボール,134km/h,空三振,小島 和哉,鈴木 大地,0-0,●●
1,スライダー,124km/h,ボール,小島 和哉,山﨑 剛,0-0,●●
2,カットボール,134km/h,ボール,小島 和哉,山﨑 剛,0-0,●●
3,カーブ,122km/h,見逃し,小島 和哉,山﨑 剛,0-0,●●
4,ストレート,143km/h,空振り  [ハーフスイング、転倒],小島 和哉,山﨑 剛,0-0,●●
5,カットボール,130km/h,二安  [投手のグラブを弾く、逆シングル],小島 和哉,山﨑 剛,0-0,●●
1,ストレート,141km/h,ファウル  [止めたバットに当たる],小島 和哉,小深田 大翔,0-0,●●
2,ストレート,142km/h,ボール,小島 和哉,小深田 大翔,0-0,●●
3,スライダー,125km/h,ボール,小島 和哉,小深田 大翔,0-0,●●
4,カットボール,135km/h,ボール,小島 和哉,小深田 大翔,0-0,●●
5,スライダー,123km/h,四球,小島 和哉,小深田 大翔,0-0,●●
1,チェンジアップ,129km/h,見逃し,小島 和哉,浅村 栄斗,0-0,●●●
2,チェンジアップ,129km/h,ボール,小島 和哉,浅村 栄斗,0-0,●●●
3,チェンジアップ,129km/h,三ゴロ  [引っかけ],小島 和哉,浅村 栄斗,0-0,●●●
1,ストレート,142km/h,ボール  [セーフティバント、バント構え],岸 孝之,荻野 貴司,0-0,
2,スライダー,128km/h,ボール,岸 孝之,荻野 貴司,0-0,
3,ストレート,142km/h,見逃し,岸 孝之,荻野 貴司,0-0,
4,チェンジアップ,123km/h,ボール,岸 孝之,荻野 貴司,0-0,
5,ストレート,141km/h,四球,岸 孝之,荻野 貴司,0-0,
1,チェンジアップ,123km/h,三邪飛  [ヒットエンドラン],岸 孝之,髙部 瑛斗,0-0,●
