投球数,球種,球速,結果,投手,打者,スコア,アウトカウント
3,ストレート,145km/h,ボール,今永 昇太,中野 拓夢,3-0,●●
4,カットボール,128km/h,ボール,今永 昇太,中野 拓夢,3-0,●●
5,チェンジアップ,134km/h,右安,今永 昇太,中野 拓夢,3-0,●●
1,ストレート,144km/h,二飛  [スライディングキャッチ、好プレイ、詰り、バット折れる],今永 昇太,島田 海吏,3-0,●●●
1,シンカー,134km/h,見逃し,青柳 晃洋,森 敬斗,3-0,
2,カットボール,135km/h,ファウル,青柳 晃洋,森 敬斗,3-0,
3,ツーシーム,142km/h,ボール,青柳 晃洋,森 敬斗,3-0,
4,ストレート,144km/h,ファウル,青柳 晃洋,森 敬斗,3-0,
5,ストレート,146km/h,中安,青柳 晃洋,森 敬斗,3-0,
1,ツーシーム,142km/h,ボール  [バント構え],青柳 晃洋,今永 昇太,3-0,●
2,ツーシーム,140km/h,ファウル  [バントファウル],青柳 晃洋,今永 昇太,3-0,●
3,ツーシーム,143km/h,ファウル  [バントファウル],青柳 晃洋,今永 昇太,3-0,●
4,ツーシーム,144km/h,バ三振  [バントファウル],青柳 晃洋,今永 昇太,3-0,●
1,ツーシーム,143km/h,ボール  [セーフティバント、バント構え],青柳 晃洋,桑原 将志,3-0,●●
2,スライダー,125km/h,ボール  [セーフティバント、バント構え],青柳 晃洋,桑原 将志,3-0,●●
3,ツーシーム,139km/h,ボール  [セーフティバント、バント構え],青柳 晃洋,桑原 将志,3-0,●●
4,ストレート,142km/h,見逃し  [セーフティバント、バント構え],青柳 晃洋,桑原 将志,3-0,●●
5,ツーシーム,142km/h,ファウル,青柳 晃洋,桑原 将志,3-0,●●
6,ツーシーム,145km/h,二ゴロ  [ランエンドヒット],青柳 晃洋,桑原 将志,3-0,●●
1,カットボール,136km/h,ボール  [ハーフスイング],青柳 晃洋,神里 和毅,3-0,●●●
2,ストレート,144km/h,中飛,青柳 晃洋,神里 和毅,3-0,●●●
1,ストレート,144km/h,ファウル,今永 昇太,近本 光司,3-0,●
2,スライダー,127km/h,見逃し,今永 昇太,近本 光司,3-0,●
3,チェンジアップ,133km/h,空三振  [ワンバウンド、振り逃げを狙うもアウト],今永 昇太,近本 光司,3-0,●
1,カットボール,131km/h,ボール,今永 昇太,佐藤 輝明,3-0,●
2,ストレート,144km/h,ボール,今永 昇太,佐藤 輝明,3-0,●
3,ストレート,150km/h,見逃し,今永 昇太,佐藤 輝明,3-0,●
4,ストレート,150km/h,空振り,今永 昇太,佐藤 輝明,3-0,●
5,ストレート,147km/h,ファウル,今永 昇太,佐藤 輝明,3-0,●
6,カットボール,133km/h,ボール,今永 昇太,佐藤 輝明,3-0,●
7,ストレート,145km/h,右安,今永 昇太,佐藤 輝明,3-0,●
1,ストレート,149km/h,ファウル,今永 昇太,大山 悠輔,3-0,●●
2,カーブ,119km/h,ボール,今永 昇太,大山 悠輔,3-0,●●
3,ストレート,146km/h,ファウル,今永 昇太,大山 悠輔,3-0,●●
4,チェンジアップ,135km/h,ボール,今永 昇太,大山 悠輔,3-0,●●
5,チェンジアップ,132km/h,ボール,今永 昇太,大山 悠輔,3-0,●●
6,チェンジアップ,134km/h,遊飛,今永 昇太,大山 悠輔,3-0,●●
1,カーブ,117km/h,ファウル,今永 昇太,原口 文仁,3-0,●●
2,チェンジアップ,134km/h,空振り,今永 昇太,原口 文仁,3-0,●●
3,ストレート,145km/h,ファウル,今永 昇太,原口 文仁,3-0,●●
4,チェンジアップ,135km/h,ボール,今永 昇太,原口 文仁,3-0,●●
5,カーブ,119km/h,右安  [転倒],今永 昇太,原口 文仁,3-0,●●
1,ストレート,148km/h,見逃し,今永 昇太,木浪 聖也,3-0,●●
2,ストレート,146km/h,ファウル,今永 昇太,木浪 聖也,3-0,●●
3,チェンジアップ,131km/h,ボール  [ワンバウンド],今永 昇太,木浪 聖也,3-0,●●
4,ストレート,149km/h,ファウル,今永 昇太,木浪 聖也,3-0,●●
5,ストレート,146km/h,ファウル,今永 昇太,木浪 聖也,3-0,●●
6,ストレート,146km/h,ボール  [ベンチに戻りかける],今永 昇太,木浪 聖也,3-0,●●
7,ストレート,146km/h,ボール,今永 昇太,木浪 聖也,3-0,●●
8,カーブ,121km/h,四球,今永 昇太,木浪 聖也,3-0,●●
1,ストレート,143km/h,空振り,今永 昇太,ロハス・ジュニア,3-0,●●●
2,ストレート,147km/h,見逃し,今永 昇太,ロハス・ジュニア,3-0,●●●
3,ストレート,144km/h,ボール,今永 昇太,ロハス・ジュニア,3-0,●●●
4,ストレート,149km/h,ファウル,今永 昇太,ロハス・ジュニア,3-0,●●●
5,ストレート,146km/h,ボール,今永 昇太,ロハス・ジュニア,3-0,●●●
6,カーブ,119km/h,三ゴロ,今永 昇太,ロハス・ジュニア,3-0,●●●
1,ツーシーム,140km/h,ボール,青柳 晃洋,佐野 恵太,3-0,●
2,カットボール,134km/h,見逃し,青柳 晃洋,佐野 恵太,3-0,●
3,ストレート,143km/h,右飛,青柳 晃洋,佐野 恵太,3-0,●
1,カットボール,133km/h,ボール,青柳 晃洋,牧 秀悟,3-0,●●
2,ツーシーム,142km/h,見逃し,青柳 晃洋,牧 秀悟,3-0,●●
3,スライダー,124km/h,ボール,青柳 晃洋,牧 秀悟,3-0,●●
4,カットボール,132km/h,ボール,青柳 晃洋,牧 秀悟,3-0,●●
5,ストレート,144km/h,見逃し,青柳 晃洋,牧 秀悟,3-0,●●
6,ツーシーム,144km/h,空三振,青柳 晃洋,牧 秀悟,3-0,●●
1,ツーシーム,143km/h,ボール,青柳 晃洋,楠本 泰史,3-0,●●
2,ツーシーム,142km/h,見逃し,青柳 晃洋,楠本 泰史,3-0,●●
3,ツーシーム,142km/h,中安,青柳 晃洋,楠本 泰史,3-0,●●
1,スライダー,121km/h,ボール,青柳 晃洋,戸柱 恭孝,3-0,●●●
2,ツーシーム,140km/h,ファウル,青柳 晃洋,戸柱 恭孝,3-0,●●●
3,ストレート,142km/h,見逃し,青柳 晃洋,戸柱 恭孝,3-0,●●●
4,シンカー,128km/h,空三振,青柳 晃洋,戸柱 恭孝,3-0,●●●
1,ストレート,144km/h,ファウル,今永 昇太,山本 泰寛,3-0,
2,カットボール,130km/h,ボール,今永 昇太,山本 泰寛,3-0,
3,チェンジアップ,132km/h,見逃し,今永 昇太,山本 泰寛,3-0,
4,チェンジアップ,133km/h,中安,今永 昇太,山本 泰寛,3-0,
1,カーブ,115km/h,ボール,今永 昇太,中野 拓夢,3-0,●
2,ストレート,141km/h,見逃し,今永 昇太,中野 拓夢,3-0,●
3,ストレート,143km/h,見逃し,今永 昇太,中野 拓夢,3-0,●
4,ストレート,144km/h,三ゴロ  [詰り、ライン際、ランニングスロー],今永 昇太,中野 拓夢,3-0,●
1,ストレート,142km/h,ファウル,今永 昇太,島田 海吏,3-0,●●
2,ストレート,143km/h,見逃し,今永 昇太,島田 海吏,3-0,●●
3,チェンジアップ,131km/h,ファウル,今永 昇太,島田 海吏,3-0,●●
4,ストレート,146km/h,ファウル  [高めのつり球を要求],今永 昇太,島田 海吏,3-0,●●
5,カーブ,120km/h,ファウル,今永 昇太,島田 海吏,3-0,●●
6,カットボール,129km/h,空三振,今永 昇太,島田 海吏,3-0,●●
1,カットボール,132km/h,空振り,今永 昇太,近本 光司,3-0,●●●
2,カットボール,128km/h,遊飛,今永 昇太,近本 光司,3-0,●●●
1,スライダー,126km/h,見逃し,島本 浩也,柴田 竜拓,3-0,●
2,スライダー,126km/h,ファウル,島本 浩也,柴田 竜拓,3-0,●
3,ストレート,142km/h,遊ゴロ  [ダイビングキャッチ、好プレイ],島本 浩也,柴田 竜拓,3-0,●
1,ストレート,144km/h,見逃し,島本 浩也,森 敬斗,3-0,●●
2,ストレート,142km/h,三ゴロ  [バットの先、ボテボテ],島本 浩也,森 敬斗,3-0,●●
1,ストレート,141km/h,見逃し,島本 浩也,今永 昇太,3-0,●●●
2,スライダー,128km/h,ボール,島本 浩也,今永 昇太,3-0,●●●
3,スライダー,128km/h,見逃し,島本 浩也,今永 昇太,3-0,●●●
4,スライダー,128km/h,空三振,島本 浩也,今永 昇太,3-0,●●●
1,ストレート,144km/h,ボール,今永 昇太,佐藤 輝明,3-0,●
2,ストレート,142km/h,見逃し,今永 昇太,佐藤 輝明,3-0,●
3,スライダー,127km/h,空振り,今永 昇太,佐藤 輝明,3-0,●
4,ストレート,143km/h,ボール,今永 昇太,佐藤 輝明,3-0,●
5,ストレート,148km/h,ボール,今永 昇太,佐藤 輝明,3-0,●
6,ストレート,148km/h,ファウル,今永 昇太,佐藤 輝明,3-0,●
7,スライダー,127km/h,空三振,今永 昇太,佐藤 輝明,3-0,●
1,チェンジアップ,132km/h,空振り,今永 昇太,大山 悠輔,3-0,●
2,カーブ,116km/h,ボール,今永 昇太,大山 悠輔,3-0,●
3,カーブ,118km/h,ボール,今永 昇太,大山 悠輔,3-0,●
4,ストレート,144km/h,ファウル,今永 昇太,大山 悠輔,3-0,●
5,ストレート,146km/h,ボール,今永 昇太,大山 悠輔,3-0,●
6,ストレート,147km/h,四球  [ハーフスイング],今永 昇太,大山 悠輔,3-0,●
1,カーブ,116km/h,遊ゴロ  [バウンド高い、併殺崩れ],今永 昇太,原口 文仁,3-0,●●
1,ストレート,146km/h,見逃し,今永 昇太,木浪 聖也,3-0,●●●
2,カットボール,132km/h,中飛,今永 昇太,木浪 聖也,3-0,●●●
1,スライダー,135km/h,見逃し,アルカンタラ,桑原 将志,3-0,●
2,スプリット,138km/h,ボール  [ワンバウンド],アルカンタラ,桑原 将志,3-0,●
3,スライダー,139km/h,左飛,アルカンタラ,桑原 将志,3-0,●
1,ストレート,156km/h,ボール,アルカンタラ,神里 和毅,3-0,●●
2,スプリット,135km/h,空振り,アルカンタラ,神里 和毅,3-0,●●
3,スプリット,139km/h,一ゴロ  [引っかけ],アルカンタラ,神里 和毅,3-0,●●
1,ストレート,151km/h,見逃し,アルカンタラ,佐野 恵太,3-0,●●
2,ストレート,149km/h,ボール,アルカンタラ,佐野 恵太,3-0,●●
3,スプリット,137km/h,左安,アルカンタラ,佐野 恵太,3-0,●●
1,スプリット,135km/h,見逃し,アルカンタラ,牧 秀悟,3-0,●●●
2,ストレート,148km/h,ファウル,アルカンタラ,牧 秀悟,3-0,●●●
3,スプリット,137km/h,ボール,アルカンタラ,牧 秀悟,3-0,●●●
4,スライダー,141km/h,空三振,アルカンタラ,牧 秀悟,3-0,●●●
1,ストレート,147km/h,ボール,伊勢 大夢,梅野 隆太郎,3-0,
2,ストレート,151km/h,ファウル,伊勢 大夢,梅野 隆太郎,3-0,
3,スライダー,130km/h,ボール,伊勢 大夢,梅野 隆太郎,3-0,
4,ストレート,-,ボール,伊勢 大夢,梅野 隆太郎,3-0,
5,ストレート,150km/h,空振り,伊勢 大夢,梅野 隆太郎,3-0,
6,ストレート,151km/h,四球,伊勢 大夢,梅野 隆太郎,3-0,
1,ストレート,146km/h,見逃し,伊勢 大夢,糸原 健斗,3-0,●●
2,フォーク,137km/h,ファウル,伊勢 大夢,糸原 健斗,3-0,●●
3,フォーク,139km/h,ファウル,伊勢 大夢,糸原 健斗,3-0,●●
4,ストレート,151km/h,ボール,伊勢 大夢,糸原 健斗,3-0,●●
5,ストレート,151km/h,三併打,伊勢 大夢,糸原 健斗,3-0,●●
1,ストレート,151km/h,ボール,伊勢 大夢,中野 拓夢,3-0,●●●
2,ストレート,146km/h,左飛,伊勢 大夢,中野 拓夢,3-0,●●●
1,ツーシーム,138km/h,ファウル,小林 慶祐,楠本 泰史,3-0,
2,ストレート,143km/h,ボール,小林 慶祐,楠本 泰史,3-0,
3,フォーク,135km/h,ボール,小林 慶祐,楠本 泰史,3-0,
4,ストレート,144km/h,右安,小林 慶祐,楠本 泰史,3-0,
1,ツーシーム,139km/h,ファウル  [バントファウル、自打球],小林 慶祐,戸柱 恭孝,3-0,●
2,ストレート,144km/h,ボール  [バント構え、高めのつり球を要求],小林 慶祐,戸柱 恭孝,3-0,●
3,ツーシーム,138km/h,投犠打,小林 慶祐,戸柱 恭孝,3-0,●
1,ストレート,147km/h,ボール,小林 慶祐,柴田 竜拓,3-0,●●
2,フォーク,137km/h,ボール,小林 慶祐,柴田 竜拓,3-0,●●
3,ツーシーム,141km/h,ファウル,小林 慶祐,柴田 竜拓,3-0,●●
4,ストレート,146km/h,ボール,小林 慶祐,柴田 竜拓,3-0,●●
5,ツーシーム,139km/h,二ゴロ  [ランニングスロー],小林 慶祐,柴田 竜拓,3-0,●●
1,ストレート,149km/h,ファウル,小林 慶祐,ソト,3-0,●●●
2,フォーク,139km/h,空振り,小林 慶祐,ソト,3-0,●●●
3,フォーク,140km/h,空三振  [投手ガッツポーズ],小林 慶祐,ソト,3-0,●●●
1,ツーシーム,154km/h,ファウル  [セーフティバント、バントファウル],エスコバー,島田 海吏,3-0,
2,ツーシーム,155km/h,ファウル,エスコバー,島田 海吏,3-0,
3,ストレート,153km/h,死球,エスコバー,島田 海吏,3-0,
1,ストレート,153km/h,ボール,エスコバー,近本 光司,3-0,●●
2,ストレート,153km/h,投併打,エスコバー,近本 光司,3-0,●●
1,ストレート,156km/h,見逃し,エスコバー,佐藤 輝明,3-0,●●
2,スライダー,134km/h,左安  [内野一塁寄り],エスコバー,佐藤 輝明,3-0,●●
1,ストレート,155km/h,ボール,エスコバー,大山 悠輔,3-0,●●●
2,ツーシーム,152km/h,ファウル  [ポール際],エスコバー,大山 悠輔,3-0,●●●
3,ストレート,156km/h,一邪飛,エスコバー,大山 悠輔,3-0,●●●
1,スライダー,127km/h,ボール,小林 慶祐,桑原 将志,3-0,●
2,ストレート,148km/h,右飛,小林 慶祐,桑原 将志,3-0,●
1,フォーク,140km/h,空振り,小林 慶祐,神里 和毅,3-0,●●
2,フォーク,138km/h,空振り,小林 慶祐,神里 和毅,3-0,●●
3,フォーク,135km/h,ボール  [ワンバウンド],小林 慶祐,神里 和毅,3-0,●●
4,フォーク,135km/h,ボール,小林 慶祐,神里 和毅,3-0,●●
5,ツーシーム,140km/h,空三振,小林 慶祐,神里 和毅,3-0,●●
1,ツーシーム,141km/h,空振り,小林 慶祐,佐野 恵太,4-0,●●
2,スライダー,130km/h,ファウル,小林 慶祐,佐野 恵太,4-0,●●
3,ストレート,149km/h,ボール,小林 慶祐,佐野 恵太,4-0,●●
4,フォーク,137km/h,ファウル,小林 慶祐,佐野 恵太,4-0,●●
5,フォーク,136km/h,右中本  [スタンドギリギリ],小林 慶祐,佐野 恵太,4-0,●●
1,スライダー,130km/h,空振り,小林 慶祐,牧 秀悟,4-0,●●
2,ストレート,146km/h,左安,小林 慶祐,牧 秀悟,4-0,●●
1,ストレート,146km/h,空振り,小林 慶祐,楠本 泰史,4-0,●●●
2,ストレート,146km/h,右安  [フェンス直撃、挟まれる],小林 慶祐,楠本 泰史,4-0,●●●
1,スプリット,137km/h,空振り,山﨑 康晃,原口 文仁,4-0,
2,ストレート,149km/h,左安,山﨑 康晃,原口 文仁,4-0,
1,ストレート,145km/h,ボール,山﨑 康晃,木浪 聖也,4-0,●
2,ツーシーム,143km/h,見逃し,山﨑 康晃,木浪 聖也,4-0,●
3,スプリット,140km/h,見逃し,山﨑 康晃,木浪 聖也,4-0,●
4,ストレート,145km/h,ボール,山﨑 康晃,木浪 聖也,4-0,●
5,スプリット,138km/h,二ゴロ  [送球が逸れる],山﨑 康晃,木浪 聖也,4-0,●
1,スプリット,138km/h,左飛,山﨑 康晃,梅野 隆太郎,4-0,●●
1,ストレート,146km/h,見逃し,山﨑 康晃,陽川 尚将,4-0,●●●
2,スプリット,137km/h,ファウル  [自打球],山﨑 康晃,陽川 尚将,4-0,●●●
3,スプリット,137km/h,空三振  [ハーフスイング],山﨑 康晃,陽川 尚将,4-0,●●●
1,ストレート,129km/h,見逃し,鈴木 健矢,福田 周平,0-0,●
2,ストレート,130km/h,ボール,鈴木 健矢,福田 周平,0-0,●
3,ストレート,129km/h,投ゴロ,鈴木 健矢,福田 周平,0-0,●
1,ストレート,131km/h,ボール,鈴木 健矢,安達 了一,0-0,●●
2,スライダー,115km/h,見逃し,鈴木 健矢,安達 了一,0-0,●●
3,スライダー,115km/h,空振り,鈴木 健矢,安達 了一,0-0,●●
4,ストレート,135km/h,ボール,鈴木 健矢,安達 了一,0-0,●●
5,カーブ,97km/h,ファウル,鈴木 健矢,安達 了一,0-0,●●
6,ストレート,131km/h,中飛,鈴木 健矢,安達 了一,0-0,●●
1,カーブ,97km/h,見逃し,鈴木 健矢,吉田 正尚,0-0,●●
2,スライダー,119km/h,ファウル,鈴木 健矢,吉田 正尚,0-0,●●
3,シンカー,130km/h,ボール  [ワンバウンド],鈴木 健矢,吉田 正尚,0-0,●●
4,スライダー,121km/h,ボール,鈴木 健矢,吉田 正尚,0-0,●●
5,スライダー,117km/h,ファウル,鈴木 健矢,吉田 正尚,0-0,●●
6,ストレート,133km/h,ボール,鈴木 健矢,吉田 正尚,0-0,●●
7,ストレート,132km/h,四球,鈴木 健矢,吉田 正尚,0-0,●●
1,スライダー,116km/h,見逃し,鈴木 健矢,中川 圭太,0-0,●●●
2,ストレート,128km/h,ファウル,鈴木 健矢,中川 圭太,0-0,●●●
3,ストレート,127km/h,ファウル,鈴木 健矢,中川 圭太,0-0,●●●
4,スライダー,119km/h,空三振,鈴木 健矢,中川 圭太,0-0,●●●
1,ストレート,144km/h,見逃し,山岡 泰輔,古川 裕大,0-0,
2,ストレート,144km/h,ボール,山岡 泰輔,古川 裕大,0-0,
3,ストレート,144km/h,左２,山岡 泰輔,古川 裕大,0-0,
1,縦スライダー,130km/h,見逃し,山岡 泰輔,上川畑 大悟,0-0,●
2,ストレート,143km/h,見逃し,山岡 泰輔,上川畑 大悟,0-0,●
