投球数,球種,球速,結果,投手,打者,スコア
2,ストレート,143km/h,見逃し,小川 泰弘,大瀬良 大地,0-2
3,フォーク,135km/h,ボール,小川 泰弘,大瀬良 大地,0-2
4,ストレート,145km/h,二直  [野手の正面をつく],小川 泰弘,大瀬良 大地,0-2
1,ストレート,146km/h,見逃し,小川 泰弘,野間 峻祥,0-2
2,ストレート,145km/h,ファウル,小川 泰弘,野間 峻祥,0-2
3,ストレート,144km/h,ボール,小川 泰弘,野間 峻祥,0-2
4,フォーク,131km/h,ボール,小川 泰弘,野間 峻祥,0-2
5,フォーク,-,ファウル,小川 泰弘,野間 峻祥,0-2
6,ストレート,-,ファウル,小川 泰弘,野間 峻祥,0-2
7,カットボール,-,右安,小川 泰弘,野間 峻祥,0-2
1,ストレート,145km/h,ボール,小川 泰弘,菊池 涼介,0-2
2,カットボール,139km/h,ボール,小川 泰弘,菊池 涼介,0-2
3,チェンジアップ,106km/h,見逃し,小川 泰弘,菊池 涼介,0-2
4,スライダー,131km/h,二飛  [バットの先、泳ぎ],小川 泰弘,菊池 涼介,0-2
1,ストレート,148km/h,見逃し,大瀬良 大地,坂口 智隆,0-2
2,ストレート,147km/h,見逃し,大瀬良 大地,坂口 智隆,0-2
3,カットボール,-,ファウル,大瀬良 大地,坂口 智隆,0-2
4,スライダー,121km/h,一ゴロ,大瀬良 大地,坂口 智隆,0-2
1,カーブ,-,ボール,大瀬良 大地,村上 宗隆,0-2
2,カーブ,119km/h,見逃し,大瀬良 大地,村上 宗隆,0-2
3,ストレート,147km/h,ボール,大瀬良 大地,村上 宗隆,0-2
4,カーブ,117km/h,ボール,大瀬良 大地,村上 宗隆,0-2
5,カットボール,141km/h,空振り  [ワンバウンド],大瀬良 大地,村上 宗隆,0-2
6,ストレート,150km/h,空三振,大瀬良 大地,村上 宗隆,0-2
1,ストレート,-,中飛  [フェンスギリギリ],大瀬良 大地,サンタナ,0-2
1,ストレート,145km/h,ボール,小川 泰弘,秋山 翔吾,0-2
2,ストレート,145km/h,見逃し,小川 泰弘,秋山 翔吾,0-2
3,スライダー,132km/h,左安,小川 泰弘,秋山 翔吾,0-2
1,ストレート,143km/h,見逃し,小川 泰弘,坂倉 将吾,0-2
2,ストレート,144km/h,見逃し,小川 泰弘,坂倉 将吾,0-2
3,フォーク,133km/h,ボール  [ワンバウンド、ハーフスイング],小川 泰弘,坂倉 将吾,0-2
4,フォーク,134km/h,ファウル,小川 泰弘,坂倉 将吾,0-2
5,カットボール,140km/h,捕ゴロ  [詰り、ボテボテ、素手で捕球],小川 泰弘,坂倉 将吾,0-2
1,ストレート,142km/h,ボール,小川 泰弘,長野 久義,0-2
2,フォーク,134km/h,見逃し,小川 泰弘,長野 久義,0-2
3,チェンジアップ,101km/h,ボール,小川 泰弘,長野 久義,0-2
4,スライダー,132km/h,ファウル,小川 泰弘,長野 久義,0-2
5,フォーク,133km/h,ボール  [ワンバウンド],小川 泰弘,長野 久義,0-2
6,カットボール,141km/h,ファウル,小川 泰弘,長野 久義,0-2
7,ストレート,-,空三振,小川 泰弘,長野 久義,0-2
1,ストレート,145km/h,見逃し,小川 泰弘,小園 海斗,0-2
2,カットボール,-,ファウル,小川 泰弘,小園 海斗,0-2
3,ストレート,142km/h,ボール,小川 泰弘,小園 海斗,0-2
4,チェンジアップ,116km/h,ファウル,小川 泰弘,小園 海斗,0-2
5,チェンジアップ,107km/h,右飛,小川 泰弘,小園 海斗,0-2
1,スライダー,126km/h,二ゴロ  [詰り],大瀬良 大地,長岡 秀樹,0-2
1,カットボール,139km/h,見逃し,大瀬良 大地,オスナ,0-2
2,スライダー,126km/h,見逃し,大瀬良 大地,オスナ,0-2
3,ストレート,146km/h,ファウル,大瀬良 大地,オスナ,0-2
4,カットボール,-,空三振  [ワンバウンド],大瀬良 大地,オスナ,0-2
1,ストレート,147km/h,見逃し,大瀬良 大地,古賀 優大,0-2
2,ストレート,147km/h,ボール,大瀬良 大地,古賀 優大,0-2
3,フォーク,139km/h,遊ゴロ,大瀬良 大地,古賀 優大,0-2
1,ストレート,144km/h,見逃し,小川 泰弘,羽月 隆太郎,0-2
2,ストレート,143km/h,ファウル,小川 泰弘,羽月 隆太郎,0-2
3,フォーク,133km/h,ボール  [ワンバウンド],小川 泰弘,羽月 隆太郎,0-2
4,チェンジアップ,107km/h,ボール,小川 泰弘,羽月 隆太郎,0-2
5,カットボール,142km/h,中飛,小川 泰弘,羽月 隆太郎,0-2
1,ストレート,144km/h,見逃し,小川 泰弘,會澤 翼,0-2
2,ストレート,145km/h,見逃し,小川 泰弘,會澤 翼,0-2
3,ストレート,146km/h,ファウル,小川 泰弘,會澤 翼,0-2
4,スライダー,131km/h,ボール  [ワンバウンド],小川 泰弘,會澤 翼,0-2
5,ストレート,145km/h,ファウル,小川 泰弘,會澤 翼,0-2
6,ストレート,145km/h,ボール,小川 泰弘,會澤 翼,0-2
7,チェンジアップ,106km/h,遊ゴロ,小川 泰弘,會澤 翼,0-2
1,ストレート,144km/h,ボール,小川 泰弘,大瀬良 大地,0-2
2,ストレート,144km/h,見逃し,小川 泰弘,大瀬良 大地,0-2
3,カットボール,141km/h,中安,小川 泰弘,大瀬良 大地,0-2
1,チェンジアップ,-,見逃し,小川 泰弘,野間 峻祥,0-2
2,チェンジアップ,111km/h,ボール,小川 泰弘,野間 峻祥,0-2
3,ストレート,144km/h,左安,小川 泰弘,野間 峻祥,0-2
1,フォーク,132km/h,見逃し,小川 泰弘,菊池 涼介,0-2
2,ストレート,144km/h,ボール,小川 泰弘,菊池 涼介,0-2
3,ストレート,144km/h,ボール,小川 泰弘,菊池 涼介,0-2
4,フォーク,133km/h,ボール  [ワンバウンド],小川 泰弘,菊池 涼介,0-2
5,カットボール,-,左飛  [痛烈な当たり],小川 泰弘,菊池 涼介,0-2
1,ストレート,142km/h,ボール,大瀬良 大地,小川 泰弘,0-2
2,ストレート,145km/h,見逃し,大瀬良 大地,小川 泰弘,0-2
3,カットボール,138km/h,ボール  [ハーフスイング],大瀬良 大地,小川 泰弘,0-2
4,カットボール,136km/h,空振り,大瀬良 大地,小川 泰弘,0-2
5,ストレート,148km/h,空三振,大瀬良 大地,小川 泰弘,0-2
1,カーブ,118km/h,見逃し,大瀬良 大地,山崎 晃大朗,0-2
2,フォーク,139km/h,ボール  [セーフティバント、バント構え],大瀬良 大地,山崎 晃大朗,0-2
3,カットボール,141km/h,空振り,大瀬良 大地,山崎 晃大朗,0-2
4,ストレート,149km/h,ファウル,大瀬良 大地,山崎 晃大朗,0-2
5,カットボール,-,二ゴロ,大瀬良 大地,山崎 晃大朗,0-2
1,スライダー,128km/h,見逃し,大瀬良 大地,元山 飛優,0-2
2,カットボール,140km/h,空振り  [ハーフスイング],大瀬良 大地,元山 飛優,0-2
3,カットボール,139km/h,ボール,大瀬良 大地,元山 飛優,0-2
4,ストレート,146km/h,中２,大瀬良 大地,元山 飛優,0-2
1,スライダー,127km/h,ボール,大瀬良 大地,坂口 智隆,0-2
2,ストレート,147km/h,ファウル  [球審に打球が直撃],大瀬良 大地,坂口 智隆,0-2
3,カットボール,139km/h,ボール,大瀬良 大地,坂口 智隆,0-2
4,カットボール,-,ファウル,大瀬良 大地,坂口 智隆,0-2
5,カットボール,137km/h,ボール,大瀬良 大地,坂口 智隆,0-2
6,カーブ,-,右安  [外野前進],大瀬良 大地,坂口 智隆,0-2
1,カットボール,139km/h,ファウル,大瀬良 大地,村上 宗隆,0-2
2,ストレート,146km/h,一邪飛,大瀬良 大地,村上 宗隆,0-2
1,ストレート,144km/h,ファウル,小川 泰弘,秋山 翔吾,0-2
2,ストレート,144km/h,見逃し,小川 泰弘,秋山 翔吾,0-2
3,フォーク,131km/h,ファウル,小川 泰弘,秋山 翔吾,0-2
4,ストレート,141km/h,ボール,小川 泰弘,秋山 翔吾,0-2
5,フォーク,134km/h,中安,小川 泰弘,秋山 翔吾,0-2
1,ストレート,144km/h,遊併打  [野手の正面をつく],小川 泰弘,坂倉 将吾,0-2
1,ストレート,143km/h,ボール,小川 泰弘,長野 久義,0-2
2,ストレート,141km/h,見逃し,小川 泰弘,長野 久義,0-2
3,カットボール,142km/h,ファウル,小川 泰弘,長野 久義,0-2
4,ストレート,139km/h,ボール,小川 泰弘,長野 久義,0-2
5,ストレート,140km/h,ボール,小川 泰弘,長野 久義,0-2
6,フォーク,-,遊ゴロ,小川 泰弘,長野 久義,0-2
1,カーブ,115km/h,ファウル,大瀬良 大地,サンタナ,0-2
2,スライダー,122km/h,ボール,大瀬良 大地,サンタナ,0-2
3,フォーク,140km/h,ボール,大瀬良 大地,サンタナ,0-2
4,ストレート,144km/h,ファウル,大瀬良 大地,サンタナ,0-2
5,ストレート,149km/h,遊ゴロ  [引っかけ、バウンド高い],大瀬良 大地,サンタナ,0-2
1,フォーク,140km/h,ボール,大瀬良 大地,長岡 秀樹,0-2
2,カットボール,139km/h,ボール,大瀬良 大地,長岡 秀樹,0-2
3,カットボール,138km/h,ボール,大瀬良 大地,長岡 秀樹,0-2
4,ストレート,147km/h,見逃し,大瀬良 大地,長岡 秀樹,0-2
5,カットボール,138km/h,ファウル,大瀬良 大地,長岡 秀樹,0-2
6,ストレート,147km/h,ファウル,大瀬良 大地,長岡 秀樹,0-2
7,カットボール,141km/h,ファウル,大瀬良 大地,長岡 秀樹,0-2
8,カットボール,137km/h,ファウル,大瀬良 大地,長岡 秀樹,0-2
9,カットボール,137km/h,ファウル,大瀬良 大地,長岡 秀樹,0-2
10,スライダー,126km/h,四球  [ワンバウンド],大瀬良 大地,長岡 秀樹,0-2
1,カーブ,115km/h,中安  [詰り],大瀬良 大地,オスナ,0-2
1,カットボール,136km/h,ファウル,大瀬良 大地,古賀 優大,0-2
2,ストレート,143km/h,見逃し,大瀬良 大地,古賀 優大,0-2
3,ストレート,144km/h,ボール,大瀬良 大地,古賀 優大,0-2
4,ストレート,143km/h,ファウル,大瀬良 大地,古賀 優大,0-2
5,ストレート,-,右安  [外野前進、逆球],大瀬良 大地,古賀 優大,0-2
1,カットボール,137km/h,ボール  [ハーフスイング],大瀬良 大地,小川 泰弘,0-2
2,カットボール,136km/h,空振り,大瀬良 大地,小川 泰弘,0-2
3,ストレート,143km/h,見逃し,大瀬良 大地,小川 泰弘,0-2
4,カットボール,137km/h,空三振,大瀬良 大地,小川 泰弘,0-2
1,フォーク,139km/h,ボール,大瀬良 大地,山崎 晃大朗,0-2
2,カットボール,140km/h,一ゴロ,大瀬良 大地,山崎 晃大朗,0-2
1,ストレート,-,空振り,小川 泰弘,小園 海斗,0-2
2,ストレート,145km/h,ボール,小川 泰弘,小園 海斗,0-2
3,チェンジアップ,118km/h,二ゴロ  [泳ぎ、バットの先],小川 泰弘,小園 海斗,0-2
1,スライダー,131km/h,見逃し,小川 泰弘,羽月 隆太郎,0-2
2,ストレート,142km/h,ファウル,小川 泰弘,羽月 隆太郎,0-2
3,フォーク,-,空三振  [ワンバウンド],小川 泰弘,羽月 隆太郎,0-2
1,ナックルカーブ,109km/h,見逃し,小川 泰弘,會澤 翼,0-2
2,スライダー,131km/h,左飛,小川 泰弘,會澤 翼,0-2
1,ストレート,149km/h,ボール,中﨑 翔太,元山 飛優,0-2
2,ストレート,147km/h,見逃し,中﨑 翔太,元山 飛優,0-2
3,ストレート,147km/h,ボール,中﨑 翔太,元山 飛優,0-2
4,スライダー,136km/h,見逃し,中﨑 翔太,元山 飛優,0-2
5,スライダー,132km/h,中飛  [好プレイ],中﨑 翔太,元山 飛優,0-2
1,スライダー,137km/h,ファウル,中﨑 翔太,並木 秀尊,0-2
2,スライダー,134km/h,ボール,中﨑 翔太,並木 秀尊,0-2
3,ストレート,148km/h,ボール,中﨑 翔太,並木 秀尊,0-2
4,スライダー,134km/h,見逃し,中﨑 翔太,並木 秀尊,0-2
5,ストレート,147km/h,ボール  [ハーフスイング],中﨑 翔太,並木 秀尊,0-2
6,スライダー,133km/h,右飛  [バットの先],中﨑 翔太,並木 秀尊,0-2
1,チェンジアップ,141km/h,ボール  [ワンバウンド],中﨑 翔太,村上 宗隆,0-2
2,スライダー,134km/h,ボール,中﨑 翔太,村上 宗隆,0-2
3,ストレート,151km/h,ボール,中﨑 翔太,村上 宗隆,0-2
4,スライダー,137km/h,四球,中﨑 翔太,村上 宗隆,0-2
1,スライダー,138km/h,ボール,中﨑 翔太,渡邉 大樹,0-2
2,ストレート,148km/h,見逃し,中﨑 翔太,渡邉 大樹,0-2
3,ストレート,146km/h,投ゴロ  [セーフティバント],中﨑 翔太,渡邉 大樹,0-2
1,ストレート,147km/h,ボール,梅野 雄吾,磯村 嘉孝,0-2
2,スライダー,131km/h,ボール,梅野 雄吾,磯村 嘉孝,0-2
3,ストレート,145km/h,見逃し,梅野 雄吾,磯村 嘉孝,0-2
4,ストレート,147km/h,空振り,梅野 雄吾,磯村 嘉孝,0-2
5,スライダー,135km/h,二飛,梅野 雄吾,磯村 嘉孝,0-2
1,スライダー,136km/h,見逃し,梅野 雄吾,野間 峻祥,0-2
2,チェンジアップ,131km/h,見逃し,梅野 雄吾,野間 峻祥,0-2
3,フォーク,134km/h,ボール  [ワンバウンド],梅野 雄吾,野間 峻祥,0-2
4,ストレート,148km/h,二ゴロ  [痛烈な当たり],梅野 雄吾,野間 峻祥,0-2
1,チェンジアップ,127km/h,見逃し,梅野 雄吾,菊池 涼介,0-2
2,ストレート,147km/h,三失  [引っかけ],梅野 雄吾,菊池 涼介,0-2
1,ストレート,148km/h,ファウル,梅野 雄吾,秋山 翔吾,2-2
2,ストレート,148km/h,ボール,梅野 雄吾,秋山 翔吾,2-2
3,スライダー,136km/h,ボール,梅野 雄吾,秋山 翔吾,2-2
4,チェンジアップ,134km/h,ボール,梅野 雄吾,秋山 翔吾,2-2
5,チェンジアップ,134km/h,右本  [本塁打確信、外野手が一歩も打球追わず、投手がっくり、悔しがる],梅野 雄吾,秋山 翔吾,2-2
1,スライダー,137km/h,見逃し,梅野 雄吾,坂倉 将吾,2-2
2,フォーク,132km/h,空振り,梅野 雄吾,坂倉 将吾,2-2
3,フォーク,133km/h,ボール  [ワンバウンド],梅野 雄吾,坂倉 将吾,2-2
4,チェンジアップ,-,三安  [詰り、バット折れる、ボテボテ、素手で捕球],梅野 雄吾,坂倉 将吾,2-2
1,ストレート,144km/h,見逃し,梅野 雄吾,長野 久義,2-2
2,ストレート,146km/h,ボール,梅野 雄吾,長野 久義,2-2
3,スライダー,134km/h,空振り,梅野 雄吾,長野 久義,2-2
4,スライダー,134km/h,ファウル,梅野 雄吾,長野 久義,2-2
5,ストレート,148km/h,ファウル,梅野 雄吾,長野 久義,2-2
6,フォーク,134km/h,ボール  [ワンバウンド、ハーフスイング],梅野 雄吾,長野 久義,2-2
1,ストレート,144km/h,見逃し,梅野 雄吾,長野 久義,2-2
2,ストレート,146km/h,ボール,梅野 雄吾,長野 久義,2-2
3,スライダー,134km/h,空振り,梅野 雄吾,長野 久義,2-2
4,スライダー,134km/h,ファウル,梅野 雄吾,長野 久義,2-2
5,ストレート,148km/h,ファウル,梅野 雄吾,長野 久義,2-2
6,フォーク,134km/h,ボール  [ワンバウンド、ハーフスイング],梅野 雄吾,長野 久義,2-2
7,フォーク,134km/h,ファウル,梅野 雄吾,長野 久義,2-2
8,スライダー,138km/h,ファウル,梅野 雄吾,長野 久義,2-2
9,ストレート,147km/h,ボール,梅野 雄吾,長野 久義,2-2
10,スライダー,134km/h,ファウル,梅野 雄吾,長野 久義,2-2
11,ストレート,149km/h,右飛  [外野前進、痛烈な当たり],梅野 雄吾,長野 久義,2-2
1,チェンジアップ,128km/h,ボール  [ワンバウンド],森浦 大輔,長岡 秀樹,2-2
2,ストレート,147km/h,見逃し,森浦 大輔,長岡 秀樹,2-2
3,カーブ,-,右飛,森浦 大輔,長岡 秀樹,2-2
1,ストレート,149km/h,見逃し  [打つ気なし],森浦 大輔,オスナ,2-2
2,チェンジアップ,134km/h,空振り,森浦 大輔,オスナ,2-2
3,カーブ,126km/h,見三振  [全く反応できず],森浦 大輔,オスナ,2-2
1,ストレート,147km/h,ボール,森浦 大輔,西田 明央,2-2
2,ストレート,149km/h,ボール,森浦 大輔,西田 明央,2-2
3,チェンジアップ,131km/h,ファウル,森浦 大輔,西田 明央,2-2
4,チェンジアップ,127km/h,空振り,森浦 大輔,西田 明央,2-2
5,ストレート,149km/h,一ゴロ  [打球処理もたつく],森浦 大輔,西田 明央,2-2
1,スプリット,140km/h,ボール  [ワンバウンド],マクガフ,小園 海斗,3-2
2,スプリット,140km/h,右中本,マクガフ,小園 海斗,3-2
1,ストレート,-,中飛,マクガフ,羽月 隆太郎,3-2
1,ストレート,151km/h,ボール,マクガフ,會澤 翼,3-2
2,カットボール,139km/h,ボール,マクガフ,會澤 翼,3-2
3,カットボール,138km/h,ボール,マクガフ,會澤 翼,3-2
4,ストレート,148km/h,四球,マクガフ,會澤 翼,3-2
1,カットボール,142km/h,見逃し,マクガフ,松山 竜平,5-2
2,スプリット,140km/h,ファウル,マクガフ,松山 竜平,5-2
3,ストレート,152km/h,ボール,マクガフ,松山 竜平,5-2
4,カットボール,144km/h,ファウル,マクガフ,松山 竜平,5-2
5,ストレート,152km/h,ボール,マクガフ,松山 竜平,5-2
6,スプリット,140km/h,右本  [泳ぎ、ポール際、打者ガッツポーズ],マクガフ,松山 竜平,5-2
1,シュート,136km/h,見逃し,久保 拓眞,野間 峻祥,5-2
2,スライダー,125km/h,ボール,久保 拓眞,野間 峻祥,5-2
3,シュート,138km/h,遊安  [詰り],久保 拓眞,野間 峻祥,5-2
1,シュート,141km/h,ボール,久保 拓眞,菊池 涼介,5-2
2,スライダー,121km/h,見逃し,久保 拓眞,菊池 涼介,5-2
3,スライダー,123km/h,空振り,久保 拓眞,菊池 涼介,5-2
4,チェンジアップ,121km/h,中飛  [泳ぎ],久保 拓眞,菊池 涼介,5-2
1,シュート,139km/h,見逃し,久保 拓眞,秋山 翔吾,5-2
2,シュート,136km/h,ボール,久保 拓眞,秋山 翔吾,5-2
3,シュート,-,ボール,久保 拓眞,秋山 翔吾,5-2
4,シュート,130km/h,ボール,久保 拓眞,秋山 翔吾,5-2
5,シュート,131km/h,二ゴロ,久保 拓眞,秋山 翔吾,5-2
1,ストレート,149km/h,ボール,栗林 良吏,内山 壮真,5-2
2,フォーク,138km/h,見逃し,栗林 良吏,内山 壮真,5-2
3,ストレート,150km/h,ボール,栗林 良吏,内山 壮真,5-2
4,フォーク,136km/h,見逃し,栗林 良吏,内山 壮真,5-2
5,フォーク,139km/h,ファウル,栗林 良吏,内山 壮真,5-2
6,フォーク,135km/h,空三振,栗林 良吏,内山 壮真,5-2
1,カットボール,-,ボール,栗林 良吏,山崎 晃大朗,5-2
2,ストレート,143km/h,ファウル,栗林 良吏,山崎 晃大朗,5-2
3,カーブ,125km/h,ボール,栗林 良吏,山崎 晃大朗,5-2
4,フォーク,138km/h,空振り,栗林 良吏,山崎 晃大朗,5-2
5,フォーク,141km/h,左飛,栗林 良吏,山崎 晃大朗,5-2
1,ストレート,152km/h,ファウル,栗林 良吏,元山 飛優,5-2
2,カーブ,131km/h,ボール,栗林 良吏,元山 飛優,5-2
3,フォーク,140km/h,空振り,栗林 良吏,元山 飛優,5-2
4,フォーク,-,遊ゴロ  [送球がバウンド、好プレイ],栗林 良吏,元山 飛優,5-2
1,ツーシーム,143km/h,ボール,青柳 晃洋,森 敬斗,0-0
2,ツーシーム,142km/h,ボール  [セーフティバント、バント構え],青柳 晃洋,森 敬斗,0-0
3,ツーシーム,140km/h,見逃し  [セーフティバント、バント構え],青柳 晃洋,森 敬斗,0-0
4,ツーシーム,143km/h,空振り,青柳 晃洋,森 敬斗,0-0
5,ツーシーム,142km/h,ボール,青柳 晃洋,森 敬斗,0-0
6,ツーシーム,143km/h,遊ゴロ,青柳 晃洋,森 敬斗,0-0
1,ストレート,145km/h,見逃し,青柳 晃洋,桑原 将志,0-0
2,ストレート,-,空振り,青柳 晃洋,桑原 将志,0-0
3,ストレート,145km/h,ファウル,青柳 晃洋,桑原 将志,0-0
4,スライダー,124km/h,中安  [バットの先],青柳 晃洋,桑原 将志,0-0
1,ツーシーム,143km/h,見逃し,青柳 晃洋,佐野 恵太,0-0
2,ツーシーム,141km/h,遊併打,青柳 晃洋,佐野 恵太,0-0
1,ストレート,142km/h,見逃し,坂本 裕哉,中野 拓夢,0-0
2,カットボール,135km/h,遊ゴロ,坂本 裕哉,中野 拓夢,0-0
1,ストレート,142km/h,見逃し,坂本 裕哉,山本 泰寛,0-0
2,ストレート,144km/h,ボール,坂本 裕哉,山本 泰寛,0-0
3,チェンジアップ,134km/h,ファウル,坂本 裕哉,山本 泰寛,0-0
4,ストレート,145km/h,ボール,坂本 裕哉,山本 泰寛,0-0
5,チェンジアップ,135km/h,右飛,坂本 裕哉,山本 泰寛,0-0
1,ナックルカーブ,119km/h,ボール,坂本 裕哉,近本 光司,0-0
2,カットボール,137km/h,見逃し,坂本 裕哉,近本 光司,0-0
3,ストレート,141km/h,二ゴロ,坂本 裕哉,近本 光司,0-0
1,カットボール,132km/h,見逃し,青柳 晃洋,牧 秀悟,0-0
2,ストレート,144km/h,右安  [グラブ弾く],青柳 晃洋,牧 秀悟,0-0
1,ツーシーム,142km/h,見逃し,青柳 晃洋,宮﨑 敏郎,0-0
2,スライダー,122km/h,見逃し,青柳 晃洋,宮﨑 敏郎,0-0
3,ストレート,142km/h,ボール,青柳 晃洋,宮﨑 敏郎,0-0
4,ストレート,144km/h,ボール,青柳 晃洋,宮﨑 敏郎,0-0
5,ツーシーム,142km/h,見三振  [全く反応できず],青柳 晃洋,宮﨑 敏郎,0-0
1,シンカー,128km/h,空振り,青柳 晃洋,楠本 泰史,0-0
2,ツーシーム,-,ファウル  [セーフティバント、バントファウル],青柳 晃洋,楠本 泰史,0-0
3,ツーシーム,142km/h,ファウル,青柳 晃洋,楠本 泰史,0-0
4,シンカー,124km/h,一ゴロ  [バットの先],青柳 晃洋,楠本 泰史,0-0
1,スライダー,122km/h,空振り,青柳 晃洋,神里 和毅,0-0
2,シンカー,128km/h,ボール,青柳 晃洋,神里 和毅,0-0
3,スライダー,124km/h,ファウル,青柳 晃洋,神里 和毅,0-0
4,ツーシーム,141km/h,ボール,青柳 晃洋,神里 和毅,0-0
5,スライダー,124km/h,ボール,青柳 晃洋,神里 和毅,0-0
6,シンカー,129km/h,四球,青柳 晃洋,神里 和毅,0-0
1,ストレート,143km/h,見逃し,青柳 晃洋,伊藤 光,0-0
2,スライダー,123km/h,ボール,青柳 晃洋,伊藤 光,0-0
3,カットボール,131km/h,ファウル,青柳 晃洋,伊藤 光,0-0
4,ストレート,144km/h,ファウル,青柳 晃洋,伊藤 光,0-0
5,スライダー,122km/h,遊飛,青柳 晃洋,伊藤 光,0-0
1,ストレート,142km/h,見逃し,坂本 裕哉,佐藤 輝明,0-0
2,スライダー,127km/h,ボール  [ワンバウンド],坂本 裕哉,佐藤 輝明,0-0
3,スライダー,-,左飛,坂本 裕哉,佐藤 輝明,0-0
1,ナックルカーブ,118km/h,ボール,坂本 裕哉,大山 悠輔,0-0
2,スライダー,132km/h,遊ゴロ  [好プレイ],坂本 裕哉,大山 悠輔,0-0
1,ストレート,143km/h,ボール,坂本 裕哉,糸原 健斗,0-0
2,ストレート,-,ボール,坂本 裕哉,糸原 健斗,0-0
3,ストレート,142km/h,見逃し,坂本 裕哉,糸原 健斗,0-0
4,スライダー,132km/h,ボール,坂本 裕哉,糸原 健斗,0-0
5,ストレート,143km/h,見逃し,坂本 裕哉,糸原 健斗,0-0
6,ストレート,141km/h,ファウル,坂本 裕哉,糸原 健斗,0-0
7,ストレート,-,空三振,坂本 裕哉,糸原 健斗,0-0
1,ツーシーム,141km/h,見逃し,青柳 晃洋,坂本 裕哉,0-0
2,スライダー,122km/h,見逃し,青柳 晃洋,坂本 裕哉,0-0
3,ツーシーム,-,ボール,青柳 晃洋,坂本 裕哉,0-0
4,ツーシーム,142km/h,一ゴロ  [ボテボテ],青柳 晃洋,坂本 裕哉,0-0
1,ツーシーム,-,ファウル,青柳 晃洋,森 敬斗,0-0
2,シンカー,129km/h,一ゴロ  [バウンド高い],青柳 晃洋,森 敬斗,0-0
1,スライダー,123km/h,ファウル,青柳 晃洋,桑原 将志,0-0
2,スライダー,124km/h,ボール,青柳 晃洋,桑原 将志,0-0
3,ツーシーム,143km/h,見逃し,青柳 晃洋,桑原 将志,0-0
4,ツーシーム,141km/h,ファウル,青柳 晃洋,桑原 将志,0-0
5,ツーシーム,144km/h,ファウル,青柳 晃洋,桑原 将志,0-0
6,カットボール,134km/h,ボール,青柳 晃洋,桑原 将志,0-0
7,ストレート,145km/h,ファウル,青柳 晃洋,桑原 将志,0-0
8,スライダー,116km/h,ボール,青柳 晃洋,桑原 将志,0-0
9,ツーシーム,142km/h,ファウル,青柳 晃洋,桑原 将志,0-0
10,スライダー,124km/h,四球,青柳 晃洋,桑原 将志,0-0
1,ツーシーム,141km/h,見逃し,青柳 晃洋,佐野 恵太,0-0
2,スライダー,123km/h,ファウル,青柳 晃洋,佐野 恵太,0-0
3,ストレート,144km/h,ファウル  [高めのつり球を要求],青柳 晃洋,佐野 恵太,0-0
4,ツーシーム,144km/h,ファウル,青柳 晃洋,佐野 恵太,0-0
5,スライダー,121km/h,ボール,青柳 晃洋,佐野 恵太,0-0
6,スライダー,124km/h,遊安  [逆シングル、ボールを握り直す],青柳 晃洋,佐野 恵太,0-0
1,ツーシーム,143km/h,ボール,青柳 晃洋,牧 秀悟,0-0
2,ツーシーム,142km/h,三ゴロ  [バウンド高い],青柳 晃洋,牧 秀悟,0-0
1,チェンジアップ,131km/h,見逃し,坂本 裕哉,陽川 尚将,0-0
2,ストレート,140km/h,ボール,坂本 裕哉,陽川 尚将,0-0
3,チェンジアップ,132km/h,三ゴロ,坂本 裕哉,陽川 尚将,0-0
1,ストレート,-,空振り,坂本 裕哉,梅野 隆太郎,0-0
2,ストレート,143km/h,ボール,坂本 裕哉,梅野 隆太郎,0-0
3,ストレート,138km/h,ファウル,坂本 裕哉,梅野 隆太郎,0-0
4,ストレート,143km/h,左安,坂本 裕哉,梅野 隆太郎,0-0
1,ストレート,139km/h,ボール  [バント構え],坂本 裕哉,青柳 晃洋,0-0
2,ストレート,139km/h,ファウル  [バントファウル],坂本 裕哉,青柳 晃洋,0-0
3,チェンジアップ,131km/h,見逃し,坂本 裕哉,青柳 晃洋,0-0
4,チェンジアップ,134km/h,バ三振  [バントファウル],坂本 裕哉,青柳 晃洋,0-0
1,ストレート,145km/h,見逃し,坂本 裕哉,中野 拓夢,0-0
2,ツーシーム,142km/h,ファウル  [自打球],坂本 裕哉,中野 拓夢,0-0
3,ストレート,141km/h,ボール,坂本 裕哉,中野 拓夢,0-0
4,カットボール,134km/h,ファウル,坂本 裕哉,中野 拓夢,0-0
5,ストレート,146km/h,ファウル,坂本 裕哉,中野 拓夢,0-0
6,カットボール,133km/h,空三振  [ランエンドヒット],坂本 裕哉,中野 拓夢,0-0
1,スライダー,-,見逃し,青柳 晃洋,宮﨑 敏郎,0-0
2,スライダー,124km/h,ボール,青柳 晃洋,宮﨑 敏郎,0-0
3,ツーシーム,142km/h,遊ゴロ,青柳 晃洋,宮﨑 敏郎,0-0
1,シンカー,126km/h,ボール  [セーフティバント、バント構え],青柳 晃洋,楠本 泰史,1-0
2,ツーシーム,142km/h,ファウル,青柳 晃洋,楠本 泰史,1-0
3,シンカー,129km/h,右本  [ポール際],青柳 晃洋,楠本 泰史,1-0
1,ツーシーム,143km/h,ファウル,青柳 晃洋,神里 和毅,1-0
2,ストレート,144km/h,ボール  [セーフティバント、バント構え],青柳 晃洋,神里 和毅,1-0
