投球数,球種,球速,結果,投手,打者,スコア
1,カーブ,124km/h,ボール,森浦 大輔,戸柱 恭孝,5-5
2,カーブ,120km/h,見逃し,森浦 大輔,戸柱 恭孝,5-5
3,ストレート,145km/h,見逃し,森浦 大輔,戸柱 恭孝,5-5
4,チェンジアップ,129km/h,中安,森浦 大輔,戸柱 恭孝,5-5
1,カーブ,121km/h,ボール  [ワンバウンド],森浦 大輔,神里 和毅,5-5
2,ストレート,147km/h,ファウル,森浦 大輔,神里 和毅,5-5
3,ストレート,144km/h,ボール,森浦 大輔,神里 和毅,5-5
4,カーブ,118km/h,ボール  [ワンバウンド],森浦 大輔,神里 和毅,5-5
5,ストレート,145km/h,二ゴロ  [ボールを握り直す],森浦 大輔,神里 和毅,5-5
1,チェンジアップ,130km/h,ファウル,森浦 大輔,桑原 将志,5-5
2,ストレート,145km/h,ボール  [ハーフスイング],森浦 大輔,桑原 将志,5-5
3,チェンジアップ,128km/h,ファウル,森浦 大輔,桑原 将志,5-5
4,チェンジアップ,129km/h,ボール,森浦 大輔,桑原 将志,5-5
5,チェンジアップ,128km/h,ファウル  [ランエンドヒット],森浦 大輔,桑原 将志,5-5
6,ストレート,144km/h,ファウル,森浦 大輔,桑原 将志,5-5
7,カーブ,117km/h,三安  [イレギュラー、強襲],森浦 大輔,桑原 将志,5-5
1,ストレート,153km/h,ボール  [ワンバウンド],ターリー,楠本 泰史,5-5
2,ストレート,151km/h,ファウル,ターリー,楠本 泰史,5-5
3,スライダー,129km/h,ボール,ターリー,楠本 泰史,5-5
4,スライダー,130km/h,ボール,ターリー,楠本 泰史,5-5
5,ストレート,151km/h,四球,ターリー,楠本 泰史,5-5
1,ストレート,150km/h,ファウル,ターリー,佐野 恵太,5-5
2,ストレート,154km/h,三邪飛,ターリー,佐野 恵太,5-5
1,ストレート,147km/h,ファウル,山﨑 康晃,小園 海斗,5-5
2,スプリット,140km/h,二飛,山﨑 康晃,小園 海斗,5-5
1,ストレート,146km/h,左安,山﨑 康晃,會澤 翼,5-5
1,ストレート,148km/h,見逃し,山﨑 康晃,上本 崇司,5-5
2,ストレート,-,ファウル  [ライン際],山﨑 康晃,上本 崇司,5-5
3,ストレート,149km/h,投併打  [詰り、ジャンピングスロー、好プレイ],山﨑 康晃,上本 崇司,5-5
1,ストレート,151km/h,二飛  [悔しがる],ターリー,牧 秀悟,5-5
1,ストレート,150km/h,ボール,ターリー,宮﨑 敏郎,5-5
2,ストレート,151km/h,見逃し,ターリー,宮﨑 敏郎,5-5
3,ストレート,151km/h,ファウル,ターリー,宮﨑 敏郎,5-5
4,スライダー,129km/h,三ゴロ,ターリー,宮﨑 敏郎,5-5
1,ストレート,152km/h,ボール,ターリー,大和,5-5
2,ストレート,151km/h,中飛,ターリー,大和,5-5
1,ストレート,154km/h,見逃し,入江 大生,野間 峻祥,5-5
2,フォーク,141km/h,ファウル,入江 大生,野間 峻祥,5-5
3,ストレート,154km/h,ボール,入江 大生,野間 峻祥,5-5
4,ストレート,151km/h,ファウル,入江 大生,野間 峻祥,5-5
5,ストレート,153km/h,ファウル,入江 大生,野間 峻祥,5-5
6,フォーク,141km/h,右安,入江 大生,野間 峻祥,5-5
1,ストレート,151km/h,見逃し  [バント構え],入江 大生,菊池 涼介,5-5
2,ストレート,152km/h,ファウル  [バントファウル],入江 大生,菊池 涼介,5-5
3,ストレート,153km/h,バ三振  [バントファウル],入江 大生,菊池 涼介,5-5
1,ストレート,155km/h,ボール,入江 大生,秋山 翔吾,5-5
2,ストレート,154km/h,見逃し,入江 大生,秋山 翔吾,5-5
3,フォーク,142km/h,ファウル,入江 大生,秋山 翔吾,5-5
4,ストレート,152km/h,左飛,入江 大生,秋山 翔吾,5-5
1,ストレート,154km/h,ボール,入江 大生,坂倉 将吾,5-5
2,スライダー,132km/h,ボール,入江 大生,坂倉 将吾,5-5
3,フォーク,142km/h,空振り,入江 大生,坂倉 将吾,5-5
4,フォーク,144km/h,空振り,入江 大生,坂倉 将吾,5-5
5,フォーク,140km/h,ファウル  [ランエンドヒット],入江 大生,坂倉 将吾,5-5
6,フォーク,143km/h,遊ゴロ  [ランエンドヒット],入江 大生,坂倉 将吾,5-5
1,ストレート,144km/h,見逃し,松本 竜也,関根 大気,5-5
2,ストレート,144km/h,ボール,松本 竜也,関根 大気,5-5
3,ストレート,144km/h,ファウル,松本 竜也,関根 大気,5-5
4,ストレート,146km/h,空三振,松本 竜也,関根 大気,5-5
1,フォーク,131km/h,投ゴロ  [バットの先],松本 竜也,戸柱 恭孝,5-5
1,フォーク,131km/h,見逃し,松本 竜也,神里 和毅,5-5
2,ストレート,146km/h,見逃し,松本 竜也,神里 和毅,5-5
3,ストレート,147km/h,ボール,松本 竜也,神里 和毅,5-5
4,フォーク,132km/h,一直  [野手の正面をつく],松本 竜也,神里 和毅,5-5
1,ストレート,147km/h,ボール,平田 真吾,長野 久義,5-5
2,スライダー,132km/h,空振り,平田 真吾,長野 久義,5-5
3,スライダー,132km/h,見逃し,平田 真吾,長野 久義,5-5
4,ストレート,146km/h,ファウル,平田 真吾,長野 久義,5-5
5,フォーク,134km/h,左安,平田 真吾,長野 久義,5-5
1,スライダー,126km/h,見逃し  [バント構え],平田 真吾,三好 匠,5-5
2,スライダー,129km/h,ボール  [バント構え],平田 真吾,三好 匠,5-5
3,ツーシーム,143km/h,ボール  [バント構え],平田 真吾,三好 匠,5-5
4,ストレート,142km/h,ファウル  [バントファウル],平田 真吾,三好 匠,5-5
5,スライダー,132km/h,バ三振  [バント空振り],平田 真吾,三好 匠,5-5
1,ツーシーム,143km/h,中飛,平田 真吾,小園 海斗,5-5
1,スライダー,128km/h,空振り,平田 真吾,白濱 裕太,5-5
2,ツーシーム,146km/h,遊ゴロ,平田 真吾,白濱 裕太,5-5
1,スプリット,139km/h,ボール,藤井 黎來,桑原 将志,5-5
2,ストレート,147km/h,ボール,藤井 黎來,桑原 将志,5-5
3,ストレート,147km/h,ボール,藤井 黎來,桑原 将志,5-5
4,ストレート,148km/h,見逃し,藤井 黎來,桑原 将志,5-5
5,ストレート,149km/h,ファウル,藤井 黎來,桑原 将志,5-5
6,ストレート,148km/h,ファウル,藤井 黎來,桑原 将志,5-5
7,スプリット,139km/h,四球,藤井 黎來,桑原 将志,5-5
1,ストレート,147km/h,一犠打,藤井 黎來,楠本 泰史,5-5
1,ストレート,148km/h,見逃し,藤井 黎來,牧 秀悟,5-5
2,ストレート,149km/h,ファウル,藤井 黎來,牧 秀悟,5-5
3,スプリット,139km/h,左安,藤井 黎來,牧 秀悟,5-5
1,ストレート,149km/h,見逃し,藤井 黎來,宮﨑 敏郎,5-6
2,ストレート,150km/h,ボール,藤井 黎來,宮﨑 敏郎,5-6
3,ストレート,149km/h,右安  [サヨナラ、観客大歓声、チームメイトから手荒い祝福を受ける],藤井 黎來,宮﨑 敏郎,5-6
1,チェンジアップ,124km/h,空振り,上原 健太,野村 勇,0-0
2,ストレート,149km/h,ボール,上原 健太,野村 勇,0-0
3,カットボール,142km/h,中２,上原 健太,野村 勇,0-0
1,ストレート,144km/h,投飛  [セーフティバント、バント失敗],上原 健太,周東 佑京,0-0
1,カットボール,136km/h,投飛  [詰り],上原 健太,柳田 悠岐,0-0
1,スライダー,130km/h,ボール,上原 健太,デスパイネ,0-0
2,カットボール,139km/h,空振り,上原 健太,デスパイネ,0-0
3,ストレート,150km/h,遊ゴロ,上原 健太,デスパイネ,0-0
1,ストレート,147km/h,ファウル,東浜 巨,清宮 幸太郎,0-0
2,ストレート,146km/h,空振り,東浜 巨,清宮 幸太郎,0-0
3,シンカー,141km/h,ファウル,東浜 巨,清宮 幸太郎,0-0
4,シンカー,142km/h,ボール  [ワンバウンド],東浜 巨,清宮 幸太郎,0-0
5,シンカー,144km/h,二ゴロ,東浜 巨,清宮 幸太郎,0-0
1,カットボール,139km/h,ボール,東浜 巨,万波 中正,0-0
2,ストレート,148km/h,ボール,東浜 巨,万波 中正,0-0
3,ストレート,149km/h,右飛,東浜 巨,万波 中正,0-0
1,ストレート,147km/h,ボール,東浜 巨,近藤 健介,0-0
2,ストレート,147km/h,見逃し,東浜 巨,近藤 健介,0-0
3,ストレート,147km/h,空振り,東浜 巨,近藤 健介,0-0
4,ストレート,147km/h,ボール,東浜 巨,近藤 健介,0-0
5,カットボール,139km/h,ファウル  [自打球],東浜 巨,近藤 健介,0-0
6,カットボール,138km/h,ファウル,東浜 巨,近藤 健介,0-0
7,シンカー,143km/h,中飛,東浜 巨,近藤 健介,0-0
1,スライダー,129km/h,空振り,上原 健太,牧原 大成,0-0
2,ストレート,149km/h,ファウル,上原 健太,牧原 大成,0-0
3,ストレート,148km/h,ボール,上原 健太,牧原 大成,0-0
4,フォーク,134km/h,二ゴロ,上原 健太,牧原 大成,0-0
1,チェンジアップ,122km/h,見逃し,上原 健太,柳町 達,0-0
2,ストレート,149km/h,ボール,上原 健太,柳町 達,0-0
3,フォーク,135km/h,ボール,上原 健太,柳町 達,0-0
4,フォーク,134km/h,ファウル  [自打球],上原 健太,柳町 達,0-0
5,ストレート,148km/h,ファウル,上原 健太,柳町 達,0-0
6,ストレート,148km/h,ボール,上原 健太,柳町 達,0-0
7,ストレート,149km/h,ファウル,上原 健太,柳町 達,0-0
8,フォーク,134km/h,ファウル,上原 健太,柳町 達,0-0
9,スライダー,133km/h,見三振,上原 健太,柳町 達,0-0
1,チェンジアップ,122km/h,空振り,上原 健太,黒瀬 健太,0-0
2,チェンジアップ,121km/h,空振り,上原 健太,黒瀬 健太,0-0
3,チェンジアップ,120km/h,空三振,上原 健太,黒瀬 健太,0-0
1,ストレート,146km/h,ファウル,東浜 巨,今川 優馬,0-0
2,ストレート,146km/h,ボール,東浜 巨,今川 優馬,0-0
3,ストレート,147km/h,ファウル,東浜 巨,今川 優馬,0-0
4,ストレート,148km/h,ボール,東浜 巨,今川 優馬,0-0
5,カットボール,139km/h,空三振,東浜 巨,今川 優馬,0-0
1,ストレート,147km/h,見逃し,東浜 巨,アルカンタラ,0-0
2,ストレート,146km/h,ボール,東浜 巨,アルカンタラ,0-0
3,カットボール,136km/h,ファウル,東浜 巨,アルカンタラ,0-0
4,カットボール,140km/h,ボール  [ワンバウンド],東浜 巨,アルカンタラ,0-0
5,カットボール,138km/h,遊ゴロ  [詰り],東浜 巨,アルカンタラ,0-0
1,シンカー,143km/h,ファウル,東浜 巨,郡 拓也,0-0
2,シンカー,144km/h,ボール,東浜 巨,郡 拓也,0-0
3,シンカー,143km/h,空振り,東浜 巨,郡 拓也,0-0
4,ストレート,147km/h,ボール,東浜 巨,郡 拓也,0-0
5,カットボール,138km/h,遊ゴロ,東浜 巨,郡 拓也,0-0
1,スライダー,130km/h,見逃し,上原 健太,川瀬 晃,0-0
2,フォーク,131km/h,見逃し,上原 健太,川瀬 晃,0-0
3,フォーク,133km/h,中飛,上原 健太,川瀬 晃,0-0
1,スライダー,131km/h,ボール  [セーフティバント、バント構え],上原 健太,甲斐 拓也,0-0
2,チェンジアップ,122km/h,ボール  [ワンバウンド],上原 健太,甲斐 拓也,0-0
3,ストレート,146km/h,遊ゴロ,上原 健太,甲斐 拓也,0-0
1,ストレート,148km/h,左飛,上原 健太,野村 勇,0-0
1,ストレート,146km/h,見逃し,東浜 巨,谷内 亮太,0-0
2,ストレート,146km/h,ボール,東浜 巨,谷内 亮太,0-0
3,ストレート,146km/h,ファウル,東浜 巨,谷内 亮太,0-0
4,ストレート,148km/h,見三振  [全く反応できず],東浜 巨,谷内 亮太,0-0
1,ストレート,147km/h,ボール,東浜 巨,佐藤 龍世,0-0
2,シンカー,142km/h,ボール,東浜 巨,佐藤 龍世,0-0
3,カットボール,139km/h,ボール,東浜 巨,佐藤 龍世,0-0
4,ストレート,147km/h,見逃し,東浜 巨,佐藤 龍世,0-0
5,シンカー,143km/h,三ゴロ  [送球がバウンド],東浜 巨,佐藤 龍世,0-0
1,ストレート,146km/h,中２,東浜 巨,梅林 優貴,0-0
1,カットボール,139km/h,見逃し,東浜 巨,清宮 幸太郎,0-2
2,ストレート,145km/h,ボール,東浜 巨,清宮 幸太郎,0-2
3,カットボール,139km/h,右中本,東浜 巨,清宮 幸太郎,0-2
1,カットボール,141km/h,ボール  [ワンバウンド],東浜 巨,万波 中正,0-2
2,カットボール,138km/h,見逃し,東浜 巨,万波 中正,0-2
3,シンカー,143km/h,空振り,東浜 巨,万波 中正,0-2
4,ストレート,147km/h,ボール,東浜 巨,万波 中正,0-2
5,ストレート,148km/h,見三振,東浜 巨,万波 中正,0-2
1,ストレート,146km/h,ボール,上原 健太,周東 佑京,0-2
2,スライダー,128km/h,一安  [強襲],上原 健太,周東 佑京,0-2
1,カットボール,138km/h,空振り,上原 健太,柳田 悠岐,0-2
2,ストレート,144km/h,ボール  [高めのつり球を要求],上原 健太,柳田 悠岐,0-2
3,カットボール,139km/h,ボール,上原 健太,柳田 悠岐,0-2
4,フォーク,132km/h,空振り,上原 健太,柳田 悠岐,0-2
5,ストレート,148km/h,投ゴロ  [ランエンドヒット],上原 健太,柳田 悠岐,0-2
1,ストレート,146km/h,ボール,上原 健太,デスパイネ,0-2
2,チェンジアップ,121km/h,見逃し,上原 健太,デスパイネ,0-2
3,フォーク,131km/h,ボール  [ハーフスイング],上原 健太,デスパイネ,0-2
4,ストレート,145km/h,見逃し,上原 健太,デスパイネ,0-2
5,ストレート,146km/h,左飛  [痛烈な当たり],上原 健太,デスパイネ,0-2
1,フォーク,132km/h,見逃し,上原 健太,牧原 大成,0-2
2,フォーク,131km/h,捕邪飛  [詰り],上原 健太,牧原 大成,0-2
1,カットボール,134km/h,ボール,東浜 巨,近藤 健介,0-2
2,ストレート,145km/h,見逃し,東浜 巨,近藤 健介,0-2
3,ストレート,143km/h,ボール,東浜 巨,近藤 健介,0-2
4,シンカー,141km/h,遊ゴロ  [送球がバウンド],東浜 巨,近藤 健介,0-2
1,ストレート,147km/h,見逃し,東浜 巨,今川 優馬,0-2
2,ストレート,146km/h,ボール,東浜 巨,今川 優馬,0-2
3,ストレート,145km/h,見逃し,東浜 巨,今川 優馬,0-2
4,カットボール,137km/h,二ゴロ  [バットの先],東浜 巨,今川 優馬,0-2
1,ストレート,146km/h,ファウル,東浜 巨,アルカンタラ,0-3
2,ストレート,147km/h,右本,東浜 巨,アルカンタラ,0-3
1,カットボール,138km/h,空振り,東浜 巨,郡 拓也,0-3
2,カーブ,117km/h,ボール,東浜 巨,郡 拓也,0-3
3,カットボール,138km/h,空振り,東浜 巨,郡 拓也,0-3
4,ストレート,147km/h,ボール,東浜 巨,郡 拓也,0-3
5,ストレート,144km/h,左飛,東浜 巨,郡 拓也,0-3
1,ストレート,145km/h,見逃し,上原 健太,柳町 達,0-3
2,ストレート,146km/h,ファウル,上原 健太,柳町 達,0-3
3,ストレート,146km/h,遊ゴロ,上原 健太,柳町 達,0-3
1,フォーク,133km/h,ボール  [ワンバウンド],上原 健太,黒瀬 健太,0-3
2,ストレート,146km/h,ファウル,上原 健太,黒瀬 健太,0-3
3,チェンジアップ,120km/h,見逃し,上原 健太,黒瀬 健太,0-3
4,ストレート,140km/h,ボール  [高めのつり球を要求],上原 健太,黒瀬 健太,0-3
5,フォーク,132km/h,左安,上原 健太,黒瀬 健太,0-3
1,ストレート,140km/h,ボール,上原 健太,川瀬 晃,0-3
2,ストレート,143km/h,一併打  [痛烈な当たり、野手の正面をつく],上原 健太,川瀬 晃,0-3
1,カットボール,138km/h,ボール,東浜 巨,谷内 亮太,0-3
2,カットボール,137km/h,ボール,東浜 巨,谷内 亮太,0-3
3,カットボール,136km/h,見逃し,東浜 巨,谷内 亮太,0-3
4,シンカー,141km/h,遊ゴロ,東浜 巨,谷内 亮太,0-3
1,カットボール,140km/h,ボール,東浜 巨,佐藤 龍世,0-3
2,カットボール,138km/h,三ゴロ,東浜 巨,佐藤 龍世,0-3
1,ストレート,146km/h,空振り,東浜 巨,梅林 優貴,0-3
2,カーブ,115km/h,ボール,東浜 巨,梅林 優貴,0-3
3,カットボール,137km/h,空振り,東浜 巨,梅林 優貴,0-3
4,カットボール,137km/h,空三振,東浜 巨,梅林 優貴,0-3
1,チェンジアップ,117km/h,ボール  [セーフティバント、バント構え],上原 健太,甲斐 拓也,0-3
2,スライダー,125km/h,見逃し,上原 健太,甲斐 拓也,0-3
3,チェンジアップ,119km/h,ボール,上原 健太,甲斐 拓也,0-3
4,ストレート,143km/h,三ゴロ,上原 健太,甲斐 拓也,0-3
1,フォーク,131km/h,ボール,上原 健太,野村 勇,0-3
2,ストレート,146km/h,ファウル,上原 健太,野村 勇,0-3
3,フォーク,129km/h,空振り,上原 健太,野村 勇,0-3
4,チェンジアップ,117km/h,三ゴロ  [引っかけ],上原 健太,野村 勇,0-3
1,ストレート,145km/h,ファウル,上原 健太,周東 佑京,0-3
2,カットボール,138km/h,ボール,上原 健太,周東 佑京,0-3
3,カットボール,138km/h,見逃し,上原 健太,周東 佑京,0-3
4,カットボール,136km/h,空三振,上原 健太,周東 佑京,0-3
1,シンカー,140km/h,見逃し,東浜 巨,清宮 幸太郎,0-3
2,カーブ,117km/h,ボール,東浜 巨,清宮 幸太郎,0-3
3,シンカー,141km/h,投ゴロ  [当てただけ、バットの先],東浜 巨,清宮 幸太郎,0-3
1,シンカー,141km/h,空振り,東浜 巨,万波 中正,0-3
2,シンカー,142km/h,ファウル,東浜 巨,万波 中正,0-3
3,カットボール,139km/h,ファウル,東浜 巨,万波 中正,0-3
4,カットボール,137km/h,ボール  [ワンバウンド],東浜 巨,万波 中正,0-3
5,カットボール,137km/h,遊直  [バットの先],東浜 巨,万波 中正,0-3
1,シンカー,143km/h,ボール,東浜 巨,近藤 健介,0-3
2,シンカー,143km/h,見逃し,東浜 巨,近藤 健介,0-3
3,シンカー,143km/h,ボール,東浜 巨,近藤 健介,0-3
4,シンカー,142km/h,ボール,東浜 巨,近藤 健介,0-3
5,スライダー,134km/h,見逃し,東浜 巨,近藤 健介,0-3
6,カットボール,137km/h,一ゴロ,東浜 巨,近藤 健介,0-3
1,フォーク,134km/h,ファウル,上原 健太,柳田 悠岐,0-3
2,カットボール,135km/h,ファウル,上原 健太,柳田 悠岐,0-3
3,スライダー,123km/h,ファウル,上原 健太,柳田 悠岐,0-3
4,カットボール,137km/h,ボール,上原 健太,柳田 悠岐,0-3
5,チェンジアップ,118km/h,空三振  [泳ぎ],上原 健太,柳田 悠岐,0-3
1,スライダー,127km/h,見逃し,上原 健太,デスパイネ,0-3
2,チェンジアップ,119km/h,ボール,上原 健太,デスパイネ,0-3
3,スライダー,128km/h,ボール  [ワンバウンド],上原 健太,デスパイネ,0-3
4,カットボール,136km/h,三ゴロ  [ライン際、ダイビングキャッチ、好プレイ],上原 健太,デスパイネ,0-3
1,チェンジアップ,121km/h,空振り,上原 健太,牧原 大成,0-3
2,カットボール,138km/h,一ゴロ  [逆シングル],上原 健太,牧原 大成,0-3
1,カットボール,138km/h,ボール,東浜 巨,今川 優馬,0-3
2,カットボール,137km/h,ファウル,東浜 巨,今川 優馬,0-3
3,カットボール,139km/h,ボール  [ワンバウンド],東浜 巨,今川 優馬,0-3
4,カットボール,138km/h,ファウル  [止めたバットに当たる],東浜 巨,今川 優馬,0-3
5,ストレート,148km/h,ボール,東浜 巨,今川 優馬,0-3
6,カットボール,139km/h,ファウル,東浜 巨,今川 優馬,0-3
7,カットボール,138km/h,中飛  [好プレイ],東浜 巨,今川 優馬,0-3
1,シンカー,143km/h,ボール,東浜 巨,アルカンタラ,0-3
2,シンカー,144km/h,三ゴロ,東浜 巨,アルカンタラ,0-3
1,ストレート,147km/h,ボール,東浜 巨,郡 拓也,0-3
2,ストレート,147km/h,見逃し,東浜 巨,郡 拓也,0-3
3,ストレート,147km/h,見逃し,東浜 巨,郡 拓也,0-3
4,カットボール,138km/h,ボール,東浜 巨,郡 拓也,0-3
5,カットボール,138km/h,ファウル,東浜 巨,郡 拓也,0-3
6,シンカー,143km/h,ファウル,東浜 巨,郡 拓也,0-3
7,カットボール,139km/h,ボール  [ワンバウンド],東浜 巨,郡 拓也,0-3
8,カットボール,136km/h,見三振,東浜 巨,郡 拓也,0-3
1,スライダー,132km/h,見逃し,上原 健太,柳町 達,0-3
2,スライダー,125km/h,見逃し,上原 健太,柳町 達,0-3
3,カットボール,136km/h,ボール,上原 健太,柳町 達,0-3
4,カットボール,136km/h,ファウル,上原 健太,柳町 達,0-3
5,スライダー,125km/h,投ゴロ  [引っかけ],上原 健太,柳町 達,0-3
1,スライダー,124km/h,ファウル,上原 健太,黒瀬 健太,0-3
2,カットボール,133km/h,見逃し,上原 健太,黒瀬 健太,0-3
3,チェンジアップ,120km/h,ボール  [ワンバウンド],上原 健太,黒瀬 健太,0-3
4,チェンジアップ,119km/h,ファウル,上原 健太,黒瀬 健太,0-3
5,チェンジアップ,112km/h,空三振,上原 健太,黒瀬 健太,0-3
1,フォーク,128km/h,ボール,上原 健太,川瀬 晃,0-3
2,フォーク,130km/h,ボール,上原 健太,川瀬 晃,0-3
3,ストレート,143km/h,見逃し,上原 健太,川瀬 晃,0-3
4,ストレート,142km/h,ボール,上原 健太,川瀬 晃,0-3
5,カットボール,136km/h,見逃し,上原 健太,川瀬 晃,0-3
6,カットボール,134km/h,四球,上原 健太,川瀬 晃,0-3
1,チェンジアップ,120km/h,見逃し,上原 健太,野村 大樹,0-3
2,ストレート,145km/h,ファウル,上原 健太,野村 大樹,0-3
3,フォーク,131km/h,ボール  [ワンバウンド],上原 健太,野村 大樹,0-3
4,ストレート,145km/h,ファウル,上原 健太,野村 大樹,0-3
5,チェンジアップ,119km/h,ボール,上原 健太,野村 大樹,0-3
6,ストレート,145km/h,ボール,上原 健太,野村 大樹,0-3
7,ストレート,144km/h,左飛  [ダイビングキャッチ、好プレイ],上原 健太,野村 大樹,0-3
1,ストレート,143km/h,見逃し,秋吉 亮,杉谷 拳士,0-3
2,ストレート,145km/h,ボール,秋吉 亮,杉谷 拳士,0-3
3,スライダー,129km/h,空振り,秋吉 亮,杉谷 拳士,0-3
4,ストレート,146km/h,空三振,秋吉 亮,杉谷 拳士,0-3
1,スライダー,129km/h,左安,秋吉 亮,佐藤 龍世,0-3
1,ストレート,144km/h,見逃し,秋吉 亮,ヌニエス,0-3
2,スライダー,129km/h,中飛,秋吉 亮,ヌニエス,0-3
1,チェンジアップ,130km/h,ボール,秋吉 亮,清宮 幸太郎,0-5
2,ストレート,144km/h,見逃し,秋吉 亮,清宮 幸太郎,0-5
3,ストレート,145km/h,ボール,秋吉 亮,清宮 幸太郎,0-5
4,ストレート,143km/h,ボール,秋吉 亮,清宮 幸太郎,0-5
5,スライダー,128km/h,空振り,秋吉 亮,清宮 幸太郎,0-5
6,スライダー,132km/h,ファウル,秋吉 亮,清宮 幸太郎,0-5
7,ストレート,145km/h,ファウル,秋吉 亮,清宮 幸太郎,0-5
8,スライダー,131km/h,右本  [ポール際、スタンド中段],秋吉 亮,清宮 幸太郎,0-5
1,ストレート,145km/h,空振り,秋吉 亮,万波 中正,0-5
2,ストレート,146km/h,ボール,秋吉 亮,万波 中正,0-5
3,ストレート,145km/h,中飛,秋吉 亮,万波 中正,0-5
1,ストレート,150km/h,二飛  [高々と舞い上がる],古川 侑利,野村 勇,0-5
1,ストレート,151km/h,ボール,古川 侑利,周東 佑京,0-5
2,ストレート,-,ボール,古川 侑利,周東 佑京,0-5
3,ストレート,149km/h,ボール,古川 侑利,周東 佑京,0-5
4,ストレート,148km/h,四球,古川 侑利,周東 佑京,0-5
1,カットボール,143km/h,ボール  [投球間に進塁],古川 侑利,柳田 悠岐,0-5
1,カットボール,143km/h,ボール  [投球間に進塁],古川 侑利,柳田 悠岐,0-5
2,カットボール,144km/h,二ゴロ,古川 侑利,柳田 悠岐,0-5
1,ストレート,150km/h,見逃し,古川 侑利,デスパイネ,1-5
2,ストレート,150km/h,右安,古川 侑利,デスパイネ,1-5
1,ストレート,148km/h,ボール  [投球間に進塁],古川 侑利,牧原 大成,1-5
1,ストレート,148km/h,ボール  [投球間に進塁],古川 侑利,牧原 大成,1-5
2,カットボール,143km/h,見逃し,古川 侑利,牧原 大成,1-5
3,フォーク,134km/h,ファウル,古川 侑利,牧原 大成,1-5
4,フォーク,136km/h,ファウル  [自打球],古川 侑利,牧原 大成,1-5
5,フォーク,135km/h,空三振,古川 侑利,牧原 大成,1-5
1,ストレート,137km/h,ボール,辛島 航,荻野 貴司,0-0
2,ストレート,135km/h,見逃し,辛島 航,荻野 貴司,0-0
3,スライダー,121km/h,ボール,辛島 航,荻野 貴司,0-0
4,ストレート,134km/h,ファウル,辛島 航,荻野 貴司,0-0
5,チェンジアップ,120km/h,ボール,辛島 航,荻野 貴司,0-0
6,ストレート,136km/h,左２,辛島 航,荻野 貴司,0-0
1,ストレート,134km/h,見逃し  [セーフティバント、バント構え],辛島 航,藤原 恭大,0-0
2,スライダー,125km/h,空振り,辛島 航,藤原 恭大,0-0
3,スライダー,125km/h,ボール,辛島 航,藤原 恭大,0-0
4,スライダー,125km/h,ボール,辛島 航,藤原 恭大,0-0
5,ストレート,137km/h,右安,辛島 航,藤原 恭大,0-0
1,チェンジアップ,124km/h,ファウル,辛島 航,中村 奨吾,1-0
2,チェンジアップ,123km/h,左安,辛島 航,中村 奨吾,1-0
1,スライダー,122km/h,ボール,辛島 航,井上 晴哉,1-0
2,スライダー,122km/h,ファウル,辛島 航,井上 晴哉,1-0
3,スライダー,120km/h,ファウル,辛島 航,井上 晴哉,1-0
4,チェンジアップ,121km/h,ボール,辛島 航,井上 晴哉,1-0
5,チェンジアップ,121km/h,ファウル,辛島 航,井上 晴哉,1-0
6,ストレート,138km/h,空三振,辛島 航,井上 晴哉,1-0
1,ストレート,136km/h,見逃し,辛島 航,安田 尚憲,2-0
2,ストレート,135km/h,ボール,辛島 航,安田 尚憲,2-0
3,スライダー,122km/h,中安,辛島 航,安田 尚憲,2-0
1,スライダー,122km/h,ボール,辛島 航,レアード,2-0
2,ストレート,134km/h,ボール,辛島 航,レアード,2-0
3,スライダー,124km/h,空振り,辛島 航,レアード,2-0
4,チェンジアップ,124km/h,遊併打,辛島 航,レアード,2-0
1,ストレート,155km/h,ファウル,佐々木 朗希,西川 遥輝,2-0
2,フォーク,142km/h,ボール,佐々木 朗希,西川 遥輝,2-0
3,ストレート,155km/h,見逃し,佐々木 朗希,西川 遥輝,2-0
4,ストレート,153km/h,右安,佐々木 朗希,西川 遥輝,2-0
1,ストレート,153km/h,ボール  [セーフティバント、バント構え],佐々木 朗希,小深田 大翔,2-0
2,ストレート,150km/h,捕犠打  [セーフティバント],佐々木 朗希,小深田 大翔,2-0
1,ストレート,157km/h,見逃し,佐々木 朗希,浅村 栄斗,2-0
2,ストレート,157km/h,見逃し,佐々木 朗希,浅村 栄斗,2-0
3,フォーク,144km/h,ボール  [ワンバウンド],佐々木 朗希,浅村 栄斗,2-0
4,フォーク,143km/h,空三振,佐々木 朗希,浅村 栄斗,2-0
1,スライダー,139km/h,中安,佐々木 朗希,島内 宏明,2-1
1,カーブ,105km/h,見逃し,辛島 航,岡 大海,2-1
2,チェンジアップ,121km/h,ボール  [ワンバウンド、ハーフスイング],辛島 航,岡 大海,2-1
3,ストレート,135km/h,見逃し,辛島 航,岡 大海,2-1
4,チェンジアップ,121km/h,ファウル,辛島 航,岡 大海,2-1
5,スライダー,120km/h,ボール,辛島 航,岡 大海,2-1
6,ストレート,135km/h,ファウル,辛島 航,岡 大海,2-1
7,チェンジアップ,120km/h,ファウル,辛島 航,岡 大海,2-1
8,スライダー,122km/h,ボール  [ハーフスイング],辛島 航,岡 大海,2-1
9,ストレート,132km/h,ファウル,辛島 航,岡 大海,2-1
