投球数,球種,球速,結果,投手,打者,スコア
1,ストレート,142km/h,ボール  [ハーフスイング],二木 康太,山足 達也,0-0
2,ストレート,140km/h,ファウル,二木 康太,山足 達也,0-0
3,スライダー,126km/h,空振り,二木 康太,山足 達也,0-0
4,フォーク,130km/h,空三振,二木 康太,山足 達也,0-0
1,ストレート,144km/h,見逃し,二木 康太,福田 周平,0-0
2,カーブ,107km/h,ボール,二木 康太,福田 周平,0-0
3,ストレート,141km/h,中飛,二木 康太,福田 周平,0-0
1,ストレート,143km/h,見逃し,二木 康太,中川 圭太,0-0
2,ストレート,144km/h,空振り,二木 康太,中川 圭太,0-0
3,ストレート,145km/h,空三振,二木 康太,中川 圭太,0-0
1,ストレート,146km/h,見逃し,田嶋 大樹,荻野 貴司,0-1
2,ストレート,143km/h,ボール,田嶋 大樹,荻野 貴司,0-1
3,ストレート,-,左本  [ラッキーゾーン],田嶋 大樹,荻野 貴司,0-1
1,ストレート,-,左飛,田嶋 大樹,髙部 瑛斗,0-1
1,ストレート,148km/h,見逃し,田嶋 大樹,中村 奨吾,0-1
2,フォーク,134km/h,ボール,田嶋 大樹,中村 奨吾,0-1
3,カットボール,128km/h,空振り,田嶋 大樹,中村 奨吾,0-1
4,ストレート,-,左安,田嶋 大樹,中村 奨吾,0-1
1,カットボール,131km/h,ファウル,田嶋 大樹,井上 晴哉,0-1
2,ストレート,144km/h,見逃し,田嶋 大樹,井上 晴哉,0-1
3,カットボール,130km/h,ボール,田嶋 大樹,井上 晴哉,0-1
4,フォーク,134km/h,ボール  [ハーフスイング],田嶋 大樹,井上 晴哉,0-1
5,ストレート,144km/h,ボール  [ランエンドヒット],田嶋 大樹,井上 晴哉,0-1
1,カットボール,131km/h,ファウル,田嶋 大樹,井上 晴哉,0-1
2,ストレート,144km/h,見逃し,田嶋 大樹,井上 晴哉,0-1
3,カットボール,130km/h,ボール,田嶋 大樹,井上 晴哉,0-1
4,フォーク,134km/h,ボール  [ハーフスイング],田嶋 大樹,井上 晴哉,0-1
5,ストレート,144km/h,ボール  [ランエンドヒット],田嶋 大樹,井上 晴哉,0-1
6,カットボール,130km/h,ファウル,田嶋 大樹,井上 晴哉,0-1
7,ストレート,147km/h,空三振,田嶋 大樹,井上 晴哉,0-1
1,カットボール,130km/h,ボール,田嶋 大樹,レアード,0-1
2,ストレート,147km/h,ファウル,田嶋 大樹,レアード,0-1
3,フォーク,-,三ゴロ  [バットの先、ランニングスロー],田嶋 大樹,レアード,0-1
1,ストレート,143km/h,ボール,二木 康太,吉田 正尚,0-1
2,スライダー,123km/h,ボール,二木 康太,吉田 正尚,0-1
3,スライダー,128km/h,見逃し,二木 康太,吉田 正尚,0-1
4,スライダー,127km/h,ファウル,二木 康太,吉田 正尚,0-1
5,ストレート,143km/h,三邪飛,二木 康太,吉田 正尚,0-1
1,ストレート,140km/h,ファウル,二木 康太,杉本 裕太郎,0-1
2,ストレート,-,中安,二木 康太,杉本 裕太郎,0-1
1,ストレート,144km/h,ボール,二木 康太,宗 佑磨,0-1
2,ストレート,144km/h,ボール,二木 康太,宗 佑磨,0-1
3,ストレート,142km/h,ボール,二木 康太,宗 佑磨,0-1
4,ストレート,140km/h,見逃し,二木 康太,宗 佑磨,0-1
5,ストレート,-,空振り  [ランエンドヒット],二木 康太,宗 佑磨,0-1
1,ストレート,144km/h,ボール,二木 康太,宗 佑磨,0-1
2,ストレート,144km/h,ボール,二木 康太,宗 佑磨,0-1
3,ストレート,142km/h,ボール,二木 康太,宗 佑磨,0-1
4,ストレート,140km/h,見逃し,二木 康太,宗 佑磨,0-1
5,ストレート,-,空振り  [ランエンドヒット],二木 康太,宗 佑磨,0-1
6,ストレート,144km/h,四球,二木 康太,宗 佑磨,0-1
1,ストレート,144km/h,見逃し,二木 康太,マッカーシー,0-1
2,ストレート,144km/h,見逃し,二木 康太,マッカーシー,0-1
3,ストレート,143km/h,死球,二木 康太,マッカーシー,0-1
1,スライダー,128km/h,空振り,二木 康太,紅林 弘太郎,0-1
2,スライダー,127km/h,空振り,二木 康太,紅林 弘太郎,0-1
3,フォーク,129km/h,ファウル,二木 康太,紅林 弘太郎,0-1
4,フォーク,131km/h,ボール  [ワンバウンド],二木 康太,紅林 弘太郎,0-1
5,スライダー,128km/h,ファウル,二木 康太,紅林 弘太郎,0-1
6,スライダー,126km/h,空三振,二木 康太,紅林 弘太郎,0-1
1,ストレート,140km/h,ファウル,田嶋 大樹,エチェバリア,0-1
2,スライダー,121km/h,空振り,田嶋 大樹,エチェバリア,0-1
3,スライダー,122km/h,ボール  [ワンバウンド、ハーフスイング],田嶋 大樹,エチェバリア,0-1
4,ストレート,-,左２,田嶋 大樹,エチェバリア,0-1
1,カットボール,131km/h,ファウル  [バントファウル、自打球],田嶋 大樹,佐藤 都志也,0-1
2,ストレート,140km/h,ボール  [バント構え],田嶋 大樹,佐藤 都志也,0-1
3,カットボール,-,投犠打,田嶋 大樹,佐藤 都志也,0-1
1,カットボール,131km/h,空振り,田嶋 大樹,岡 大海,0-2
2,カットボール,130km/h,ボール,田嶋 大樹,岡 大海,0-2
3,ストレート,-,ファウル  [スクイズ、バントファウル、飛びついてバットに当てる],田嶋 大樹,岡 大海,0-2
4,カットボール,-,右２  [エンタイトルツーベース],田嶋 大樹,岡 大海,0-2
1,ストレート,147km/h,ボール,田嶋 大樹,藤岡 裕大,0-2
2,カットボール,128km/h,見逃し,田嶋 大樹,藤岡 裕大,0-2
3,ストレート,145km/h,ファウル,田嶋 大樹,藤岡 裕大,0-2
4,フォーク,-,三飛,田嶋 大樹,藤岡 裕大,0-2
1,カーブ,117km/h,見逃し,田嶋 大樹,荻野 貴司,0-2
2,フォーク,132km/h,ボール,田嶋 大樹,荻野 貴司,0-2
3,カットボール,129km/h,ボール  [ワンバウンド],田嶋 大樹,荻野 貴司,0-2
4,ストレート,-,左飛,田嶋 大樹,荻野 貴司,0-2
1,ストレート,142km/h,見逃し,二木 康太,若月 健矢,0-2
2,ストレート,140km/h,ボール,二木 康太,若月 健矢,0-2
3,スライダー,-,中飛,二木 康太,若月 健矢,0-2
1,カーブ,107km/h,ボール  [ワンバウンド],二木 康太,山足 達也,0-2
2,スライダー,121km/h,ファウル,二木 康太,山足 達也,0-2
3,ストレート,-,中安,二木 康太,山足 達也,0-2
1,スライダー,121km/h,ボール,二木 康太,福田 周平,0-2
2,ストレート,142km/h,ファウル,二木 康太,福田 周平,0-2
3,ストレート,143km/h,ファウル,二木 康太,福田 周平,0-2
4,フォーク,130km/h,ファウル,二木 康太,福田 周平,0-2
5,フォーク,-,ファウル,二木 康太,福田 周平,0-2
6,フォーク,130km/h,ボール,二木 康太,福田 周平,0-2
7,ストレート,144km/h,ファウル,二木 康太,福田 周平,0-2
8,フォーク,133km/h,ボール  [ワンバウンド],二木 康太,福田 周平,0-2
9,ストレート,-,中安  [ランエンドヒット],二木 康太,福田 周平,0-2
1,フォーク,130km/h,ボール,二木 康太,中川 圭太,1-2
2,ストレート,141km/h,見逃し,二木 康太,中川 圭太,1-2
3,ストレート,143km/h,ボール,二木 康太,中川 圭太,1-2
4,スライダー,-,左２  [ライン際],二木 康太,中川 圭太,1-2
1,ストレート,145km/h,見逃し,二木 康太,吉田 正尚,2-2
2,フォーク,-,一ゴロ  [内野定位置],二木 康太,吉田 正尚,2-2
1,フォーク,128km/h,ボール,二木 康太,杉本 裕太郎,2-2
2,フォーク,130km/h,ボール  [ワンバウンド],二木 康太,杉本 裕太郎,2-2
3,フォーク,130km/h,ボール,二木 康太,杉本 裕太郎,2-2
4,ストレート,-,四球  [敬遠ぎみ],二木 康太,杉本 裕太郎,2-2
1,スライダー,130km/h,ボール,二木 康太,宗 佑磨,3-2
2,ストレート,143km/h,見逃し,二木 康太,宗 佑磨,3-2
3,ストレート,-,遊失  [ランエンドヒット],二木 康太,宗 佑磨,3-2
1,ストレート,144km/h,見逃し,二木 康太,マッカーシー,3-2
2,フォーク,-,ファウル,二木 康太,マッカーシー,3-2
3,フォーク,130km/h,ボール  [ワンバウンド],二木 康太,マッカーシー,3-2
4,ストレート,143km/h,ファウル,二木 康太,マッカーシー,3-2
5,フォーク,129km/h,ボール,二木 康太,マッカーシー,3-2
6,ストレート,144km/h,空三振  [ハーフスイング、ファウルチップ],二木 康太,マッカーシー,3-2
1,カットボール,125km/h,見逃し  [セーフティバント、バント構え],田嶋 大樹,髙部 瑛斗,3-2
2,カットボール,128km/h,見逃し,田嶋 大樹,髙部 瑛斗,3-2
3,ストレート,-,三ゴロ,田嶋 大樹,髙部 瑛斗,3-2
1,ストレート,145km/h,見逃し,田嶋 大樹,中村 奨吾,3-2
2,カットボール,129km/h,ファウル,田嶋 大樹,中村 奨吾,3-2
3,フォーク,137km/h,ボール  [ワンバウンド],田嶋 大樹,中村 奨吾,3-2
4,カーブ,115km/h,ファウル,田嶋 大樹,中村 奨吾,3-2
5,フォーク,136km/h,空三振,田嶋 大樹,中村 奨吾,3-2
1,カットボール,132km/h,ボール,田嶋 大樹,井上 晴哉,3-2
2,ストレート,148km/h,ファウル,田嶋 大樹,井上 晴哉,3-2
3,フォーク,138km/h,見逃し,田嶋 大樹,井上 晴哉,3-2
4,ストレート,150km/h,ファウル,田嶋 大樹,井上 晴哉,3-2
5,カットボール,132km/h,空三振,田嶋 大樹,井上 晴哉,3-2
1,ストレート,141km/h,ボール,二木 康太,紅林 弘太郎,3-2
2,ストレート,138km/h,ファウル,二木 康太,紅林 弘太郎,3-2
3,ストレート,141km/h,見逃し,二木 康太,紅林 弘太郎,3-2
4,フォーク,127km/h,ボール,二木 康太,紅林 弘太郎,3-2
5,フォーク,127km/h,ボール  [ワンバウンド],二木 康太,紅林 弘太郎,3-2
6,ストレート,-,遊ゴロ,二木 康太,紅林 弘太郎,3-2
1,カーブ,107km/h,見逃し,二木 康太,若月 健矢,3-2
2,フォーク,127km/h,ボール  [ワンバウンド],二木 康太,若月 健矢,3-2
3,ストレート,141km/h,ボール,二木 康太,若月 健矢,3-2
4,ストレート,-,三ゴロ,二木 康太,若月 健矢,3-2
1,カーブ,106km/h,見逃し,二木 康太,山足 達也,3-2
2,カーブ,108km/h,空振り  [ワンバウンド],二木 康太,山足 達也,3-2
3,フォーク,-,遊安  [ランニングスロー],二木 康太,山足 達也,3-2
1,ストレート,140km/h,ボール,二木 康太,福田 周平,3-2
2,ストレート,139km/h,見逃し,二木 康太,福田 周平,3-2
3,ストレート,142km/h,見逃し,二木 康太,福田 周平,3-2
4,フォーク,129km/h,ボール,二木 康太,福田 周平,3-2
5,ストレート,-,右安  [ランエンドヒット],二木 康太,福田 周平,3-2
1,ストレート,143km/h,ボール,二木 康太,中川 圭太,3-2
2,ストレート,-,右飛,二木 康太,中川 圭太,3-2
1,ツーシーム,135km/h,ボール,田嶋 大樹,レアード,3-2
2,カットボール,131km/h,見逃し,田嶋 大樹,レアード,3-2
3,ストレート,143km/h,空振り,田嶋 大樹,レアード,3-2
4,ストレート,144km/h,ボール,田嶋 大樹,レアード,3-2
5,カットボール,129km/h,ボール  [ワンバウンド],田嶋 大樹,レアード,3-2
6,カットボール,-,中飛,田嶋 大樹,レアード,3-2
1,スライダー,126km/h,見逃し,田嶋 大樹,エチェバリア,3-2
2,フォーク,138km/h,ファウル,田嶋 大樹,エチェバリア,3-2
3,フォーク,139km/h,空三振,田嶋 大樹,エチェバリア,3-2
1,ストレート,149km/h,見逃し,田嶋 大樹,佐藤 都志也,3-2
2,ストレート,149km/h,ボール,田嶋 大樹,佐藤 都志也,3-2
3,カットボール,130km/h,見逃し,田嶋 大樹,佐藤 都志也,3-2
4,ストレート,148km/h,ボール,田嶋 大樹,佐藤 都志也,3-2
5,ストレート,146km/h,ボール,田嶋 大樹,佐藤 都志也,3-2
6,カットボール,130km/h,ファウル,田嶋 大樹,佐藤 都志也,3-2
7,ストレート,-,二ゴロ  [ジャンピングスロー、送球がバウンド],田嶋 大樹,佐藤 都志也,3-2
1,カーブ,105km/h,ボール,二木 康太,吉田 正尚,3-2
2,ストレート,142km/h,ボール,二木 康太,吉田 正尚,3-2
3,ストレート,137km/h,見逃し,二木 康太,吉田 正尚,3-2
4,フォーク,129km/h,空振り  [ワンバウンド],二木 康太,吉田 正尚,3-2
5,フォーク,-,二ゴロ,二木 康太,吉田 正尚,3-2
1,ストレート,142km/h,見逃し,二木 康太,杉本 裕太郎,3-2
2,ストレート,142km/h,見逃し,二木 康太,杉本 裕太郎,3-2
3,スライダー,126km/h,空三振,二木 康太,杉本 裕太郎,3-2
1,カーブ,107km/h,見逃し,二木 康太,宗 佑磨,3-2
2,ストレート,138km/h,ボール,二木 康太,宗 佑磨,3-2
3,ストレート,139km/h,ボール,二木 康太,宗 佑磨,3-2
4,ストレート,139km/h,ボール,二木 康太,宗 佑磨,3-2
5,ストレート,140km/h,空振り,二木 康太,宗 佑磨,3-2
6,フォーク,127km/h,四球,二木 康太,宗 佑磨,3-2
1,カーブ,107km/h,見逃し,二木 康太,マッカーシー,3-2
2,フォーク,131km/h,見逃し,二木 康太,マッカーシー,3-2
3,フォーク,-,中安,二木 康太,マッカーシー,3-2
1,ストレート,142km/h,ボール,二木 康太,紅林 弘太郎,4-2
2,ストレート,142km/h,見逃し,二木 康太,紅林 弘太郎,4-2
3,スライダー,127km/h,ファウル,二木 康太,紅林 弘太郎,4-2
4,ストレート,143km/h,ボール,二木 康太,紅林 弘太郎,4-2
5,スライダー,-,中安,二木 康太,紅林 弘太郎,4-2
1,ストレート,138km/h,ファウル,二木 康太,若月 健矢,4-2
2,ストレート,142km/h,ボール,二木 康太,若月 健矢,4-2
3,カーブ,106km/h,ファウル,二木 康太,若月 健矢,4-2
4,ストレート,144km/h,ボール,二木 康太,若月 健矢,4-2
5,ストレート,-,左安  [リプレー検証後判定変わらず],二木 康太,若月 健矢,4-2
1,スライダー,123km/h,ボール,田嶋 大樹,岡 大海,4-2
2,カットボール,135km/h,ボール,田嶋 大樹,岡 大海,4-2
3,ストレート,138km/h,ボール  [ワンバウンド],田嶋 大樹,岡 大海,4-2
4,ストレート,146km/h,四球,田嶋 大樹,岡 大海,4-2
1,カットボール,133km/h,ボール,田嶋 大樹,藤岡 裕大,4-2
2,ストレート,145km/h,ファウル,田嶋 大樹,藤岡 裕大,4-2
3,ストレート,-,左安  [ランエンドヒット],田嶋 大樹,藤岡 裕大,4-2
1,ストレート,144km/h,ボール  [セーフティバント、バント構え],田嶋 大樹,荻野 貴司,4-2
2,カットボール,130km/h,ファウル  [セーフティバント、バントファウル],田嶋 大樹,荻野 貴司,4-2
3,フォーク,-,三併打  [逆シングル],田嶋 大樹,荻野 貴司,4-2
1,カットボール,130km/h,ボール,田嶋 大樹,髙部 瑛斗,4-2
2,ストレート,-,二安  [オーバーラン、好判断],田嶋 大樹,髙部 瑛斗,4-2
1,ストレート,151km/h,見逃し,小野 郁,山足 達也,4-2
2,ストレート,151km/h,ファウル,小野 郁,山足 達也,4-2
3,ストレート,-,ファウル,小野 郁,山足 達也,4-2
4,スライダー,141km/h,空三振,小野 郁,山足 達也,4-2
1,ストレート,-,左飛,小野 郁,福田 周平,4-2
1,ストレート,152km/h,ボール,小野 郁,中川 圭太,4-2
2,スライダー,136km/h,ボール  [ワンバウンド],小野 郁,中川 圭太,4-2
3,スライダー,133km/h,ボール,小野 郁,中川 圭太,4-2
4,ストレート,151km/h,見逃し,小野 郁,中川 圭太,4-2
5,ストレート,-,右飛,小野 郁,中川 圭太,4-2
1,ストレート,144km/h,ボール,田嶋 大樹,中村 奨吾,4-2
2,ストレート,144km/h,見逃し,田嶋 大樹,中村 奨吾,4-2
3,カットボール,128km/h,ファウル,田嶋 大樹,中村 奨吾,4-2
4,ストレート,145km/h,ファウル,田嶋 大樹,中村 奨吾,4-2
5,フォーク,137km/h,見三振  [全く反応できず],田嶋 大樹,中村 奨吾,4-2
1,スライダー,123km/h,見逃し,田嶋 大樹,井上 晴哉,4-2
2,フォーク,-,一ゴロ  [バットの先],田嶋 大樹,井上 晴哉,4-2
1,フォーク,138km/h,見逃し,田嶋 大樹,レアード,4-2
2,ストレート,147km/h,ボール  [ワンバウンド],田嶋 大樹,レアード,4-2
3,カットボール,-,ファウル,田嶋 大樹,レアード,4-2
4,ストレート,149km/h,ファウル,田嶋 大樹,レアード,4-2
5,フォーク,-,二ゴロ  [バットの先],田嶋 大樹,レアード,4-2
1,ストレート,153km/h,見逃し,ゲレーロ,吉田 正尚,4-2
2,スプリット,146km/h,見逃し,ゲレーロ,吉田 正尚,4-2
3,スライダー,143km/h,ボール  [ワンバウンド],ゲレーロ,吉田 正尚,4-2
4,ストレート,158km/h,空三振,ゲレーロ,吉田 正尚,4-2
1,スライダー,141km/h,見逃し,ゲレーロ,杉本 裕太郎,4-2
2,スライダー,142km/h,空振り,ゲレーロ,杉本 裕太郎,4-2
3,ストレート,158km/h,ボール,ゲレーロ,杉本 裕太郎,4-2
4,スライダー,141km/h,見三振,ゲレーロ,杉本 裕太郎,4-2
1,ストレート,158km/h,ボール,ゲレーロ,宗 佑磨,4-2
2,ストレート,158km/h,見逃し,ゲレーロ,宗 佑磨,4-2
3,ストレート,156km/h,空振り,ゲレーロ,宗 佑磨,4-2
4,ストレート,159km/h,ファウル,ゲレーロ,宗 佑磨,4-2
5,ストレート,-,右安,ゲレーロ,宗 佑磨,4-2
1,ストレート,156km/h,ボール,ゲレーロ,マッカーシー,4-2
2,ストレート,157km/h,見逃し,ゲレーロ,マッカーシー,4-2
3,ストレート,156km/h,ボール  [ワンバウンド],ゲレーロ,マッカーシー,4-2
4,ストレート,156km/h,ファウル,ゲレーロ,マッカーシー,4-2
5,スライダー,-,ボール  [ワンバウンド、ランエンドヒット],ゲレーロ,マッカーシー,4-2
1,ストレート,156km/h,ボール,ゲレーロ,マッカーシー,4-2
2,ストレート,157km/h,見逃し,ゲレーロ,マッカーシー,4-2
3,ストレート,156km/h,ボール  [ワンバウンド],ゲレーロ,マッカーシー,4-2
4,ストレート,156km/h,ファウル,ゲレーロ,マッカーシー,4-2
5,スライダー,-,ボール  [ワンバウンド、ランエンドヒット],ゲレーロ,マッカーシー,4-2
6,ストレート,157km/h,ファウル,ゲレーロ,マッカーシー,4-2
7,ストレート,156km/h,四球,ゲレーロ,マッカーシー,4-2
1,スライダー,140km/h,見逃し,ゲレーロ,紅林 弘太郎,4-2
2,スライダー,141km/h,ボール  [ワンバウンド],ゲレーロ,紅林 弘太郎,4-2
3,ストレート,-,ファウル,ゲレーロ,紅林 弘太郎,4-2
4,スライダー,141km/h,ボール  [ワンバウンド、ハーフスイング],ゲレーロ,紅林 弘太郎,4-2
5,ストレート,-,ファウル,ゲレーロ,紅林 弘太郎,4-2
6,ストレート,157km/h,ファウル,ゲレーロ,紅林 弘太郎,4-2
7,ストレート,159km/h,ファウル,ゲレーロ,紅林 弘太郎,4-2
8,スライダー,139km/h,ファウル,ゲレーロ,紅林 弘太郎,4-2
9,ストレート,-,遊安  [挟まれる、素手で捕球、送球がバウンド],ゲレーロ,紅林 弘太郎,4-2
1,スライダー,119km/h,ファウル,田嶋 大樹,エチェバリア,4-2
2,フォーク,132km/h,空振り,田嶋 大樹,エチェバリア,4-2
3,フォーク,134km/h,ボール  [ワンバウンド],田嶋 大樹,エチェバリア,4-2
4,フォーク,135km/h,ファウル,田嶋 大樹,エチェバリア,4-2
5,ストレート,147km/h,ボール  [ハーフスイング],田嶋 大樹,エチェバリア,4-2
6,ストレート,-,遊ゴロ,田嶋 大樹,エチェバリア,4-2
1,カットボール,-,右安,田嶋 大樹,佐藤 都志也,4-2
1,カットボール,-,遊飛  [ボーンヘッド],田嶋 大樹,岡 大海,4-2
1,ストレート,145km/h,見逃し,坂本 光士郎,若月 健矢,5-2
2,カットボール,137km/h,ボール,坂本 光士郎,若月 健矢,5-2
3,ストレート,-,右本,坂本 光士郎,若月 健矢,5-2
1,ストレート,145km/h,見逃し,坂本 光士郎,山足 達也,5-2
2,フォーク,136km/h,ボール  [ワンバウンド],坂本 光士郎,山足 達也,5-2
3,ストレート,144km/h,ボール,坂本 光士郎,山足 達也,5-2
4,ストレート,-,左飛,坂本 光士郎,山足 達也,5-2
1,ストレート,146km/h,見逃し,坂本 光士郎,福田 周平,5-2
2,ストレート,-,遊ゴロ,坂本 光士郎,福田 周平,5-2
1,フォーク,136km/h,ボール,坂本 光士郎,中川 圭太,5-2
2,ストレート,145km/h,見逃し,坂本 光士郎,中川 圭太,5-2
3,ストレート,146km/h,見逃し,坂本 光士郎,中川 圭太,5-2
4,カットボール,136km/h,空三振,坂本 光士郎,中川 圭太,5-2
1,スライダー,122km/h,見逃し,田嶋 大樹,藤岡 裕大,5-2
2,フォーク,133km/h,ボール  [ワンバウンド],田嶋 大樹,藤岡 裕大,5-2
3,ストレート,147km/h,ファウル,田嶋 大樹,藤岡 裕大,5-2
4,カットボール,-,左飛,田嶋 大樹,藤岡 裕大,5-2
1,ストレート,148km/h,ボール,田嶋 大樹,荻野 貴司,5-2
2,カットボール,128km/h,ボール,田嶋 大樹,荻野 貴司,5-2
3,ストレート,146km/h,見逃し,田嶋 大樹,荻野 貴司,5-2
4,ストレート,145km/h,ファウル  [止めたバットに当たる],田嶋 大樹,荻野 貴司,5-2
5,ストレート,147km/h,ボール,田嶋 大樹,荻野 貴司,5-2
6,ストレート,145km/h,ファウル,田嶋 大樹,荻野 貴司,5-2
7,ストレート,145km/h,四球,田嶋 大樹,荻野 貴司,5-2
1,ストレート,-,二ゴロ,田嶋 大樹,髙部 瑛斗,5-2
1,ストレート,145km/h,見逃し,田嶋 大樹,中村 奨吾,5-2
2,フォーク,135km/h,一邪飛,田嶋 大樹,中村 奨吾,5-2
1,カットボール,137km/h,ボール  [ワンバウンド],坂本 光士郎,吉田 正尚,5-2
2,カットボール,138km/h,ボール,坂本 光士郎,吉田 正尚,5-2
3,ストレート,-,二ゴロ,坂本 光士郎,吉田 正尚,5-2
1,ストレート,146km/h,ボール  [すっぽ抜け、打者のけぞる],八木 彬,杉本 裕太郎,5-2
2,ストレート,147km/h,空振り,八木 彬,杉本 裕太郎,5-2
3,ストレート,148km/h,ボール,八木 彬,杉本 裕太郎,5-2
4,ストレート,147km/h,ファウル,八木 彬,杉本 裕太郎,5-2
5,フォーク,138km/h,ファウル,八木 彬,杉本 裕太郎,5-2
6,ストレート,-,二ゴロ,八木 彬,杉本 裕太郎,5-2
1,ストレート,149km/h,空振り,八木 彬,宗 佑磨,5-2
2,ストレート,148km/h,ボール,八木 彬,宗 佑磨,5-2
3,ストレート,-,左飛,八木 彬,宗 佑磨,5-2
1,スライダー,129km/h,ボール,比嘉 幹貴,井上 晴哉,5-2
2,スライダー,133km/h,見逃し,比嘉 幹貴,井上 晴哉,5-2
3,ストレート,143km/h,見逃し,比嘉 幹貴,井上 晴哉,5-2
4,スライダー,131km/h,ボール,比嘉 幹貴,井上 晴哉,5-2
5,シンカー,-,左安,比嘉 幹貴,井上 晴哉,5-2
1,スローカーブ,99km/h,見逃し,比嘉 幹貴,レアード,5-2
2,スライダー,-,ファウル,比嘉 幹貴,レアード,5-2
3,スライダー,129km/h,ファウル,比嘉 幹貴,レアード,5-2
4,ストレート,141km/h,ボール  [高めのつり球を要求],比嘉 幹貴,レアード,5-2
5,シンカー,133km/h,見三振  [全く反応できず],比嘉 幹貴,レアード,5-2
1,スライダー,131km/h,ファウル,比嘉 幹貴,エチェバリア,5-2
2,ストレート,142km/h,ファウル,比嘉 幹貴,エチェバリア,5-2
3,シンカー,132km/h,遊邪飛  [高々と舞い上がる],比嘉 幹貴,エチェバリア,5-2
1,ストレート,142km/h,見逃し,比嘉 幹貴,佐藤 都志也,5-2
2,ストレート,143km/h,ボール,比嘉 幹貴,佐藤 都志也,5-2
3,スローカーブ,100km/h,空振り,比嘉 幹貴,佐藤 都志也,5-2
4,ストレート,141km/h,中飛,比嘉 幹貴,佐藤 都志也,5-2
1,ストレート,143km/h,ボール,和田 毅,外崎 修汰,0-0
2,ストレート,143km/h,見逃し,和田 毅,外崎 修汰,0-0
3,チェンジアップ,133km/h,ファウル,和田 毅,外崎 修汰,0-0
4,スライダー,131km/h,ファウル,和田 毅,外崎 修汰,0-0
5,スライダー,133km/h,左２  [詰り、ポテンヒット],和田 毅,外崎 修汰,0-0
1,ストレート,143km/h,捕犠打  [素手で捕球],和田 毅,源田 壮亮,0-0
1,ストレート,146km/h,ファウル,和田 毅,森 友哉,1-0
2,ストレート,143km/h,ボール,和田 毅,森 友哉,1-0
3,スライダー,135km/h,ファウル,和田 毅,森 友哉,1-0
4,チェンジアップ,134km/h,ボール  [ワンバウンド],和田 毅,森 友哉,1-0
5,スライダー,134km/h,左安  [泳ぎ],和田 毅,森 友哉,1-0
1,スライダー,133km/h,ボール,和田 毅,山川 穂高,1-0
2,スライダー,132km/h,左安,和田 毅,山川 穂高,1-0
1,スライダー,134km/h,ボール,和田 毅,呉 念庭,1-0
2,スライダー,131km/h,見逃し,和田 毅,呉 念庭,1-0
3,ストレート,144km/h,空振り,和田 毅,呉 念庭,1-0
4,ストレート,143km/h,ファウル,和田 毅,呉 念庭,1-0
5,チェンジアップ,132km/h,ボール,和田 毅,呉 念庭,1-0
6,カットボール,137km/h,見三振  [全く反応できず],和田 毅,呉 念庭,1-0
1,ストレート,143km/h,見逃し,和田 毅,愛斗,1-0
2,ストレート,141km/h,ボール,和田 毅,愛斗,1-0
3,チェンジアップ,129km/h,ファウル,和田 毅,愛斗,1-0
4,チェンジアップ,131km/h,ボール  [ワンバウンド],和田 毅,愛斗,1-0
5,スライダー,130km/h,一ゴロ  [詰り],和田 毅,愛斗,1-0
1,ストレート,148km/h,見逃し,エンス,野村 勇,1-0
2,ストレート,151km/h,ファウル,エンス,野村 勇,1-0
3,チェンジアップ,134km/h,ボール  [ワンバウンド],エンス,野村 勇,1-0
4,カットボール,138km/h,左飛,エンス,野村 勇,1-0
1,ストレート,149km/h,見逃し,エンス,周東 佑京,1-0
2,カーブ,126km/h,ボール  [ワンバウンド],エンス,周東 佑京,1-0
3,ストレート,150km/h,二ゴロ,エンス,周東 佑京,1-0
1,ストレート,150km/h,二ゴロ,エンス,柳田 悠岐,1-0
1,ストレート,142km/h,ボール,和田 毅,オグレディ,1-0
2,スライダー,132km/h,空振り,和田 毅,オグレディ,1-0
3,スライダー,130km/h,一ゴロ,和田 毅,オグレディ,1-0
1,ストレート,142km/h,空振り,和田 毅,古賀 悠斗,1-0
2,ストレート,143km/h,ボール,和田 毅,古賀 悠斗,1-0
3,ストレート,141km/h,ファウル,和田 毅,古賀 悠斗,1-0
4,チェンジアップ,132km/h,ボール  [ワンバウンド、ハーフスイング],和田 毅,古賀 悠斗,1-0
5,チェンジアップ,132km/h,ボール  [ワンバウンド],和田 毅,古賀 悠斗,1-0
6,チェンジアップ,133km/h,空三振  [ワンバウンド],和田 毅,古賀 悠斗,1-0
1,スライダー,133km/h,空振り,和田 毅,鈴木 将平,1-0
2,カーブ,120km/h,ボール,和田 毅,鈴木 将平,1-0
3,スライダー,134km/h,ボール,和田 毅,鈴木 将平,1-0
4,スライダー,134km/h,ボール,和田 毅,鈴木 将平,1-0
5,ストレート,143km/h,四球,和田 毅,鈴木 将平,1-0
1,チェンジアップ,130km/h,ボール,和田 毅,外崎 修汰,1-0
2,チェンジアップ,130km/h,見逃し,和田 毅,外崎 修汰,1-0
3,チェンジアップ,129km/h,左安  [強襲],和田 毅,外崎 修汰,1-0
1,カーブ,116km/h,ボール,和田 毅,源田 壮亮,1-0
2,スライダー,130km/h,見逃し,和田 毅,源田 壮亮,1-0
3,ストレート,140km/h,ボール,和田 毅,源田 壮亮,1-0
4,スライダー,133km/h,ファウル,和田 毅,源田 壮亮,1-0
