投球数,球種,球速,結果,投手,打者,スコア
1,カットボール,132km/h,中安,有吉 優樹,塩見 泰隆,3-1
1,ツーシーム,133km/h,三ゴロ,有吉 優樹,山崎 晃大朗,3-1
1,ストレート,143km/h,見逃し,吉田 大喜,神里 和毅,3-1
2,カーブ,110km/h,見逃し,吉田 大喜,神里 和毅,3-1
3,フォーク,135km/h,ファウル,吉田 大喜,神里 和毅,3-1
4,フォーク,134km/h,ボール  [ワンバウンド],吉田 大喜,神里 和毅,3-1
5,ストレート,144km/h,ファウル,吉田 大喜,神里 和毅,3-1
6,カーブ,114km/h,左２  [ライン際],吉田 大喜,神里 和毅,3-1
1,シュート,141km/h,ボール,吉田 大喜,嶺井 博希,3-1
2,カットボール,135km/h,ファウル,吉田 大喜,嶺井 博希,3-1
3,フォーク,133km/h,ファウル,吉田 大喜,嶺井 博希,3-1
4,スライダー,127km/h,空三振  [ワンバウンド、振り逃げを狙うもアウト],吉田 大喜,嶺井 博希,3-1
1,ストレート,142km/h,見逃し,吉田 大喜,有吉 優樹,3-1
2,カットボール,133km/h,投ゴロ  [走者動けず],吉田 大喜,有吉 優樹,3-1
1,カーブ,110km/h,三ゴロ,吉田 大喜,桑原 将志,3-1
1,ストレート,138km/h,左飛  [高めのつり球を要求、フェンスギリギリ],有吉 優樹,山田 哲人,3-1
1,ツーシーム,136km/h,ボール,有吉 優樹,村上 宗隆,3-1
2,ストレート,140km/h,ボール,有吉 優樹,村上 宗隆,3-1
3,カットボール,135km/h,ボール,有吉 優樹,村上 宗隆,3-1
4,ストレート,140km/h,見逃し,有吉 優樹,村上 宗隆,3-1
5,カーブ,107km/h,四球,有吉 優樹,村上 宗隆,3-1
1,カットボール,134km/h,見逃し,有吉 優樹,中村 悠平,3-1
2,ツーシーム,135km/h,ボール,有吉 優樹,中村 悠平,3-1
3,スライダー,122km/h,ファウル,有吉 優樹,中村 悠平,3-1
4,カーブ,106km/h,ファウル  [ランエンドヒット],有吉 優樹,中村 悠平,3-1
5,スライダー,118km/h,中飛,有吉 優樹,中村 悠平,3-1
1,カットボール,134km/h,ボール,有吉 優樹,青木 宣親,3-1
2,カットボール,135km/h,ファウル,有吉 優樹,青木 宣親,3-1
3,ストレート,140km/h,ボール,有吉 優樹,青木 宣親,3-1
4,スライダー,116km/h,右飛,有吉 優樹,青木 宣親,3-1
1,スライダー,129km/h,見逃し,吉田 大喜,佐野 恵太,3-1
2,スライダー,126km/h,ボール  [ワンバウンド],吉田 大喜,佐野 恵太,3-1
3,ストレート,140km/h,左２,吉田 大喜,佐野 恵太,3-1
1,カットボール,134km/h,ファウル,吉田 大喜,ソト,3-1
2,スライダー,127km/h,ファウル,吉田 大喜,ソト,3-1
3,ストレート,143km/h,空三振  [高めのつり球を要求],吉田 大喜,ソト,3-1
1,カーブ,113km/h,ボール,吉田 大喜,牧 秀悟,3-1
2,ストレート,143km/h,ボール,吉田 大喜,牧 秀悟,3-1
3,ストレート,142km/h,ボール,吉田 大喜,牧 秀悟,3-1
4,ストレート,-,四球,吉田 大喜,牧 秀悟,3-1
1,ストレート,143km/h,見逃し,吉田 大喜,宮﨑 敏郎,3-1
2,カットボール,132km/h,ボール,吉田 大喜,宮﨑 敏郎,3-1
3,フォーク,133km/h,遊併打,吉田 大喜,宮﨑 敏郎,3-1
1,スライダー,120km/h,見逃し,有吉 優樹,宮本 丈,3-1
2,ストレート,137km/h,ボール,有吉 優樹,宮本 丈,3-1
3,カーブ,105km/h,見逃し,有吉 優樹,宮本 丈,3-1
4,ストレート,134km/h,ファウル,有吉 優樹,宮本 丈,3-1
5,チェンジアップ,118km/h,遊邪飛,有吉 優樹,宮本 丈,3-1
1,カーブ,105km/h,ボール,有吉 優樹,長岡 秀樹,3-1
2,カーブ,104km/h,見逃し,有吉 優樹,長岡 秀樹,3-1
3,チェンジアップ,113km/h,見逃し,有吉 優樹,長岡 秀樹,3-1
4,ストレート,139km/h,ファウル,有吉 優樹,長岡 秀樹,3-1
5,チェンジアップ,115km/h,中飛,有吉 優樹,長岡 秀樹,3-1
1,ストレート,139km/h,右飛,有吉 優樹,吉田 大喜,3-1
1,ストレート,141km/h,ボール,吉田 大喜,大和,3-1
2,ストレート,140km/h,ボール,吉田 大喜,大和,3-1
3,ストレート,141km/h,見逃し,吉田 大喜,大和,3-1
4,ストレート,141km/h,見逃し,吉田 大喜,大和,3-1
5,スライダー,131km/h,三ゴロ  [当てただけ],吉田 大喜,大和,3-1
1,ストレート,142km/h,見逃し,吉田 大喜,神里 和毅,3-1
2,カットボール,138km/h,ファウル,吉田 大喜,神里 和毅,3-1
3,カットボール,142km/h,中安,吉田 大喜,神里 和毅,3-1
1,カットボール,136km/h,ボール,吉田 大喜,嶺井 博希,3-1
2,ストレート,140km/h,空振り,吉田 大喜,嶺井 博希,3-1
3,カットボール,136km/h,投ゴロ  [ランエンドヒット],吉田 大喜,嶺井 博希,3-1
1,シンカー,133km/h,ボール,吉田 大喜,宮本 秀明,3-1
2,フォーク,133km/h,ファウル,吉田 大喜,宮本 秀明,3-1
3,スライダー,127km/h,二ゴロ,吉田 大喜,宮本 秀明,3-1
1,スライダー,132km/h,ボール  [打者のけぞる],入江 大生,塩見 泰隆,3-1
2,ストレート,152km/h,ファウル,入江 大生,塩見 泰隆,3-1
3,スライダー,134km/h,中飛,入江 大生,塩見 泰隆,3-1
1,スライダー,134km/h,ボール,入江 大生,山崎 晃大朗,3-1
2,フォーク,140km/h,ボール  [セーフティバント、バント構え],入江 大生,山崎 晃大朗,3-1
3,スライダー,132km/h,ボール,入江 大生,山崎 晃大朗,3-1
4,ストレート,152km/h,見逃し,入江 大生,山崎 晃大朗,3-1
5,ストレート,151km/h,四球,入江 大生,山崎 晃大朗,3-1
1,スライダー,132km/h,ボール,入江 大生,山田 哲人,3-1
2,フォーク,144km/h,ボール  [ワンバウンド],入江 大生,山田 哲人,3-1
3,スライダー,133km/h,見逃し,入江 大生,山田 哲人,3-1
4,スライダー,134km/h,見逃し,入江 大生,山田 哲人,3-1
5,フォーク,142km/h,ボール  [ワンバウンド、送球できず],入江 大生,山田 哲人,3-1
1,スライダー,132km/h,ボール,入江 大生,山田 哲人,3-1
2,フォーク,144km/h,ボール  [ワンバウンド],入江 大生,山田 哲人,3-1
3,スライダー,133km/h,見逃し,入江 大生,山田 哲人,3-1
4,スライダー,134km/h,見逃し,入江 大生,山田 哲人,3-1
5,フォーク,142km/h,ボール  [ワンバウンド、送球できず],入江 大生,山田 哲人,3-1
6,ストレート,154km/h,左飛,入江 大生,山田 哲人,3-1
1,ストレート,154km/h,ボール,入江 大生,村上 宗隆,4-1
2,ストレート,153km/h,右２,入江 大生,村上 宗隆,4-1
1,フォーク,143km/h,ボール,入江 大生,中村 悠平,4-1
2,ストレート,152km/h,見逃し,入江 大生,中村 悠平,4-1
3,ストレート,153km/h,見逃し,入江 大生,中村 悠平,4-1
4,ストレート,153km/h,ボール,入江 大生,中村 悠平,4-1
5,フォーク,140km/h,空三振,入江 大生,中村 悠平,4-1
1,ストレート,142km/h,ボール,吉田 大喜,桑原 将志,4-1
2,ストレート,142km/h,ボール,吉田 大喜,桑原 将志,4-1
3,ストレート,141km/h,ボール,吉田 大喜,桑原 将志,4-1
4,ストレート,142km/h,見逃し,吉田 大喜,桑原 将志,4-1
5,ストレート,143km/h,四球,吉田 大喜,桑原 将志,4-1
1,ストレート,142km/h,見逃し,吉田 大喜,佐野 恵太,4-1
2,カーブ,111km/h,左安,吉田 大喜,佐野 恵太,4-1
1,カットボール,136km/h,ボール,吉田 大喜,ソト,4-1
2,ストレート,140km/h,ファウル,吉田 大喜,ソト,4-1
3,カットボール,133km/h,ボール  [ハーフスイング],吉田 大喜,ソト,4-1
4,ストレート,140km/h,ファウル,吉田 大喜,ソト,4-1
5,ストレート,143km/h,見三振  [構えたところにズバリ],吉田 大喜,ソト,4-1
1,カットボール,135km/h,見逃し,吉田 大喜,牧 秀悟,4-2
2,フォーク,134km/h,ボール,吉田 大喜,牧 秀悟,4-2
3,ストレート,142km/h,ファウル,吉田 大喜,牧 秀悟,4-2
4,ストレート,143km/h,ファウル,吉田 大喜,牧 秀悟,4-2
5,スライダー,129km/h,ボール,吉田 大喜,牧 秀悟,4-2
6,スライダー,126km/h,中安,吉田 大喜,牧 秀悟,4-2
1,カットボール,139km/h,見逃し,木澤 尚文,宮﨑 敏郎,4-2
2,シュート,154km/h,右飛  [タッチアップ],木澤 尚文,宮﨑 敏郎,4-2
1,シュート,154km/h,ファウル,木澤 尚文,大和,4-2
2,カットボール,142km/h,空振り,木澤 尚文,大和,4-2
3,カットボール,143km/h,空三振,木澤 尚文,大和,4-2
1,ストレート,152km/h,ボール,入江 大生,青木 宣親,4-2
2,ストレート,151km/h,見逃し,入江 大生,青木 宣親,4-2
3,フォーク,140km/h,一ゴロ,入江 大生,青木 宣親,4-2
1,フォーク,139km/h,見逃し,入江 大生,宮本 丈,4-2
2,ストレート,152km/h,二安  [逆シングル、ジャンピングスロー],入江 大生,宮本 丈,4-2
1,フォーク,141km/h,ボール,入江 大生,長岡 秀樹,4-2
2,フォーク,141km/h,ファウル,入江 大生,長岡 秀樹,4-2
3,ストレート,153km/h,ボール,入江 大生,長岡 秀樹,4-2
4,フォーク,139km/h,右２,入江 大生,長岡 秀樹,4-2
1,スライダー,124km/h,ボール,田中 健二朗,川端 慎吾,5-2
2,フォーク,134km/h,空振り,田中 健二朗,川端 慎吾,5-2
3,フォーク,135km/h,ボール,田中 健二朗,川端 慎吾,5-2
4,スライダー,124km/h,ボール,田中 健二朗,川端 慎吾,5-2
5,ストレート,143km/h,右犠飛  [タッチアップ],田中 健二朗,川端 慎吾,5-2
1,ストレート,142km/h,見逃し,田中 健二朗,塩見 泰隆,5-2
2,ストレート,142km/h,ボール,田中 健二朗,塩見 泰隆,5-2
3,ストレート,141km/h,見逃し,田中 健二朗,塩見 泰隆,5-2
4,ストレート,143km/h,二飛  [詰り],田中 健二朗,塩見 泰隆,5-2
1,ストレート,147km/h,ボール,コール,神里 和毅,5-2
2,カットボール,138km/h,空振り,コール,神里 和毅,5-2
3,スライダー,130km/h,見逃し,コール,神里 和毅,5-2
4,カットボール,140km/h,ボール,コール,神里 和毅,5-2
5,ツーシーム,148km/h,ファウル,コール,神里 和毅,5-2
6,ストレート,147km/h,空三振,コール,神里 和毅,5-2
1,カットボール,141km/h,見逃し,コール,嶺井 博希,5-2
2,カーブ,121km/h,空振り,コール,嶺井 博希,5-2
3,ストレート,149km/h,ボール,コール,嶺井 博希,5-2
4,ストレート,149km/h,一ゴロ,コール,嶺井 博希,5-2
1,カーブ,121km/h,ボール,コール,柴田 竜拓,5-2
2,カットボール,140km/h,見逃し,コール,柴田 竜拓,5-2
3,スライダー,130km/h,ボール  [ワンバウンド],コール,柴田 竜拓,5-2
4,カットボール,140km/h,見逃し,コール,柴田 竜拓,5-2
5,ストレート,148km/h,右安,コール,柴田 竜拓,5-2
1,ストレート,147km/h,中飛,コール,桑原 将志,5-2
1,カットボール,137km/h,ボール,砂田 毅樹,山崎 晃大朗,5-2
2,カットボール,135km/h,見逃し,砂田 毅樹,山崎 晃大朗,5-2
3,カーブ,112km/h,ボール,砂田 毅樹,山崎 晃大朗,5-2
4,ストレート,139km/h,投ゴロ,砂田 毅樹,山崎 晃大朗,5-2
1,シンカー,130km/h,ボール,砂田 毅樹,山田 哲人,5-2
2,シンカー,131km/h,見逃し,砂田 毅樹,山田 哲人,5-2
3,カーブ,112km/h,ボール,砂田 毅樹,山田 哲人,5-2
4,カットボール,136km/h,中飛  [詰り],砂田 毅樹,山田 哲人,5-2
1,スライダー,122km/h,見逃し,砂田 毅樹,村上 宗隆,5-2
2,カーブ,115km/h,ボール  [ワンバウンド],砂田 毅樹,村上 宗隆,5-2
3,ストレート,139km/h,ボール,砂田 毅樹,村上 宗隆,5-2
4,カーブ,113km/h,左安,砂田 毅樹,村上 宗隆,5-2
1,シンカー,129km/h,見逃し,砂田 毅樹,中村 悠平,5-2
2,ストレート,137km/h,ボール,砂田 毅樹,中村 悠平,5-2
3,シンカー,129km/h,右飛,砂田 毅樹,中村 悠平,5-2
1,ストレート,143km/h,ボール,清水 昇,佐野 恵太,5-2
2,ストレート,143km/h,左２  [フェンス直撃],清水 昇,佐野 恵太,5-2
1,スライダー,127km/h,左安,清水 昇,ソト,5-2
1,ストレート,144km/h,見逃し,清水 昇,牧 秀悟,5-3
2,フォーク,128km/h,空振り,清水 昇,牧 秀悟,5-3
3,フォーク,128km/h,ファウル,清水 昇,牧 秀悟,5-3
4,ストレート,143km/h,ボール  [高めのつり球を要求],清水 昇,牧 秀悟,5-3
5,ストレート,146km/h,ファウル,清水 昇,牧 秀悟,5-3
6,フォーク,129km/h,ファウル,清水 昇,牧 秀悟,5-3
7,カットボール,128km/h,右犠飛,清水 昇,牧 秀悟,5-3
1,スライダー,127km/h,空振り  [フルスイング],清水 昇,宮﨑 敏郎,5-3
2,フォーク,128km/h,空振り,清水 昇,宮﨑 敏郎,5-3
3,フォーク,127km/h,空三振  [ファウルチップ],清水 昇,宮﨑 敏郎,5-3
1,ストレート,145km/h,ボール,清水 昇,藤田 一也,5-3
2,ストレート,145km/h,見逃し,清水 昇,藤田 一也,5-3
3,スライダー,127km/h,左飛,清水 昇,藤田 一也,5-3
1,ストレート,151km/h,ボール,伊勢 大夢,オスナ,5-3
2,スライダー,129km/h,ボール,伊勢 大夢,オスナ,5-3
3,ストレート,149km/h,見逃し,伊勢 大夢,オスナ,5-3
4,スライダー,131km/h,遊ゴロ,伊勢 大夢,オスナ,5-3
1,スライダー,131km/h,一飛,伊勢 大夢,渡邉 大樹,5-3
1,ストレート,151km/h,ボール,伊勢 大夢,長岡 秀樹,5-3
2,ストレート,149km/h,ファウル,伊勢 大夢,長岡 秀樹,5-3
3,ストレート,150km/h,中飛,伊勢 大夢,長岡 秀樹,5-3
1,ストレート,145km/h,見逃し,今野 龍太,神里 和毅,5-3
2,ストレート,145km/h,ボール,今野 龍太,神里 和毅,5-3
3,カットボール,137km/h,ボール,今野 龍太,神里 和毅,5-3
4,ストレート,143km/h,中飛  [フェンスギリギリ],今野 龍太,神里 和毅,5-3
1,ストレート,145km/h,ボール,今野 龍太,戸柱 恭孝,5-3
2,ストレート,144km/h,ボール,今野 龍太,戸柱 恭孝,5-3
3,ストレート,144km/h,ファウル,今野 龍太,戸柱 恭孝,5-3
4,ストレート,144km/h,ファウル,今野 龍太,戸柱 恭孝,5-3
5,カーブ,125km/h,空三振,今野 龍太,戸柱 恭孝,5-3
1,ストレート,146km/h,右飛,今野 龍太,柴田 竜拓,5-3
1,ツーシーム,154km/h,ボール,エスコバー,濱田 太貴,5-3
2,ツーシーム,153km/h,三邪飛,エスコバー,濱田 太貴,5-3
1,ツーシーム,155km/h,ボール,エスコバー,塩見 泰隆,5-3
2,ツーシーム,155km/h,見逃し,エスコバー,塩見 泰隆,5-3
3,スライダー,132km/h,空振り,エスコバー,塩見 泰隆,5-3
4,ストレート,155km/h,ファウル,エスコバー,塩見 泰隆,5-3
5,ストレート,155km/h,空三振,エスコバー,塩見 泰隆,5-3
1,スライダー,133km/h,空振り,エスコバー,山崎 晃大朗,5-3
2,ツーシーム,155km/h,ファウル  [止めたバットに当たる],エスコバー,山崎 晃大朗,5-3
3,スライダー,131km/h,見三振,エスコバー,山崎 晃大朗,5-3
1,ストレート,151km/h,ボール,マクガフ,桑原 将志,5-3
2,カットボール,140km/h,二飛  [当てただけ、バットの先],マクガフ,桑原 将志,5-3
1,ストレート,151km/h,左飛,マクガフ,佐野 恵太,5-3
1,ストレート,152km/h,見逃し,マクガフ,ソト,5-3
2,ストレート,152km/h,ボール,マクガフ,ソト,5-3
3,ツーシーム,153km/h,空振り,マクガフ,ソト,5-3
4,ストレート,153km/h,見三振  [構えたところにズバリ],マクガフ,ソト,5-3
1,カットボール,132km/h,見逃し,伊藤 将司,丸 佳浩,0-0
2,ツーシーム,135km/h,二ゴロ  [詰り],伊藤 将司,丸 佳浩,0-0
1,カットボール,133km/h,中安,伊藤 将司,ウォーカー,0-0
1,ツーシーム,135km/h,ボール,伊藤 将司,吉川 尚輝,0-0
2,カットボール,134km/h,ボール,伊藤 将司,吉川 尚輝,0-0
3,ストレート,141km/h,空振り,伊藤 将司,吉川 尚輝,0-0
4,ストレート,141km/h,ボール,伊藤 将司,吉川 尚輝,0-0
5,ストレート,141km/h,ファウル,伊藤 将司,吉川 尚輝,0-0
6,カットボール,132km/h,二ゴロ  [ランエンドヒット、バウンド高い],伊藤 将司,吉川 尚輝,0-0
1,チェンジアップ,126km/h,見逃し,伊藤 将司,岡本 和真,0-0
2,ストレート,141km/h,二飛  [詰り],伊藤 将司,岡本 和真,0-0
1,ストレート,145km/h,見逃し,髙橋 優貴,近本 光司,0-0
2,ストレート,145km/h,ボール,髙橋 優貴,近本 光司,0-0
3,ストレート,146km/h,中安,髙橋 優貴,近本 光司,0-0
1,スライダー,127km/h,ファウル  [バントファウル],髙橋 優貴,中野 拓夢,0-0
2,スライダー,127km/h,犠打失,髙橋 優貴,中野 拓夢,0-0
1,スクリュー,123km/h,見逃し,髙橋 優貴,大山 悠輔,0-0
2,ストレート,145km/h,ボール,髙橋 優貴,大山 悠輔,0-0
3,ストレート,146km/h,ファウル  [自打球],髙橋 優貴,大山 悠輔,0-0
4,ストレート,146km/h,ファウル,髙橋 優貴,大山 悠輔,0-0
5,スクリュー,120km/h,ボール  [ワンバウンド],髙橋 優貴,大山 悠輔,0-0
6,スライダー,129km/h,空三振,髙橋 優貴,大山 悠輔,0-0
1,スクリュー,123km/h,ボール  [ワンバウンド],髙橋 優貴,佐藤 輝明,0-0
2,ストレート,147km/h,一ゴロ  [詰り、バット折れる],髙橋 優貴,佐藤 輝明,0-0
1,スライダー,130km/h,見逃し,髙橋 優貴,糸井 嘉男,0-0
2,ストレート,147km/h,一ゴロ,髙橋 優貴,糸井 嘉男,0-0
1,カットボール,132km/h,見逃し,伊藤 将司,ポランコ,0-0
2,カットボール,-,ボール,伊藤 将司,ポランコ,0-0
3,ストレート,141km/h,空振り  [ハーフスイング],伊藤 将司,ポランコ,0-0
4,カットボール,137km/h,ボール,伊藤 将司,ポランコ,0-0
5,ストレート,143km/h,ファウル,伊藤 将司,ポランコ,0-0
6,カーブ,115km/h,中飛,伊藤 将司,ポランコ,0-0
1,ストレート,141km/h,ボール,伊藤 将司,中田 翔,0-0
2,カットボール,133km/h,遊飛  [詰り],伊藤 将司,中田 翔,0-0
1,カットボール,132km/h,ボール,伊藤 将司,中山 礼都,0-0
2,ストレート,141km/h,左飛  [詰り],伊藤 将司,中山 礼都,0-0
1,カーブ,116km/h,ボール  [ワンバウンド],髙橋 優貴,陽川 尚将,0-0
2,シュート,139km/h,ボール,髙橋 優貴,陽川 尚将,0-0
3,スライダー,127km/h,ボール,髙橋 優貴,陽川 尚将,0-0
4,ストレート,146km/h,四球,髙橋 優貴,陽川 尚将,0-0
1,スライダー,127km/h,ボール,髙橋 優貴,糸原 健斗,0-0
2,ストレート,145km/h,見逃し,髙橋 優貴,糸原 健斗,0-0
3,ストレート,145km/h,見逃し,髙橋 優貴,糸原 健斗,0-0
4,ストレート,145km/h,ファウル,髙橋 優貴,糸原 健斗,0-0
5,スライダー,127km/h,ボール,髙橋 優貴,糸原 健斗,0-0
6,ストレート,145km/h,ファウル,髙橋 優貴,糸原 健斗,0-0
7,スクリュー,121km/h,ボール  [ワンバウンド],髙橋 優貴,糸原 健斗,0-0
8,ストレート,-,四球  [ランエンドヒット],髙橋 優貴,糸原 健斗,0-0
1,ストレート,144km/h,ボール  [バント構え],髙橋 優貴,長坂 拳弥,0-0
2,ストレート,145km/h,ファウル  [バスター],髙橋 優貴,長坂 拳弥,0-0
3,ストレート,145km/h,三犠打,髙橋 優貴,長坂 拳弥,0-0
1,スライダー,128km/h,見逃し,髙橋 優貴,伊藤 将司,0-0
2,ストレート,145km/h,ボール,髙橋 優貴,伊藤 将司,0-0
3,スライダー,126km/h,空振り,髙橋 優貴,伊藤 将司,0-0
4,スライダー,127km/h,ボール,髙橋 優貴,伊藤 将司,0-0
5,ストレート,146km/h,ボール,髙橋 優貴,伊藤 将司,0-0
6,スライダー,128km/h,ファウル,髙橋 優貴,伊藤 将司,0-0
7,ストレート,146km/h,四球,髙橋 優貴,伊藤 将司,0-0
1,スライダー,128km/h,見逃し,髙橋 優貴,近本 光司,0-1
2,ストレート,-,ファウル,髙橋 優貴,近本 光司,0-1
3,ストレート,144km/h,ボール,髙橋 優貴,近本 光司,0-1
4,ストレート,147km/h,中安,髙橋 優貴,近本 光司,0-1
1,ストレート,145km/h,見逃し,髙橋 優貴,中野 拓夢,0-1
2,スライダー,127km/h,ボール  [ワンバウンド],髙橋 優貴,中野 拓夢,0-1
3,スライダー,129km/h,空振り,髙橋 優貴,中野 拓夢,0-1
4,ストレート,146km/h,ボール,髙橋 優貴,中野 拓夢,0-1
5,ストレート,143km/h,空三振,髙橋 優貴,中野 拓夢,0-1
1,スクリュー,124km/h,ファウル,髙橋 優貴,大山 悠輔,0-3
2,スクリュー,120km/h,左安  [バットの先],髙橋 優貴,大山 悠輔,0-3
1,縦スライダー,126km/h,ボール,戸田 懐生,佐藤 輝明,0-4
2,カットボール,134km/h,一安  [強襲],戸田 懐生,佐藤 輝明,0-4
1,ストレート,145km/h,ボール,戸田 懐生,糸井 嘉男,0-4
2,ストレート,146km/h,中飛,戸田 懐生,糸井 嘉男,0-4
1,ツーシーム,135km/h,見逃し,伊藤 将司,小林 誠司,0-4
2,ストレート,142km/h,見逃し,伊藤 将司,小林 誠司,0-4
3,チェンジアップ,130km/h,遊ゴロ  [引っかけ、バウンド高い],伊藤 将司,小林 誠司,0-4
1,カットボール,131km/h,見逃し,伊藤 将司,北村 拓己,0-4
2,ストレート,142km/h,ボール,伊藤 将司,北村 拓己,0-4
3,ツーシーム,134km/h,ボール,伊藤 将司,北村 拓己,0-4
4,ストレート,141km/h,空振り,伊藤 将司,北村 拓己,0-4
5,チェンジアップ,128km/h,右飛,伊藤 将司,北村 拓己,0-4
1,カーブ,112km/h,ボール,伊藤 将司,丸 佳浩,0-4
2,カットボール,130km/h,右３  [フェンス直撃、打球処理もたつく],伊藤 将司,丸 佳浩,0-4
1,ストレート,140km/h,ボール  [高めのつり球を要求],伊藤 将司,ウォーカー,0-4
2,チェンジアップ,126km/h,遊ゴロ  [バットの先、バット折れる],伊藤 将司,ウォーカー,0-4
1,カットボール,134km/h,ファウル  [自打球],戸田 懐生,陽川 尚将,0-4
2,カットボール,137km/h,見逃し,戸田 懐生,陽川 尚将,0-4
3,フォーク,134km/h,空三振  [ワンバウンド],戸田 懐生,陽川 尚将,0-4
1,ストレート,146km/h,ボール,戸田 懐生,糸原 健斗,0-4
2,ストレート,146km/h,ボール,戸田 懐生,糸原 健斗,0-4
3,ストレート,147km/h,中安,戸田 懐生,糸原 健斗,0-4
1,縦スライダー,132km/h,ファウル,戸田 懐生,長坂 拳弥,0-4
2,ストレート,147km/h,ファウル,戸田 懐生,長坂 拳弥,0-4
3,フォーク,129km/h,ファウル  [自打球],戸田 懐生,長坂 拳弥,0-4
4,ストレート,-,ボール,戸田 懐生,長坂 拳弥,0-4
5,カットボール,135km/h,ボール  [ワンバウンド],戸田 懐生,長坂 拳弥,0-4
6,ストレート,146km/h,中飛,戸田 懐生,長坂 拳弥,0-4
1,ストレート,147km/h,見逃し,戸田 懐生,伊藤 将司,0-4
2,ストレート,146km/h,ボール,戸田 懐生,伊藤 将司,0-4
3,縦スライダー,132km/h,ボール,戸田 懐生,伊藤 将司,0-4
4,ストレート,145km/h,空振り,戸田 懐生,伊藤 将司,0-4
5,ストレート,146km/h,見三振,戸田 懐生,伊藤 将司,0-4
1,ストレート,141km/h,見逃し,伊藤 将司,吉川 尚輝,0-4
2,カーブ,115km/h,ボール  [ワンバウンド],伊藤 将司,吉川 尚輝,0-4
3,カーブ,114km/h,ボール  [ワンバウンド],伊藤 将司,吉川 尚輝,0-4
4,ツーシーム,133km/h,ファウル  [自打球],伊藤 将司,吉川 尚輝,0-4
5,ストレート,142km/h,遊安  [送球がバウンド],伊藤 将司,吉川 尚輝,0-4
1,ツーシーム,136km/h,空振り,伊藤 将司,岡本 和真,0-4
2,チェンジアップ,127km/h,ファウル,伊藤 将司,岡本 和真,0-4
3,ツーシーム,134km/h,遊併打  [泳ぎ、引っかけ],伊藤 将司,岡本 和真,0-4
1,ストレート,140km/h,ボール  [高めのつり球を要求],伊藤 将司,ポランコ,0-4
2,カットボール,130km/h,見逃し,伊藤 将司,ポランコ,0-4
3,カットボール,129km/h,ボール,伊藤 将司,ポランコ,0-4
4,カットボール,130km/h,ボール  [ワンバウンド],伊藤 将司,ポランコ,0-4
5,ストレート,140km/h,ファウル,伊藤 将司,ポランコ,0-4
6,ストレート,140km/h,空三振,伊藤 将司,ポランコ,0-4
1,ストレート,145km/h,空振り,戸田 懐生,近本 光司,0-4
2,カーブ,111km/h,一ゴロ  [交錯、交錯],戸田 懐生,近本 光司,0-4
1,縦スライダー,132km/h,ボール,戸田 懐生,中野 拓夢,0-4
2,縦スライダー,133km/h,ボール,戸田 懐生,中野 拓夢,0-4
3,ストレート,145km/h,ボール,戸田 懐生,中野 拓夢,0-4
4,ストレート,145km/h,見逃し,戸田 懐生,中野 拓夢,0-4
5,ストレート,144km/h,ファウル,戸田 懐生,中野 拓夢,0-4
6,縦スライダー,130km/h,四球  [ワンバウンド],戸田 懐生,中野 拓夢,0-4
1,ストレート,145km/h,ファウル,戸田 懐生,大山 悠輔,0-4
2,カーブ,115km/h,見逃し,戸田 懐生,大山 悠輔,0-4
3,フォーク,132km/h,ボール  [ワンバウンド],戸田 懐生,大山 悠輔,0-4
4,縦スライダー,131km/h,遊併打,戸田 懐生,大山 悠輔,0-4
1,チェンジアップ,126km/h,三直  [痛烈な当たり、好プレイ],伊藤 将司,中田 翔,0-4
1,カーブ,110km/h,ボール,伊藤 将司,岸田 行倫,0-4
2,ツーシーム,133km/h,二ゴロ  [バットの先],伊藤 将司,岸田 行倫,0-4
1,ツーシーム,135km/h,左２  [ライン際],伊藤 将司,小林 誠司,0-4
1,チェンジアップ,127km/h,ボール  [ワンバウンド],伊藤 将司,北村 拓己,0-4
2,ストレート,140km/h,ボール,伊藤 将司,北村 拓己,0-4
3,カットボール,131km/h,ファウル  [ポール際],伊藤 将司,北村 拓己,0-4
4,ツーシーム,134km/h,遊ゴロ  [泳ぎ、引っかけ],伊藤 将司,北村 拓己,0-4
1,チェンジアップ,118km/h,見逃し,畠 世周,佐藤 輝明,0-4
2,チェンジアップ,114km/h,二ゴロ,畠 世周,佐藤 輝明,0-4
1,ストレート,146km/h,ボール,畠 世周,糸井 嘉男,0-4
2,スライダー,125km/h,ボール,畠 世周,糸井 嘉男,0-4
3,ストレート,146km/h,ファウル,畠 世周,糸井 嘉男,0-4
4,ストレート,145km/h,左飛,畠 世周,糸井 嘉男,0-4
1,スライダー,126km/h,見逃し,畠 世周,陽川 尚将,0-4
2,ストレート,146km/h,見逃し,畠 世周,陽川 尚将,0-4
3,フォーク,137km/h,ボール  [ワンバウンド],畠 世周,陽川 尚将,0-4
4,ストレート,-,ファウル,畠 世周,陽川 尚将,0-4
5,ストレート,-,ボール,畠 世周,陽川 尚将,0-4
6,カットボール,-,ファウル  [バットの先、バット折れる],畠 世周,陽川 尚将,0-4
7,スライダー,127km/h,空三振,畠 世周,陽川 尚将,0-4
1,ストレート,139km/h,ボール,伊藤 将司,丸 佳浩,0-4
2,ストレート,138km/h,左飛,伊藤 将司,丸 佳浩,0-4
1,ストレート,140km/h,見逃し,伊藤 将司,ウォーカー,0-4
